TAX,ADC,TS
28 36,11146 14795,1716452194.9880576134
28 36,11133 14571,1716452195.0310606956
28 36 42,11037 15395 12905,1716452195.0740947723
28 36 42,11028 16335 12667,1716452195.1174092293
28 42,10726 12474,1716452195.1598513126
28 42,10570 12325,1716452195.2030408382
28 42,10535 12284,1716452195.2460689545
28 42,10482  9674,1716452195.2890162468
28 42,10546  9671,1716452195.3320715427
28 42,10505  9713,1716452195.3750352859
28 42,10572  9588,1716452195.4180057049
28 42 44,10552  9843 14645,1716452195.4610073566
20 28 42 44,16286 10611  9925 13797,1716452195.5041148663
20 27 28 42 44,16306 13647 10746  9981 13371,1716452195.5469317436
27 28 29 42 44,12580 11067 12295 10041 13420,1716452195.5900955200
27 28 29 34 42 44,12280 11055 12299 12711 10075 13355,1716452195.6331136227
27 28 29 34 42 44,12786 11084 12309 12694  9993 13258,1716452195.6760687828
20 27 28 29 34 42 44,16364 12566 11109 12311 12698  9938 13087,1716452195.7190818787
20 27 28 29 34 42 44,16312 12341 11040 12229 12682  9829 13223,1716452195.7620825768
20 27 28 29 34 42 44,15983 12216 11018 12159 12719  9596 13089,1716452195.8050682545
20 27 28 29 34 42 44,15919 12003 10924 12031 12520  9549 13042,1716452195.8480119705
20 27 28 29 34 42 44,15852 11955 10891 12038 12463  9653 12979,1716452195.8911309242
11 20 27 28 29 34 42 44 55,10744 15752 12240 11094 12041 12593  9678 13081 16089,1716452195.9340825081
11 20 27 28 29 34 42 44 53 55,10754 15623 12195 11116 12051 12643  9826 13201 15190 15478,1716452195.9771010876
11 20 27 28 29 34 42 44 53,10804 15526 12196 11162 12088 12568  9783 13169 14002,1716452196.0200107098
11 20 27 28 29 34 42 44 53 55,10726 15493 12144 11037 11953 12559  9834 13127 15975 13608,1716452196.0630609989
11 20 27 28 29 34 42 44 53 55,10691 15415 12199 11114 11889 12497  9667 13119 13551 13441,1716452196.1060850620
11 20 27 28 29 34 42 44 53 55,10646 15395 12049 10996 11760 12447  9611 13119 13518 12259,1716452196.1490557194
11 20 27 28 29 34 42 44 53 55,10523 15538 12030 10927 11698 12395  9599 13041 14095 11519,1716452196.1920304298
11 20 27 28 29 34 42 44 53 55,10603 15618 12059 11127 11714 12350  9617 13121 12933 10513,1716452196.2350528240
11 20 27 28 29 34 42 44 53 55,10540 14572 12055 11060 11841 12364  9581 12983 12739 10813,1716452196.2780475616
11 20 27 28 29 34 42 44 53 55,10556 14728 12019 11070 11762 12440  9602 13011 12706  9401,1716452196.3210530281
11 20 27 28 29 34 42 44 45 53 54 55,10556 14674 12027 11081 11810 12489  9597 13000 13928 12835 16075  8732,1716452196.3641386032
11 20 27 28 29 34 42 44 45 53 54 55,10430 14311 12065 11179 11807 12409  9545 13177 12794 12821 15953  7744,1716452196.4930381775
11 20 26 27 28 29 34 42 44 45 53 55,9902 13931 12213  9459 10787  9010 12690  8831 11639 11536  8508  6450,1716452200.9218599796
11 20 26 27 28 29 34 42 44 45 53 55,9798 14025 12175  9337 10622  9032 12483  8783 12166 11525  8475  6658,1716452200.9649066925
11 20 26 27 28 29 34 42 44 45 53 55,9961 14171 12673  9443 10708 10631 12511  8659 12365 11607  8780  6817,1716452201.0078942776
11 20 27 28 29 34 42 44 45 53 55,9919 14319  9460 10729 11434 12553  8657 12427 11722  9791  6950,1716452201.0509407520
11 20 27 28 29 34 42 44 45 53 55,9930 14857  9519 10818 11690 12754  8602 12441 11810 10582  7093,1716452201.0938553810
11 20 27 28 29 34 42 44 45 53 55,10068 14650  9666 10875 11704 12711  8621 12529 11761 10657  7335,1716452201.1368699074
11 20 27 28 29 34 42 44 45 53 55,10276 14589  9924 11058 11851 12805  8915 12646 11869 10712  7801,1716452201.1799821854
11 20 27 28 29 34 42 44 45 53 55,10285 14976  9885 10961 12022 12850  8926 12681 11895 10698  8665,1716452201.2228169441
11 20 27 28 29 34 42 44 45 53 55,10227 15103  9841 10910 12176 12679  8908 12651 11996 10778  9147,1716452201.2658414841
11 20 27 28 29 34 42 44 45 53 55,10285 15010 10454 11005 12142 12645  8743 12845 12063 10839  9787,1716452201.3088791370
11 20 27 28 29 34 42 44 45 53 55,10336 15210 11793 10991 12102 12889  9005 12903 12183 10957 10869,1716452201.3518712521
11 20 27 28 29 34 42 44 45 53 55,10477 15355 10205 11147 12115 12842  8935 13103 12220 13121 10764,1716452201.3948810101
11 20 27 28 29 34 42 44 45 53 55,10466 15441 11917 11041 12133 12811  8981 13224 12265 13109 10707,1716452201.4378237724
11 20 27 28 29 34 42 44 45 53 55,10551 15393 11906 11165 12196 13770  9627 13049 12101 13161 16310,1716452201.4808852673
11 20 27 28 29 34 42 44 45,10708 15510 12037 11206 12203 12957  9699 12937 11833,1716452201.5238771439
11 20 27 28 29 34 42 44 45,10703 16079 11920 11061 12290 13009  9702 12922 12119,1716452201.5668411255
11 20 27 28 29 34 42 44,11921 16198 11836 11091 12289 12827  9612 12855,1716452201.6098866463
20 27 28 29 34 42 44,16322 11567 10757 12154 12615  9564 12839,1716452201.6528351307
27 28 29 42 44,11522 10726 12251  9832 12964,1716452201.6958580017
27 28 29 42 44,11603 10860 12735  9780 13097,1716452201.7388627529
