TAX,ADC,TS
42,12513,1716452424.3442552090
42,12387,1716452424.3870394230
42,10139,1716452424.4301178455
28 42,12853  9813,1716452424.4731571674
28 42,11962  9495,1716452424.5162210464
28 42,11791  9353,1716452424.5592019558
28 42,11645  9415,1716452424.6021525860
28 42,11589  9057,1716452424.6452109814
28 42,11421  9113,1716452424.6881067753
28 42,11430  8621,1716452424.7312135696
28 42 55,11384  9098 13863,1716452424.7741565704
28 42 55,11412  8965 12950,1716452424.8171961308
28 42 55,11390  9006 12716,1716452424.8601651192
28 42 44 55,11444  9087 16300 11464,1716452424.9032208920
28 42 44 53 55,11457  9115 15635 15382 11239,1716452424.9462001324
28 42 44 53 55,11469  9304 15208 13518  9408,1716452424.9891977310
28 42 44 53 55,11468  9222 14961 13031  8441,1716452425.0320813656
28 42 44 53 55,11504  9363 14306 13023  8226,1716452425.0752396584
11 28 42 44 53 55,12756 11720  9337 15036 13179  8001,1716452425.1182386875
11 28 42 44 53 55,10935 11619  9419 14042 13274  7948,1716452425.1611344814
11 28 42 44 53 55,10907 11562  9404 13680 12903  7512,1716452425.2040612698
11 28 42 44 53 55,10676 11528  9363 13477 15688  6758,1716452425.2471523285
11 28 42 44 53 55,10471 11407  9635 13610 14187  6991,1716452425.2901189327
11 27 28 42 44 53 55,10739 12952 11629  9631 13561 15335  7020,1716452425.3330278397
11 27 28 42 44 53 55,10685 12274 11660  9798 13506 12722  7142,1716452425.3761162758
11 27 28 42 44 53 55,10677 12252 11770  9775 13429 13070  6949,1716452425.4191048145
11 27 28 42 44 53 55,10712 12071 11766  9708 13442 12151  6999,1716452425.4621324539
11 27 28 42 44 53 55,10553 12027 11687  9052 13386 11567  6941,1716452425.5050227642
11 27 28 42 44 53 55,10538 12043 11659  9181 13441 11371  6893,1716452425.5480391979
11 27 28 42 44 53 55,10461 11974 11560  8997 13287 11465  7038,1716452425.5911197662
11 27 28 42 44 53 55,10402 11961 11462  9126 13158 11182  6771,1716452425.6341314316
11 27 28 42 44 53 55,10233 11840 11457  9289 13345 10842  6687,1716452425.6769034863
11 27 28 34 42 44 45 53 55,10239 11952 11552 14123  9387 13218 13139 11727  6558,1716452425.7200238705
11 27 28 42 44 45 53 55,9961 11993 11427  8820 13198 12968 11531  6486,1716452425.7631103992
11 27 28 42 44 45 53 55,9903 11809 11344  8761 13380 12875 11393  6266,1716452425.8061697483
11 27 28 34 42 44 45 53 55,9976 11199 11289 15312  8867 13193 12526 11315  6289,1716452425.8491275311
11 27 28 34 42 44 45 53 55,9848 10390 11251 13331  8806 13185 12517 11193  6280,1716452425.8921039104
11 27 28 34 42 44 45 50 53 54 55,9896  9719 11260 13490  8976 13243 12595 11065 11227 15923  6398,1716452425.9351384640
11 19 21 27 28 34 42 44 45 53 54 55,9712 10608 13318 10013 11221 12485  7896 13032 11307 11268 13765  6787,1716452430.1068801880
11 19 21 27 28 42 44 45 53 54 55,9841 10768 13356  9855 11192  7943 12941 11461 11349 13891  6922,1716452430.1500415802
11 19 21 27 28 42 44 45 53 54 55,9887 10885 13396  9877 11269  7814 13065 11429 11211 13811  6964,1716452430.1930058002
11 21 27 28 42 44 45 53 54 55,9685 13204  9608 11154  7949 13137 11311 11255 13859  7092,1716452430.2360646725
11 21 27 28 42 44 45 53 54 55,9778 13353  9798 11266  8069 13237 11673 11165 13807  7182,1716452430.2790725231
11 21 27 28 42 44 45 53 55,9777 13247 11807 11290  8059 13173 11400 11157  7039,1716452430.3220078945
11 21 27 28 42 44 45 53 55,9835 13216 11778 11234  8108 13404 11088 10979  7078,1716452430.3649663925
11 27 28 42 44 45 53 55,9705 11685 11214  8053 13261 11229 10949  7319,1716452430.4080216885
11 27 28 42 44 45 53 55,9721 11775 11236  8120 13423 11278 11123  7352,1716452430.4510147572
11 27 28 42 44 45 53 55,9804 12090 11249  8050 13345 11383 11049  7591,1716452430.4940390587
11 27 28 42 44 45 53 55,9879 16041 11198  8029 13487 12285 11171  8962,1716452430.5370178223
11 28 42 44 45 53 55,9780 11118  7883 13639 12281 11204 14279,1716452430.5800511837
11 28 42 45 53,9732 11121  7826 12151 11411,1716452430.6229889393
11 28 42 45 53,9784 11072  7878 10785 11304,1716452430.6658833027
11 28 42 45 53,9992 11167  7871 10583 13199,1716452430.7090013027
11 28 42 45 53,9932 11113  7951 10549 15239,1716452430.7519149780
11 28 42 45,10003 11273  7888 10494,1716452430.7949161530
11 28 42 45,10288 11207  7858 10384,1716452430.8378956318
28 42 45,11138  8079 10434,1716452430.8809020519
28 42 45,11129  8096 10415,1716452430.9239158630
28 42 45,11185  8147 10483,1716452430.9669325352
28 42 45,11217  8406 10785,1716452431.0098969936
28 42 45,11289  8522 12798,1716452431.0528781414
28 42 45,11352  8561 13962,1716452431.0959086418
28 42,11403  9941,1716452431.1388638020
28 42,11311 10062,1716452431.1818022728
28 42,11446 10198,1716452431.2248420715
28 42,11626 10236,1716452431.2679102421
28 42,11509 10290,1716452431.3107864857
28 42,11604 11064,1716452431.3538041115
28 42,11866 11368,1716452431.3967902660
42,13372,1716452431.4398753643
42,13265,1716452431.4828760624
