TAX,ADC,TS
11,12958,1716279192.9368696213
11,10817,1716279192.9799520969
11,10889,1716279193.0229022503
11,10175,1716279193.0658731461
11,10028,1716279193.1088881493
11,9965,1716279193.1519167423
11,9805,1716279193.1948983669
11,9301,1716279193.2378664017
11,9055,1716279193.2808575630
11,8931,1716279193.3239407539
11,8920,1716279193.3668885231
3 11,10990  9143,1716279193.4098460674
3 11,9496 9123,1716279193.4528913498
3 11,8496 9134,1716279193.4959256649
3 11,5866 9170,1716279193.5388216972
3 11,5853 9185,1716279193.5819003582
3 11,5667 8980,1716279193.6249439716
3 11 19 28,5887  9258 10164 12930,1716279193.6679060459
3 11 19 28,5645  9170 10061 12057,1716279193.7109005451
3 11 19 28,5507  9110  9899 11603,1716279193.7538158894
3 11 19 21 28,5502  9253 10113 12661 11821,1716279193.7967464924
2  3  4 11 19 20 21 27 28,15134  5397 14294  8651 10172 16052 11677 13169 11662,1716279193.8399264812
2  3  4 11 19 20 21 27 28,15048  4687 10558  8519  7733 15219 11482 10545 11651,1716279193.8829517365
2  3  4 10 11 19 20 21 27 28,14845  4509  9991 14876  8446  7166 13876 11332  9919 11493,1716279193.9258849621
2  3  4 10 11 19 20 21 27 28,16134  4304  9919 12388  7798  6397 13686 11205  9514 11546,1716279193.9688935280
2  3  4 10 11 19 20 21 27 28,15036  4299  9853 12567  7844  6230 13345 11110  9435 11485,1716279194.0119454861
2  3  4 10 11 18 19 20 21 27 28 29,15250  4203  9620 10352  7737 11321  5791 12943 11080  9453 11740 12101,1716279194.0549373627
2  3  4 10 11 18 19 20 21 27 28,14616  3789  9257  9746  7302 11183  4814 12052 10542  8318 10879,1716279195.8179149628
2  3  4 10 11 19 20 21 27 28,14686  3825  9271  9629  7342  5069 12170 10585  8527 10923,1716279195.8609130383
2  3  4 10 11 19 20 21 27 28,14680  4102  9447 10566  7460  5658 12610 10784  9304 11215,1716279195.9039332867
2  3  4 10 11 19 20 21 27 28,14599  4163  9514 13616  7608  6520 13410 11122  9631 11587,1716279195.9469358921
2  3  4 11 19 20 21 27 28,14981  4271  9724  7711  8437 14694 11344  9745 12072,1716279195.9899368286
3 11 19 21 27 28,4798  8880  9778 12381 11671 12389,1716279196.0328962803
2  3 11 19 27,15087  5157  8805  9611 11940,1716279196.0758752823
2  3 11 19,15047  5262  8754  9614,1716279196.1188364029
2  3 11 19,15595  5559  8920 10639,1716279196.1618371010
2  3 11,15486  5718  8967,1716279196.2049622536
2  3 11,15311  5959  9014,1716279196.2478759289
2  3 11,15475  8063  8975,1716279196.2908451557
11,8790,1716279196.3338298798
11,8879,1716279196.3767454624
11,9554,1716279196.4198043346
11,9608,1716279196.4628336430
11,9933,1716279196.5057213306
11,11475,1716279196.5488648415
11,12060,1716279196.5918085575
