TAX,ADC,TS
11,13890,1716279248.7231483459
11,12701,1716279248.7661864758
11,11085,1716279248.8091733456
11,10783,1716279248.8520770073
11,10393,1716279248.8950901031
11,9979,1716279248.9381315708
11,9916,1716279248.9811410904
11,9813,1716279249.0241422653
11,9264,1716279249.0671432018
3 11,14426  9153,1716279249.1101939678
3 11,14390  8962,1716279249.1531796455
3 11,14210  8839,1716279249.1962165833
3 11,13583  8835,1716279249.2392048836
3 11,8101 8930,1716279249.2822148800
2  3 11,16376  5939  9065,1716279249.3251476288
3 11 19,5848 9257 9965,1716279249.3681979179
3 11 19,5612 9067 9793,1716279249.4111111164
3 11 19 21,5494  9009  9795 11573,1716279249.4541263580
3 11 19 21 28,5290  9056  9834 11228 12109,1716279249.4971060753
2  3 11 19 21 28,15970  5298  8922  9723 11087 11647,1716279249.5400593281
3 11 19 21 27 28,5286  9113  8020 11264  9956 11836,1716279249.5831623077
3 11 19 21 27 28,4791  8930  6913 10789  9540 11487,1716279249.6261093616
3 11 19 20 21 27 28,4414  8879  6239 15252 10827  9467 11469,1716279249.6691524982
2  3 11 19 20 21 27 28 29,16162  4341  8023  5552 15343 10849  9265 11707 12343,1716279249.7122714520
2  3 10 11 19 20 21 27 28 29,15723  4332 12780  8066  5216 14948 10728  9267 11592 11887,1716279249.7552080154
2  3 10 11 19 20 21 27 28 29,15257  4157 10438  7649  4790 13662 10732  9102 11529 11547,1716279249.7982053757
2  3 10 11 19 20 21 26 27 28 29,14845  4077  9274  7687  4826 13402 10711 11404  9283 11572 11346,1716279249.8411972523
2  3 10 11 19 20 21 26 27 28 29 34,15164  3764  8516  7464  4546 12817 10697 11163  9263 11377 11263  9744,1716279249.8841342926
2  3  4 10 11 19 20 21 26 27 28 29,15699  3572  9284  7962  7190  4221 12322 10261  9069  8863 10822 11092,1716279251.5181992054
2  3  4 10 11 19 20 21 27 28 29,15968  3604  9374  8146  7249  4294 12297 10332  8907 10906 11221,1716279251.5612566471
2  3 10 11 19 20 21 27 28,15852  3669  8842  7295  4649 12978 10173  9026 10750,1716279251.6041884422
2  3 10 11 19 20 21 27 28,16061  3794  9849  7461  5110 13338 10366  9464 11016,1716279251.6472704411
2  3 11 19 20 21 27 28,16235  4136  7955  6152 14259 10802  9743 11348,1716279251.6903052330
3 11 19 20 21 27 28,4241  7802  6910 14879 10855  9772 11871,1716279251.7329382896
3 11 19 21 27,4263  8713  9468 10944 11563,1716279251.7760283947
3 11 19 21,4983  8639  9357 10840,1716279251.8191566467
3 11 19,5103 8735 9629,1716279251.8622164726
3 11,5247 8554,1716279251.9051749706
3 11,5318 8671,1716279251.9481601715
3 11,5659 8718,1716279251.9911673069
3 11,14380  8739,1716279252.0341546535
3 11,14578  9074,1716279252.0771353245
11,9241,1716279252.1200239658
11,9594,1716279252.1631832123
11,9751,1716279252.2061383724
11,10153,1716279252.2491235733
11,11008,1716279252.2921473980
11,11885,1716279252.3351087570
