TAX,ADC,TS
11,11810,1716279217.4035069942
11,10806,1716279217.4466059208
11,10495,1716279217.4895989895
11,10281,1716279217.5326554775
11,10045,1716279217.5754907131
11,9877,1716279217.6184692383
11,9420,1716279217.6616153717
11,9237,1716279217.7044568062
11,8922,1716279217.7475349903
11,8854,1716279217.7906227112
3 11,13853  9022,1716279217.8334965706
3 11,8341 8979,1716279217.8763997555
3 11,8169 8979,1716279217.9195876122
3 11,7580 8869,1716279217.9625322819
3 11,7267 8827,1716279218.0055494308
3 11,5359 8063,1716279218.0485253334
3 11 19,5342 8241 9808,1716279218.0916419029
3 11 19,5267 8072 9605,1716279218.1344697475
3 11 19,5241 8020 9463,1716279218.1775364876
3 11 19 28,4729  8023  9605 11793,1716279218.2205877304
3 11 19 28,4631  8007  7834 11352,1716279218.2636041641
3 11 19 20 27 28,4643  7460  7455 16319 12861 11261,1716279218.3065977097
3 11 19 20 27 28,4248  7422  6818 15754 12742 11154,1716279218.3494007587
2  3 11 19 20 21 27 28,15854  3944  7467  6297 15939 11629  9232 11398,1716279218.3923728466
2  3 11 19 20 21 27 28,15391  3898  7402  5981 15290 11454  9201 11314,1716279218.4353523254
2  3 10 11 18 19 20 21 26 27 28 29,15553  3947 15616  7509 11401  5524 14954 11276 13723  9328 11660 12152,1716279218.4783787727
2  3 11 19 20 21 27 28,15211  3719  6872  5138 13974 10792  9223 11101,1716279220.2843387127
2  3 11 19 20 21 27 28,14962  3722  6911  5899 14183 10882  9290 11137,1716279220.3274979591
2  3 11 19 20 21 27 28,14570  3843  7405  7469 15593 11180  9687 11724,1716279220.3705258369
2  3 11 19 28,14517  3806  7242  9049 11658,1716279220.4135544300
2  3 11 19,14491  4395  7220  9171,1716279220.4563553333
2  3 11 19,14819  4607  7401  9447,1716279220.4999756813
2  3 11 19,15047  4748  8766  9677,1716279220.5425481796
2  3 11,15182  4816  8638,1716279220.5855515003
2  3 11,15151  5402  8656,1716279220.6283988953
2  3 11,15692  7272  8631,1716279220.6714775562
2  3 11,15667  7657  8827,1716279220.7145514488
2  3 11,16182 15074  8914,1716279220.7575349808
11,8885,1716279220.8004536629
11,9086,1716279220.8434913158
11,9625,1716279220.8865261078
11,9791,1716279220.9294879436
11,10425,1716279220.9723494053
11,11102,1716279221.0154221058
