TAX,ADC,TS
11,14561,1716279155.7161886692
11,12479,1716279155.7592539787
11,11781,1716279155.8023049831
11,10969,1716279155.8452928066
11,10935,1716279155.8881676197
11,10865,1716279155.9313023090
11,10700,1716279155.9742698669
11,9855,1716279156.0172598362
11,9758,1716279156.0601449013
3 11,11545 10381,1716279156.1033203602
3 11,8603 10552,1716279156.1462819576
3 11,7546 10090,1716279156.1892812252
3 11,7812 9957,1716279156.2321820259
3 11,7408 9773,1716279156.2752237320
3 11,6593 9356,1716279156.3182816505
3 11,5325 9281,1716279156.3613102436
3 11,5134 9154,1716279156.4041669369
3 11,4832 9195,1716279156.4473035336
3 11,4671 9043,1716279156.4903151989
3 11,4519 8991,1716279156.5333504677
3 11,4430 9000,1716279156.5763149261
3 11,4339 8930,1716279156.6193177700
3 11,4220 8848,1716279156.6622290611
3 11,4182 8732,1716279156.7052867413
3 11 28,4013  8769 12221,1716279156.7481882572
3 11 19 28,4017  8933 10620 11999,1716279156.7912359238
3 11 19 28,3608  8863 10070 11482,1716279156.8343160152
3 11 19 28,3490  8214  9956 11238,1716279156.8773181438
3 10 11 19 20 28 29,3527 15883  8233  9993 15754 11254 13017,1716279156.9202151299
3 10 11 19 20 21 28 29,3221 12761  8263  9975 15654 14816 11491 11807,1716279156.9633264542
3 10 11 19 20 21 28 29,3131 10726  6666  9972 14837 12450 11689 11609,1716279157.0063576698
1  3 10 11 19 20 21 27 28 29,16339  2952  9561  6448  9730 14166 12133 13549 11550 11298,1716279157.0493214130
1  3 10 11 18 19 20 21 27 28 29,16352  2833  9655  6363 12091  9184 14010 11668 11974 11534 11159,1716279157.0922088623
1  3 10 11 18 19 20 21 26 27 28 29,16206  2706  8661  6367 11420  7984 13795 11338 11829 12088 11518 11275,1716279157.1353332996
1  3  4 10 11 18 19 20 21 27 28 29,15192  2606  9330  7992  6076 11259  6109 12415 10696  9338 10767 11177,1716279158.5543124676
1  3  4 10 11 19 20 21 27 28 29,16064  2694  9428  8237  6043  6877 12694 10864  9565 10984 11453,1716279158.5973365307
3  4 10 11 19 20 21 27 28 29,2887  9469  8440  6130  8901 13016 10994 10440 11285 11958,1716279158.6403205395
3  4 10 11 19 20 21 27 28,3278  9571  9674  6209  9920 13417 11045 11819 11368,1716279158.6832678318
3  4 10 11 19 20 21 28,3408  9902 13018  6167  9870 15467 11377 11676,1716279158.7263143063
3  4 10 11 19 21 28,3625 10258 15248  6230 10074 11449 11795,1716279158.7692668438
3  4 11 20 28,3588 13342  6075 16150 11582,1716279158.8122847080
3 11,3571 7965,1716279158.8552854061
3 11,3759 8306,1716279158.8982646465
3 11,4113 8303,1716279158.9412794113
3 11,4267 8427,1716279158.9842069149
3 11,4487 8397,1716279159.0271639824
3 11,4631 9117,1716279159.0702199936
3 11,5561 9182,1716279159.1133232117
3 11,6191 9274,1716279159.1563324928
3 11,6790 9110,1716279159.1992914677
3 11,7301 9373,1716279159.2422003746
11,9177,1716279159.2852878571
11,9823,1716279159.3282320499
11,9908,1716279159.3712763786
11,10352,1716279159.4142601490
11,11701,1716279159.4572868347
