TAX,ADC,TS
11,12638,1716279174.1421258450
11,12396,1716279174.1850268841
11,10735,1716279174.2278749943
11,10489,1716279174.2708618641
11,10147,1716279174.3138806820
11,9834,1716279174.3569147587
11,9765,1716279174.3998696804
11,9345,1716279174.4428696632
11,9149,1716279174.4858951569
11,8938,1716279174.5288438797
11,8955,1716279174.5719807148
3 11,13686  8969,1716279174.6151149273
3 11,14004  8922,1716279174.6581037045
3 11,8086 9037,1716279174.7011334896
3 11,7130 8917,1716279174.7440660000
3 11,6189 8843,1716279174.7871017456
3 11,5710 8845,1716279174.8301069736
3 11,5459 8797,1716279174.8732054234
3 11,5346 8782,1716279174.9161472321
3 11 19,5396 9016 9954,1716279174.9591434002
3 11 19 21 28,5419  9041 10135 11904 12012,1716279175.0020837784
3 11 19 21 28,5399  8953 10048 11503 11647,1716279175.0451235771
3 11 19 21 28,5291  8883  9909 11323 11454,1716279175.0881607533
3 11 19 20 21 28,5225  8966  9820 15895 11276 11282,1716279175.1310992241
3  4 11 19 20 21 28,5224 13104  8841  8002 15594 11237 11271,1716279175.1741013527
3  4 11 19 20 21 28,5219 12138  8796  7669 14699 10902 11511,1716279175.2171497345
3  4 11 18 19 20 21 26 27 28 29,5378 10843  9104 12257  7356 13855 11037 12330 10777 11899 13437,1716279175.2601468563
1  3  4 11 18 19 20 21 26 27 28 29,15915  4726 10251  7919 11556  6613 13992 10933 11814 10159 11619 12592,1716279175.3031392097
3  4 11 18 19 20 21 26 27 28,3675  9499  7834 10802  5744 12143 10323 10955  9343 11004,1716279176.9800946712
2  3  4 11 18 19 20 21 27 28,15851  4491  9390  7859 11303  6422 12665 10456  9277 11312,1716279177.0231618881
2  3  4 11 19 20 21 27 28,15443  4604  9514  7775  7893 13469 10618  9490 11538,1716279177.0660505295
2  3  4 11 19 20 21 27 28,15538  5000  9696  7935  9790 13884 10740 15034 11574,1716279177.1090970039
2  3  4 11 19 20 21 28,15450  5041  9770  8649  9711 14428 10844 11543,1716279177.1521036625
2  3 11 19 20 21 28,15661  4993  8705  9965 15769 11113 12122,1716279177.1950829029
2  3 11 19,15339  4969  8588  9867,1716279177.2380719185
2  3 11 19,15499  5000  8708 10148,1716279177.2810285091
2  3 11,15744  5105  8569,1716279177.3240897655
2  3 11,15784  5408  8710,1716279177.3670358658
3 11,5468 8734,1716279177.4100022316
3 11,5987 8826,1716279177.4529905319
3 11,8578 8887,1716279177.4960966110
11,8877,1716279177.5391304493
11,9017,1716279177.5820150375
11,9315,1716279177.6249711514
11,9607,1716279177.6680474281
11,9752,1716279177.7110116482
11,10861,1716279177.7540793419
11,11185,1716279177.7970304489
11,11883,1716279177.8400888443
