TAX,ADC,TS
11,13194,1716279167.9101538658
11,12017,1716279167.9531857967
11,11498,1716279167.9960772991
11,10313,1716279168.0392053127
11,9919,1716279168.0821847916
11,9887,1716279168.1252126694
11,9713,1716279168.1682870388
11,9715,1716279168.2111701965
11,9549,1716279168.2541701794
11,9505,1716279168.2971961498
11,9029,1716279168.3402190208
11,8937,1716279168.3830111027
3 11,14066  9059,1716279168.4261755943
3 11,13852  8949,1716279168.4692411423
3 11,14433  9015,1716279168.5122525692
3 11,7900 9082,1716279168.5552043915
3 11,7585 8943,1716279168.5981888771
3 11,7228 8930,1716279168.6412329674
3 11 19,6730 9122 9991,1716279168.6841480732
3 11 19 28,6458  9265 10154 12291,1716279168.7271354198
3 11 19 28,6007  9171 10027 12090,1716279168.7701985836
3 11 19 28,5708  9057  9830 11646,1716279168.8132100105
3 11 19 21 28,4665  9033  9812 11569 11553,1716279168.8560910225
3 11 19 21 28,4536  8938  8127 11347 11498,1716279168.8992195129
3 11 19 20 21 28,4422  8393  7554 15866 11117 11217,1716279168.9422380924
3 11 19 20 21 28,4120  8916  7134 15679 10999 11324,1716279168.9852039814
3 11 19 20 21 27 28,3994  7061  7245 15154 11085 13362 11563,1716279169.0281093121
3 11 19 20 21 27 28 29,3917  6800  6497 15167 10939 12982 11620 12580,1716279169.0712103844
3 10 11 19 20 21 27 28 29,3812 15787  6531  5671 14709 10859 12554 11488 11877,1716279169.1142809391
3 10 11 19 20 21 27 28 29,3709 13398  6765  5333 13762 10748 12431 11482 11545,1716279169.1572144032
2  3 10 11 19 20 21 26 27 28 29,16232  3511 12872  6451  5176 13616 10825 12366 12481 11469 11293,1716279169.2002010345
2  3 10 11 19 20 21 26 27 28 29,16239  3332 11590  6053  4736 13218 10781 11209 12356 11492 11025,1716279169.2431943417
2  3 10 11 19 20 21 26 27 28 29,15926  3293 10561  5395  4634 11445 10690 10911 12370 11320 10987,1716279169.2862358093
2  3 10 11 18 19 20 21 26 27 28 29,16031  3181  9976  5123 11662  4622 10228 10553 10861 12569 11281 10799,1716279169.3291685581
2  3  4 10 11 19 20 21 26 27 28 29,14692  3035  9288  9484  4227  4191  9890 10039 10948  7872 10871 10876,1716279170.7052323818
2  3  4 10 11 19 20 21 27 28 29,14938  3352  9665  9733  5964  4384 10614 10352  8963 11162 11337,1716279170.7481100559
2  3  4 10 11 19 20 21 27 28 29,14879  3477 11108 10338  6310  4675 13364 10460  9105 11137 11586,1716279170.7912366390
2  3 10 11 19 20 21 27 28,15528  3523 13645  7791  4962 14120 10418  9399 11180,1716279170.8342895508
2  3 11 19 20 21 27 28,15624  3720  7733  5601 14520 10415  9412 11255,1716279170.8772046566
2  3 11 19 20 21 27 28,15382  3795  7828  6248 15067 10735  9631 11079,1716279170.9201874733
2  3 11 19 20 21 27 28,15609  4014  8034  7645 15726 11016 11915 11396,1716279170.9631731510
2  3 11 19 20 21 27 28,15131  4075  8136  9927 16159 11242 12006 11746,1716279171.0062277317
2  3 11 19 21 28,15235  4206  8180 10014 11348 12102,1716279171.0492086411
2  3 11 19,15261  5061  8793  9551,1716279171.0921881199
2  3 11 19,15547  5209  8811  9767,1716279171.1351408958
2  3 11,15678  5199  8663,1716279171.1781494617
2  3 11,14438  5584  8772,1716279171.2212035656
2  3 11,14008  7927  8828,1716279171.2641253471
3 11,12110  8814,1716279171.3071396351
11,8642,1716279171.3501331806
11,8941,1716279171.3930571079
11,9032,1716279171.4360706806
11,9246,1716279171.4791643620
11,9599,1716279171.5221526623
11,10045,1716279171.5651617050
11,10177,1716279171.6081933975
11,11091,1716279171.6511352062
11,11985,1716279171.6942031384
