TAX,ADC,TS
11,13190,1716279199.0217921734
11,12464,1716279199.0647382736
11,12263,1716279199.1077942848
11,11635,1716279199.1508507729
11,10768,1716279199.1937992573
11,10487,1716279199.2367577553
11,10361,1716279199.2797253132
11,9505,1716279199.3227713108
11,9180,1716279199.3657615185
3 11,14501  9212,1716279199.4086871147
3 11,9965 9213,1716279199.4518177509
3 11,8441 9091,1716279199.4947206974
3 11,8075 9077,1716279199.5378103256
3 11,6214 9100,1716279199.5807671547
3 11 19,5825  9232 10510,1716279199.6238477230
3 11 19,5693 9126 9999,1716279199.6668336391
3 11 19,5509 9021 9851,1716279199.7097876072
3 11 19 28,5014  8889  9823 15042,1716279199.7527792454
3 11 19 28,5037  9043  9890 12082,1716279199.7958390713
3 11 19 28,4562  8375  9672 11386,1716279199.8388273716
3 11 19 28,4302  8297  9467 11114,1716279199.8818378448
3 11 19 27 28,4157  8261  9350 14469 11183,1716279199.9246540070
3 11 19 20 27 28,3955  7845  8872 15997 10417 11242,1716279199.9678649902
3  4 11 19 20 27 28,3833 13098  7503  6849 14587  9508 11438,1716279200.0108821392
3  4 11 19 20 27 28 29,3575 11973  7347  6086 13734  9183 11269 12512,1716279200.0538341999
2  3  4 11 18 19 20 27 28 29,16258  3542 11940  7463 11179  5850 13676  9236 11306 11945,1716279200.0967943668
3  4 11 18 19 20 21 26 27 28 29,3519 10918  7440 10990  5511 13282 11839 12109  9135 11457 11558,1716279200.1398773193
3  4 10 11 18 19 20 21 27 28 29,3135  9054 13308  7639 10876  4739 11863 10800  8925 10825 11276,1716279201.7306950092
2  3  4 11 18 19 20 21 27 28,16328  3378  9092  7598 10910  5091 12256 10713  8851 10670,1716279201.7738134861
3  4 11 18 19 20 21 27 28,3457  9188  7619 11154  5570 12866 10852  9029 10850,1716279201.8167688847
3  4 11 19 20 21 27 28,3520  9263  7698  6235 13837 11082  9012 11074,1716279201.8598365784
3  4 11 19 20 27 28,3666  9370  8002  8763 14602 11311 11263,1716279201.9027998447
3  4 11 19 20 27 28,3835 10902  8055  9812 16287 11432 11803,1716279201.9458103180
3 11 19 27 28,3822  8235  9742 11425 12061,1716279201.9887757301
3 11 19 27,3899  8206  9558 11332,1716279202.0317573547
3 11 19,4122 8168 9593,1716279202.0747117996
3 11 19,5180 8187 9701,1716279202.1177868843
3 11,5136 8039,1716279202.1606428623
3 11,5401 8177,1716279202.2037677765
3 11,7325 8809,1716279202.2467944622
3 11,7605 8948,1716279202.2896997929
3 11,10133  9335,1716279202.3327832222
11,9177,1716279202.3756906986
11,9948,1716279202.4186635017
11,10086,1716279202.4617395401
11,10810,1716279202.5046775341
11,11463,1716279202.5478415489
11,12471,1716279202.5907778740
