TAX,ADC,TS
11,13195,1716279267.6108109951
11,11032,1716279267.6538741589
11,10681,1716279267.6969032288
11,10601,1716279267.7398724556
11,10610,1716279267.7828707695
11,10142,1716279267.8258466721
11,10038,1716279267.8688037395
11,9749,1716279267.9118044376
11,9636,1716279267.9548537731
11,9407,1716279267.9978797436
11,8987,1716279268.0408210754
11,8835,1716279268.0839424133
11,8879,1716279268.1268832684
3 11,14367  8921,1716279268.1698284149
3 11,13871  8881,1716279268.2126622200
3 11,9139 8931,1716279268.2556502819
3 11,6099 8869,1716279268.2986364365
3 11 19 28,5921  9137 10175 12140,1716279268.3415873051
3 11 19 27 28,5939  9305 10381 11837 12122,1716279268.3846557140
3 11 19 27 28,5782  9222 10288 11824 11883,1716279268.4277088642
3 11 19 27 28,5575  9124 10064 11643 11630,1716279268.4706633091
3 11 19 27 28,5401  8999  9918 11471 11346,1716279268.5137224197
3 11 19 27 28,5283  8956  9734 11344 11187,1716279268.5566573143
3 11 19 27 28,5234  8532  9623 11242 11150,1716279268.5996468067
2  3 11 19 27 28 29,15759  4698  8934  7875  9547 11455 12196,1716279268.6426718235
2  3 11 19 20 26 27 28 29,15332  4535  8776  7543 15656 10107  9679 11667 11745,1716279268.6856775284
2  3 11 19 20 26 27 28 29,15281  4373  8193  6915 14906  9725  9463 11618 11564,1716279268.7286391258
2  3 11 18 19 20 21 26 27 28 29,14902  4331  7988 11344  6420 14939 11562  9205  9343 11902 11469,1716279268.7717268467
2  3  4 11 18 19 20 21 26 27 28 29,15327  3996 12982  7857 10993  6115 14074 11377  8956  9248 11571 11281,1716279268.8149099350
3  4 10 11 18 19 20 21 26 27 28 29,3142  9103  9525  5039  7581  4440 11723 10400  6763  6639 10727 10362,1716279270.4919192791
3  4 11 18 19 20 21 27 28 29,3805 13711  7415 11105  5544 14285 11050  9094 11075 11665,1716279270.6639132500
3 11 19 20 21 27 28,3776  7353  6199 14774 10950  8983 10994,1716279270.7067730427
3 11 19 20 27 28,3853  7784  6820 15147  9053 11046,1716279270.7498617172
3 11 19 20 27 28,3965  7950  7926 15582 11462 11235,1716279270.7929146290
3 11 19 27 28,4319  8299  9762 11557 11727,1716279270.8359634876
3 11 19,4950 8472 9345,1716279270.8787577152
3 11 19,5275 8729 9683,1716279270.9217083454
3 11 19,5319  8760 10510,1716279270.9648687840
3 11,5442 8674,1716279271.0078535080
3 11,7454 8791,1716279271.0507922173
3 11,14495  8797,1716279271.0938067436
11,8679,1716279271.1368317604
11,9035,1716279271.1798784733
11,10098,1716279271.2226865292
11,9909,1716279271.2656791210
11,10537,1716279271.3088533878
11,11237,1716279271.3518381119
11,12242,1716279271.3947000504
