TAX,ADC,TS
50,9739,1716441345.9134345055
42 50 52,12845 10262 11257,1716441345.9563889503
42 50 52,12707 10226  9167,1716441345.9993655682
42 50 52,12540  7961  8820,1716441346.0423464775
42 44 50 52,9927 14605  7997  8948,1716441346.0853521824
42 44 45 50 52,9818 13575 11851  7868  7443,1716441346.1281638145
42 44 45 50,9633 11307 11172  7161,1716441346.1713769436
42 44 45 50 53,9531 10507 11202  6920  7612,1716441346.2143783569
42 44 45 50 53 61,9519 9877 9084 6150 7480 7976,1716441346.2573668957
35 42 44 45 50 53 61,12053  9503  8781  8587  5724  8484  7618,1716441346.3002562523
35 42 44 45 50 52 53 61,9673 11476  7077  9152  5525 13565 10022  7168,1716441346.3433046341
35 42 44 45 50 51 52 53 61,8907 11677  6867  9061  5152 12036 11621  7490  7079,1716441346.3864300251
35 41 42 44 45 50 51 52 53 61,9013 12774 11759  6662  9916  5034 11270 11042  7221  6875,1716441346.4293920994
35 41 42 44 45 50 51 52 53 61,12177 12573 11621  5511 10794  4023 10735 10743  5929  6630,1716441346.4722886086
41 42 44 45 46 50 51 52 53 60 61,12780 11421  5276  8490 11763  3889 10743  9033  5861 15609  6595,1716441346.5153970718
27 28 36 42 44 45 50 51 52 53 60 61,12169 11859 14813 11069  5371 11630  4058 11103  7041  5792 12383  6980,1716441348.6653866768
27 36 42 44 45 50 52 53 60 61,12505 14925  9050  6783 10830  4261  7684  5982 12503  7219,1716441348.7082698345
42 44 45 50 52 53 61,11331  8130 11881  4761  8802  6202  7376,1716441348.7514002323
42 44 45 50 53 61,9404 12505 12373  5350  6952  7579,1716441348.7944364548
42 44 45 50 53 61,9413 12819 12203  5979  7326  8636,1716441348.8374054432
42 44 45 50 53,9515 13156 12241  6901  9350,1716441348.8802251816
42 44 50,12103 14426  9697,1716441348.9233815670
42 50,15871  9751,1716441348.9664320946
50,9951,1716441349.0093266964
50,10254,1716441349.0524334908
