TAX,ADC,TS
44,15280,1716435746.7379834652
44,13924,1716435746.7809801102
44,14363,1716435746.8239991665
44,13296,1716435746.8669629097
44,13243,1716435746.9100084305
42,12636,1716435746.9959378242
42,12257,1716435747.0389132500
42,12495,1716435747.0818789005
42,11791,1716435747.1248774529
42,11823,1716435747.1679198742
42,11425,1716435747.2110486031
28 42,12504 11203,1716435747.2539446354
28 42,11846 11994,1716435747.2969098091
28 42,11534 11125,1716435747.3399584293
28 42 45,11279 10884 12426,1716435747.3828718662
28 42 45,11291 10738 11571,1716435747.4259803295
28 42 45,11148 10612 11450,1716435747.4689230919
28 42 44 45,10939 10713 14557 11378,1716435747.5119340420
28 42 44 45 53,10879 10777 13567 11521 13940,1716435747.5549261570
28 42 44 45 53,11028 10683 13588 11479 13469,1716435747.5980293751
28 42 44 45 53,10947 10629 13473 11503 10040,1716435747.6409363747
28 42 44 45 53,10847 10607 13365 11390  9657,1716435747.6839849949
28 42 44 45 53,10818 10597 13215 11336  9296,1716435747.7269420624
28 42 44 45 50 53,10888 10926 13325 11425 10177  8125,1716435747.7699172497
11 27 28 42 44 45 50 53,10423 14887 11206 10790 12991 11342 10079  7476,1716435747.8129510880
11 27 28 42 44 45 50 53 54,10098 13182 11071 10791 12990 11401 10058  7455 14503,1716435747.8559446335
11 27 28 42 44 45 50 51 53 54,9886 13090 11111 10829 12786 11456 10149 13236  7552 12236,1716435747.8990402222
11 27 28 34 42 44 45 50 51 53 54 61,9889 13000 11159 13299 10953 10524 11616 10191 12334  7264 12281  9219,1716435747.9419932365
11 19 20 28 34 35 36 42 44 45 50 53,10374 10480 15761 11268 12474 15008 14789  8806 10308  8259 10066  9043,1716435750.8239371777
11 20 28 35 36 42 44 45 50 53,10187 15759 10956 15785 14485  8913 10635 11405 10166  9793,1716435750.8669719696
11 20 28 36 42 44 53 54,10181 15981 11005 13950  8532 10362 10029 12010,1716435750.9099450111
11 28 34 36 42 44 50 53 54,10748 10875 12178 14346  9691 10580 10600 10092 12023,1716435750.9529318810
11 28 34 36 42 44 53 54,10935 11003 12483 13980  9910 10414  9897 12129,1716435750.9959425926
11 28 36 42 44 53,12944 10891 13975  9082 12917  9735,1716435751.0389287472
11 28 36 42 44 45 53,11182 10902 14447  7532 13243 12228 10107,1716435751.0819108486
28 36 42 45 53,10894 14085  7324 13781 10271,1716435751.1249144077
28 36 42 45 53,11224 14504  7349 12655 10620,1716435751.1679079533
28 36 42 45 53,11409 14751  7444 11752 10895,1716435751.2108695507
28 42 45 53,11571  7817 11315 10322,1716435751.2538621426
28 42 45 53,11610  7669 11389 10539,1716435751.2968738079
28 42 53,11671  6367 12088,1716435751.3399200439
28 42 44 45,11363  8933 13735 11406,1716435751.3829331398
28 36 42,11391 14555  8051,1716435751.4259433746
28 42,11004  8522,1716435751.4689114094
42,8673,1716435751.5118947029
42,8730,1716435751.5549156666
28 42,11411  8652,1716435751.5978031158
42,8864,1716435751.6409201622
28 42 53,11453  8732 14481,1716435751.6838779449
42,9021,1716435751.7268633842
42,9574,1716435751.7698912621
28 42 44,12351  9439 16193,1716435751.8129005432
42,8333,1716435751.8559100628
42,8483,1716435751.8988900185
42,8160,1716435751.9417998791
42,8689,1716435751.9848639965
42,11538,1716435752.0279319286
42,11341,1716435752.0708744526
42,12453,1716435752.1139249802
42,13544,1716435752.1568708420
42,12636,1716435752.1999144554
