TAX,ADC,TS
42,12688,1716435155.3009431362
42,12616,1716435155.3440146446
42,12589,1716435155.3869919777
42,12584,1716435155.4299881458
42,11963,1716435155.4729454517
42,10998,1716435155.5159659386
42 50,10598 10219,1716435155.5590250492
42 50,11457  9929,1716435155.6019878387
42 50,11039  9838,1716435155.6450200081
42 44 50,10361 13087  9753,1716435155.6880180836
42 44 50,10399 12799  9515,1716435155.7309958935
42 44 50,10602 12308  9393,1716435155.7739791870
42 44 50,8884 9766 8277,1716435155.8170340061
35 42 44 50,16017  8823  9653  7159,1716435155.8599016666
35 42 44 50,15785 10090  8763  9509,1716435155.9030270576
28 34 35 42 44 50,11621 10191 14459  6586  8063  9361,1716435155.9460341930
28 34 35 42 44 45 50,11825 12777 14381  6734  7333 11687  8599,1716435155.9890360832
19 27 28 34 35 42 44 45 50 51 52,11256 11777 11626 12570 14464  6102  6584 11656  5830 11325 14265,1716435156.0320246220
19 26 27 28 34 35 42 44 45 50 51,10573 11402 11790 11190 10444 12920  5600  5421 11980  7591  8798,1716435158.0100064278
19 26 27 28 34 35 42 44 50,10753 11474 12548 11118 10735 13045  8212  6686  9018,1716435158.0530202389
19 26 28 34 35 42 44 50,13955 11449 11819 12639 14969  7749  9449  8362,1716435158.0959920883
42 44 50,7954 11749  8454,1716435158.1389315128
42 44 50,8251 12584  8723,1716435158.1819612980
42 50,7856 9469,1716435158.2249667645
42 50,9370 9820,1716435158.2680013180
42,10445,1716435158.3109195232
42,11898,1716435158.3539476395
42,13245,1716435158.3969843388
42,12778,1716435158.4399464130
