TAX,ADC,TS
42,13119,1716438649.0471215248
42 44 45 50,13118 14832 12365 10716,1716438649.0902078152
42 44 45 50 53,12344 13843 12085 10485 10411,1716438649.1332063675
42 44 45 50 53,10075 13617 12003 10490  8863,1716438649.1761574745
42 44 45 50 53,9589 13299 11805 10292  7777,1716438649.2192120552
42 44 45 50 53,7339 10609  8507 10242  7353,1716438649.2622513771
28 42 44 45 50 53 61,12593  6915  9394  8506 10037  7423  7589,1716438649.3050479889
28 42 44 45 50 53 61,12533  6546  8307  8292  9993  7276  7286,1716438649.3480734825
28 42 44 45 50 52 53 61,12430  6234  6659  8316  9933 16367  6728  7101,1716438649.3910510540
28 42 44 45 50 51 53 61,12123  6271  6084  8458  9907  9434  6645  7025,1716438649.4341547489
21 28 42 44 45 50 51 52 53 54 61,12944 11997  5622  5827  8194  9611  8830 13496  6357 14191  6871,1716438649.4770748615
21 28 36 42 44 45 50 51 52 53 54 61,12433 11735 15397  5622  5678  8137  9292  8669 11655  6160 12375  6800,1716438649.5200803280
21 28 36 42 44 45 50 51 52 53 54 61,12136 11613 14923  5148  5432  7930  8974  8507 10857  5559  9242  6574,1716438649.5632817745
21 28 36 42 44 45 50 51 52 53 61,15559 11235 13794  4568  5307  8090  8211  8551 10521  5211  6865,1716438651.3260855675
28 36 42 44 45 50 51 52 53 61,11547 14379  5019  5568  8353  8970  9199 11673  5501  6992,1716438651.3690404892
28 42 44 45 50 52 53 61,11905  5615  6062  8420  9489 14247  5944  7162,1716438651.4120097160
28 42 44 45 47 50 53,16375  7221  9875  8121 15023  9809  5982,1716438651.4550828934
42 44 45 47 50 53,9815 12323  8267 15120 10111  6190,1716438651.4980573654
42 44 45 50 53,12891 13711  9208 10715 14199,1716438651.5410432816
44 45,13930 11700,1716438651.5840306282
44,13852,1716438651.6270146370
