TAX,ADC,TS
42,10937,1716435492.9560098648
42,10993,1716435492.9989702702
42,11009,1716435493.0418834686
42,11143,1716435493.0849785805
42 45,11547  8745,1716435493.1280560493
42 45,11393  8507,1716435493.1709387302
42 45,11286  7830,1716435493.2139594555
42 45,11138  7759,1716435493.2569103241
42 45 53,10875  7892 14702,1716435493.3000280857
42 45 53,10595  7851 14059,1716435493.3430120945
42 45 53,10705  7942 14187,1716435493.3858544827
35 42 45 50 53,15803 10871  8133 10615 13933,1716435493.4290375710
35 42 44 45 50 53,15989 11525 15292  8327 10510 11439,1716435493.4720366001
35 42 44 45 50 53,16206 11397 14647  8483  8523 11168,1716435493.5150120258
35 42 44 45 50 53,16053 10891 13480  8394  8126 10860,1716435493.5581808090
34 35 42 44 45 50 53,13657 16046 10980 13559  8369  7958 10930,1716435493.6011416912
34 35 42 44 45 50 53,13361 15969 11407 13447  8239  7797 10696,1716435493.6441416740
34 35 42 44 45 50 53,12831 15824 11337 13230  8233  7767 10624,1716435493.6871638298
28 34 35 42 44 45 50 51 53,13839 12629 14777 11355 13304  8224  7784 13930 10563,1716435493.7300167084
28 34 35 42 44 45 50 51 53,12594 12649 14617 11045 13400  8030  7659 13713 10367,1716435493.7731513977
28 34 35 42 44 45 50 51 53 61,12101 12521 14635 10769 10725  8315  7619 11200 10601  8037,1716435493.8161396980
28 34 35 42 44 45 50 51 53 61,11871 12174 14496  9087 10559  8210  7613  9847 10386  7692,1716435493.8591349125
28 34 35 42 44 45 50 51 53 61,11723 10206 15200  9355 10556  8077  7533  9478 10296  7494,1716435493.9021320343
28 34 35 42 44 45 50 51 53 61,11463 10058 15163  9254 10416  8031  7611  9426 10213  7279,1716435493.9451677799
28 34 35 42 44 45 50 51 53 54 61,11383  9646 10417  8717 10192  7988  7475  7988 10147 14357  7259,1716435493.9882674217
28 34 35 42 44 45 50 51 53 54 61,11183  8155 10153  8575 10107  7921  7415  7827 10090 13087  7210,1716435494.0312709808
28 34 35 42 44 45 50 51 53 54 61,11063  7602 10085  7773 10078  7845  7369  7696  9967 12603  7129,1716435494.0741777420
28 34 35 42 44 45 50 51 52 53 54 61,11009  7405  9819  7087  7851  7970  7396  7574 15647 10099 12357  7143,1716435494.1172533035
19 28 34 35 42 44 45 50 51 53 54 61,9908 11008  7824 13299  8668 10229  8034  9462  9186  8636 12859  7468,1716435497.0411233902
19 28 34 35 42 44 45 50 51 53 54,9795 11069 11477 15337  8701 10735  8042  9549  9490 10174 12813,1716435497.0839717388
19 28 34 35 42 44 45 50 53,10671 11395  9431 15168  9726 10627  7975  9428  8517,1716435497.1270182133
28 42 44 45 50 53,11144 10111 15065 11228  9748  9280,1716435497.1699306965
28 34 42 45 50 53,11614 12467  9390 11002  9644 12124,1716435497.2129609585
28 42 45 50 53,11470  9929 11197  9695 12371,1716435497.2559595108
42 45 50 53,10164 11096  9701 12130,1716435497.2989764214
42 45 50 53,11179 10971  9698 12240,1716435497.3419671059
42 45 50 53,11283 11060  9770 12187,1716435497.3849773407
42 45 50 53,11553 11133 10317 12421,1716435497.4280009270
42 45 50 53,11495 11264 10538 12687,1716435497.4709498882
42 45,11037 10811,1716435497.5139453411
42 45,11309 11015,1716435497.5569829941
42 45,11368 11064,1716435497.5999441147
42 45,11673 11126,1716435497.6430101395
42 45,11805 11269,1716435497.6859638691
42 45,11959 11569,1716435497.7289531231
42 45,11975 11746,1716435497.7719633579
42,11841,1716435497.8149559498
42,11644,1716435497.8578906059
42,12436,1716435497.9009191990
42,13256,1716435497.9439599514
