TAX,ADC,TS
42,12278,1716437891.3323812485
42 44,12266 13813,1716437891.3754580021
42 44,11975 13735,1716437891.4183576107
42 44 50,11551 13435 10465,1716437891.4613254070
42 44 50,11215 13140 10419,1716437891.5042576790
42 44 50,11067 12821 10084,1716437891.5473449230
42 44 50,10888 12383  9861,1716437891.5903186798
42 44 50,10866 12007  9749,1716437891.6332566738
42 44 50,11056  9898  9656,1716437891.6761288643
42 44 45 50,9765  9811 12488  9837,1716437891.7193303108
34 35 42 44 45 50,12571 11726  9339  9940 11829  9890,1716437891.7622988224
27 28 34 35 42 44 45 50 53,13004 11731 12228 11227  7404  9840 11437  8952 13869,1716437891.8052768707
19 27 28 34 35 36 42 44 45 50 53,10908 13213 11728 12560 10360 16315  7103  8940 11382  8951  8138,1716437891.8482112885
19 27 28 34 35 36 42 44 45 50 53,10590 13109 11679  9189 10000 16129  5816  8238 11241  8699  6795,1716437891.8913424015
19 27 28 34 35 36 42 44 45 50 53,8601 13387 11439  8865  9794 16082  5119  7017 11217  8374  6303,1716437891.9343385696
19 27 28 34 35 36 42 44 45 50,7746 10307 10852  8399  8840 15531  4613  7623 11069  7085,1716437893.6542119980
19 27 28 34 35 36 42 44 45 50,10225 13000 12014  8473  8897 15682  5311  8114 11487  8639,1716437893.6971759796
19 27 28 34 35 36 42 44 50,10283 13468 12222 12218  9171 15713  5995  8278  8671,1716437893.7402589321
19 27 34 35 36 42 44 50,10356 13420 14169  9279 15741  6696  9099  8816,1716437893.7832176685
35 36 42 44 50,9169 15990  7455  9491  8822,1716437893.8262250423
35 42 44 50,13462  8923 11784  8895,1716437893.8692226410
35 42 44 50,16267  9365 12004  9178,1716437893.9120748043
42 44,10319 12295,1716437893.9551672935
42 44,11185 12419,1716437893.9980490208
42,12163,1716437894.0411128998
