TAX,ADC,TS
42,11422,1716436384.5249314308
42,11541,1716436384.5679152012
42,9170,1716436384.6108341217
42 50,9412 10505,1716436384.6538522243
42 50,8993 10585,1716436384.6968019009
42 50,9229 10343,1716436384.7397425175
42 44 50,9400 13171 10238,1716436384.7827744484
42 44 50 51,9826 12959 10545 11689,1716436384.8258166313
34 42 44 50 51,12449 12360 12781 10459 11067,1716436384.8687934875
34 42 44 50 51,12287 12055 12568 10174 10931,1716436384.9117562771
34 42 44 50 51,12211  9161 10191  9933 11104,1716436384.9548437595
28 34 42 44 50 51,11941 12260  8155  9283  9911 10918,1716436384.9978363514
26 28 34 42 44 45 50 51,11914 11547 10581  8153  7974 12750  9868 10470,1716436385.0409896374
26 28 34 35 42 44 45 50 51 53,11765 11651 10463 15970  8413  6931 12024  8021 10893 13942,1716436385.0839254856
19 26 27 28 34 35 42 44 45 50 51,10269 12408 11561 11103  8573 14190  7406  7237 11863  9621 11020,1716436387.1908783913
19 26 27 28 34 35 42 44 50 51,10840 15854 13429 11431 10683 14196 10275  6917  7594 11112,1716436387.2339107990
19 26 28 34 42 44 50,10726 14536 11595  9589  8313  9793  8639,1716436387.2769017220
28 34 42 44 50,11945 11493  9138 11996  8904,1716436387.3198690414
34 42 44 50,11581  9043 11947  9103,1716436387.3629577160
34 42 44 50,15661  9417 12517 10480,1716436387.4058961868
42 44 50,9604 12509 10849,1716436387.4488041401
42 44,9067 12758,1716436387.4918823242
42 50,9302 15436,1716436387.5348205566
42 50,9185 15553,1716436387.5778825283
42,9434,1716436387.6208372116
42,11667,1716436387.6638584137
42,11567,1716436387.7068936825
