TAX,ADC,TS
42,11306,1716435578.2799603939
42,11315,1716435578.3229057789
42,10153,1716435578.3659346104
42,9201,1716435578.4089822769
42,8764,1716435578.4518849850
42,8207,1716435578.4949340820
42 45,7588 11346,1716435578.5380718708
42 45,7220 11418,1716435578.5811707973
28 42 45,11551  7175 11486,1716435578.6241977215
28 42 45,11356  6057 11339,1716435578.6668200493
28 42 45,11239  5775 11291,1716435578.7100191116
28 42 45,11103 11064 11168,1716435578.7528810501
28 42 45 53,11175  9886 11351 14756,1716435578.7960145473
28 42 44 45 53,11334 11398 14287 11224 14052,1716435578.8389856815
28 42 44 45 53,11147 11419 13139 11216 13738,1716435578.8818752766
28 42 44 45 53,11120 11351 12949 11083 13250,1716435578.9248914719
28 42 44 45 53,11010 11266 12533 10838 11909,1716435578.9679160118
28 42 44 45 50 53,10795 11423 12563 10865 10155 11698,1716435579.0108933449
28 42 44 45 50 51 53,10760 11577 12636 10968 10370 13191 11682,1716435579.0539007187
28 34 42 44 45 50 51 53,10749 13285 11574 12537 10860 10149 12913 11069,1716435579.0969510078
28 34 42 44 45 50 51 53,10646 12739 11663 12481 10923 10227 12751 11434,1716435579.1399176121
11 28 34 42 44 45 50 51 53,10656 10795 10209 11735 12513 10922 10126 12068 10657,1716435579.1830141544
11 28 34 42 44 45 50 51 53 61,10193 10824 10023 11840 10093 11026 10130 11903 11281  7691,1716435579.2260048389
11 26 28 34 42 44 45 50 51 53 61,10115 12223 10813 10044 11789  9424 11047 10155 11709 10955  7559,1716435579.2689447403
11 26 28 34 42 44 45 50 51 53 61,10131 11763 10797  9837 11868  9202 11128 10206 11715 11312  7417,1716435579.3118817806
11 26 28 34 42 44 45 50 51 53 54 61,10060 11560 10797  9833 11841  9038 11412 10179 11442  9901 13617  7572,1716435579.3550572395
20 28 34 42 44 45 50 51 53 54 61,16127 10878 10142 11836 10223  8017  9777 10583  7018 11868  7113,1716435582.6229264736
28 34 42 44 45 50 51 53 54 61,10912 13742 11697 10586  8380  9873 10919 10599 12399  7311,1716435582.6659517288
28 42 44 45 50 51 53,10910 10939 12800  8202  9990 10811 10547,1716435582.7089281082
28 42 44 45 50 53,11053 10731 12656  7998  9918 10582,1716435582.7519044876
28 42 44 45 50 61,11082 10683 12752  8071  9998  7242,1716435582.7948975563
28 42 44 45 50 53 61,11417 10639 12678  8376 10227 15778  7420,1716435582.8379290104
28 42 44 45 50 53,11453 11263 12753  8560 10171 11107,1716435582.8809514046
28 42 44 45 50 53,11410  8987 12986  8743  9857 11218,1716435582.9240107536
28 42 44 45 50 53,11525  8778 12881 11159 10390 10907,1716435582.9667694569
42 45 53,8380 10782 10497,1716435583.0098092556
42 45 53,10605 10664 10355,1716435583.0529427528
42 44 45 53,9547 14805 11120 10649,1716435583.0958538055
28 42 45 53,11335 11339 10708 13542,1716435583.1388072968
28 42 45,11177 11319 10454,1716435583.1818602085
28 42 44 45,12201 11529 16195 10747,1716435583.2248697281
28 42 45,11563  9889  9454,1716435583.2678635120
42 45,11706  8052,1716435583.3108894825
42 44 45 53,12984 13758 11529 13005,1716435583.3539152145
42 45 50,12404 11426 11077,1716435583.3968417645
42,11602,1716435583.4399547577
28 42 45,11607 11821 11138,1716435583.4829263687
42,7125,1716435583.5363225937
