TAX,ADC,TS
42,12524,1716441498.1461460590
42,12473,1716441498.1890928745
42 50,12212 10447,1716441498.2321565151
42 50,12379 10311,1716441498.2751593590
42 50,12002 10061,1716441498.3181250095
42 45 50 51,9681 11369 10241 11359,1716441498.3611428738
42 44 45 50 51,9650 14057 11781 10266 11174,1716441498.4041254520
42 44 45 50 51 52 53 61,9651 11529 12001 10229 11124 15001 13107  8635,1716441498.4473247528
42 44 45 50 51 52 53 61,9495 11123 11803 10134 10983 13253 11628  8055,1716441498.4903256893
42 44 45 50 51 52 53 61,9303 10487 11303  9956 10783  9829  9567  7476,1716441498.5333225727
42 44 45 50 51 52 53 61,9191  7676 11223  9812 10671  8759  8439  7247,1716441498.5763640404
42 44 45 50 51 52 53 61,9235  6481 10959  8157 10777  8153  6850  7035,1716441498.6193192005
28 41 42 44 45 50 51 52 53 60 61,12493 13072  9084  5513 10671  6033 10603  8314  6411 11583  6748,1716441498.6623265743
28 34 35 42 44 45 50 51 52 53 54 61,10826  7659 10141  7810  4799  6354  5815 10075  7767  6178 11977  6495,1716441500.5541794300
28 34 35 42 44 45 50 51 52 53 54 61,10923  9375  9905  7876  5100  6467  7712 10673 10837  5712 12359  6337,1716441500.5971145630
28 42 44 45 50 51 52 53 61,11169  8526  7070  6719  9709 10751 11817  4861  6212,1716441500.6401216984
28 42 44 45 50 51 53 61,11738 10463  8588  7726  9908 10671  5071  6510,1716441500.6831092834
42 44 45 50 51 53 61,10541  9498  8194  9983 10847  6360  6710,1716441500.7261059284
42 44 45 50 51 53 61,11807 10484 11562 10458 15391  8007  7398,1716441500.7690892220
42 44 45 50 53 61,12293 11169 12102 10663  9611  7792,1716441500.8121051788
42 50,12698 10557,1716441500.8550829887
42,14251,1716441500.8980548382
