TAX,ADC,TS
42,11432,1716435486.6310224533
42,11287,1716435486.6739895344
42 45,11235 11439,1716435486.7170271873
42 45,10924  9597,1716435486.7600386143
28 42 45,12280 10317  9579,1716435486.8029904366
28 42 45,12052  9837  9701,1716435486.8460190296
28 42 45 50,11992 10084 10051 10477,1716435486.8890891075
28 42 45 50,11893  9987 10325 10364,1716435486.9319355488
28 42 45 50,11647  9915  9317 10187,1716435486.9750874043
28 42 44 45 50,11481  9896 14077  8917 10109,1716435487.0180418491
28 42 44 45 50 53,11438 10089 13599  9155 10178 12867,1716435487.0610742569
28 34 42 44 45 50 53,11518 12214 10027 13361  8908  9997 12733,1716435487.1041550636
28 34 42 44 45 50 53,11375 11973 10018 13186  8822  9959 12622,1716435487.1470279694
28 34 42 44 45 50 53,11263 11827  9978 13159  7611  9877 12471,1716435487.1901576519
28 34 42 44 45 50 53,11120 11809  9910 12964  7536  9763 12466,1716435487.2330532074
28 34 42 44 45 50 53,10968 11711  9845 12966  7403  9682 12339,1716435487.2761247158
28 34 42 44 45 50 53 61,10949 11718  9988 13002  7706  9866 12103  9415,1716435487.3190262318
28 34 35 42 44 45 50 53 61,11170 11930 12535  9903 10796  7677  9723 11805  8454,1716435487.3620808125
28 34 35 42 44 45 50 53 61,11101 11199 12020  9970 10629  7673  9644 11711  8130,1716435487.4050285816
28 34 35 42 44 45 50 53 61,11162  9963 11068  9502 10453  7302  9595 11357  7748,1716435487.4480354786
28 34 35 42 44 45 50 53 61,11151  9539 10749  9301 10365  7160  9415 11399  7522,1716435487.4909753799
28 34 35 42 44 45 50 51 53 61,10977  9463 10606  9230 10367  7023  7328 11542 11107  7387,1716435487.5340175629
28 34 35 42 44 45 50 51 53 61,10885  8815 10276  8853 10194  6930  7231 11395 10877  7127,1716435487.5770702362
26 28 34 35 42 44 45 50 51 53 61,14248 10900  7794  9975  8481 10089  6871  7142 11351 10777  7091,1716435487.6199784279
26 28 34 35 42 44 45 50 51 53 61,13833 10732  7606  9689  7635  9898  6857  7113 11210 10451  6876,1716435487.6629390717
26 28 34 35 42 44 45 50 51 53 61,13146 10821  7110  9406  7306  9854  6775  7019 11128 10243  6805,1716435487.7060670853
26 28 34 35 42 44 45 50 51 53 55 61,13048 10742  6366  9151  7221  9835  6639  6752 11122  8923 12656  6902,1716435487.7490901947
27 28 34 35 42 44 45 50 51 53 54 61,12677 10150  5104  8626  8493  7410  6360  6529 11539  8130 12213  6874,1716435490.5870423317
27 28 34 35 42 44 45 50 53 54 61,13088 10426  6035  8759  8911  9525  6775  6790  7665 10103  7455,1716435490.6300251484
28 34 35 42 44 45 50 53,10411  7232 10100  7561 11999  9810  9446  8722,1716435490.6730136871
27 28 34 42 44 46 50 53,12172 10599 11726  8405  7647 12170 15561 14003,1716435490.7160768509
26 28 36 42 45 52,10918 12024 12471  4154 11645  9913,1716435490.7589702606
28 36 42 44 61,11385 12484 10457  7029 14211,1716435490.8020467758
27 28 42 44 45 53,11502 11153  6082  7675 14575 13839,1716435490.8450336456
28 41 42 44 45,11284 12735  3846 12013 11143,1716435490.8880140781
28 42 45 50 53,11029 10611 11226  6447 13782,1716435490.9310014248
28 34 42 50 53,10967 12867  5518 15573 14747,1716435490.9740164280
26 28 42 44 45 53,11426 11276 10067 12991 11752 11143,1716435491.0169832706
27 28 36 42 44 45 52 53,13319 11498 12858  6667 12947 11729 13272 12875,1716435491.0600452423
28 36 42 44 45 53,11366 12738 11481 12954 12349 12503,1716435491.1029591560
28 36 42,11397 12756  3852,1716435491.1460051537
28 42 53,10845  8068 12612,1716435491.1890306473
42,3763,1716435491.2319753170
42 45 53,10565 12635 13458,1716435491.2749588490
27 28 42,13296 11619  7151,1716435491.3180530071
28 42,9181 7801,1716435491.3610503674
28 42 44,11457  9299 15667,1716435491.4039809704
42,9043,1716435491.4469985962
42,8803,1716435491.4900109768
42,9004,1716435491.5330710411
42,8574,1716435491.5760247707
42 44,9573 12806,1716435491.6189811230
42 44,12179 12633,1716435491.6621181965
