TAX,ADC,TS
11,16326,1716279205.0416417122
11,12650,1716279205.0844750404
11,12027,1716279205.1276245117
11,11543,1716279205.1706180573
11,11119,1716279205.2135384083
11,10327,1716279205.2565400600
11,10088,1716279205.2995982170
11,9897,1716279205.3426122665
11,9805,1716279205.3855793476
11,9493,1716279205.4285905361
11,9203,1716279205.4716324806
11,8929,1716279205.5146861076
3 11,10553  9153,1716279205.5576820374
3 11,8842 9279,1716279205.6005322933
3 11,8542 9245,1716279205.6436080933
2  3 11,15414  6474  9287,1716279205.6866407394
2  3 11,14616  6085  9179,1716279205.7296307087
2  3 11,14611  5863  9115,1716279205.7724740505
2  3 11 19,14620  5858  9300 10817,1716279205.8156163692
2  3 11 19 28,14538  5162  9513 10196 12116,1716279205.8586487770
2  3 11 19 28,15095  5050  9292 10058 11781,1716279205.9016435146
2  3 11 19 21 28,14163  4790  9135  9923 12680 11542,1716279205.9444327354
2  3 11 19 21 28,14648  4650  9041  8273 11540 11460,1716279205.9876534939
2  3 11 19 21 27 28,14899  4391  9083  8187 11267 12395 11414,1716279206.0306410789
2  3 11 19 20 21 27 28,15089  4209  8932  7103 16148 11199  9879 11454,1716279206.0736448765
2  3 11 19 20 21 27 28 29,15335  4173  8928  6952 15899 11207  9706 11755 12681,1716279206.1164906025
2  3 11 19 20 21 27 28 29,15290  4075  8875  6651 15903 10962  9479 11704 12055,1716279206.1596026421
3 11 18 19 20 21 27 28 29,3957  8182 10966  5946 15291 10840  9239 11586 11451,1716279206.2026875019
2  3  4 11 18 19 20 21 27 28 29,14595  3855 11454  8175 10787  5581 14006 10786  9166 11495 11339,1716279206.2456586361
2  3  4 11 18 19 20 21 27 28 29,13876  3857  9762  7723  8591  5146 13822 10816  8948 11409 11086,1716279206.2885711193
1  2  3  4 11 18 19 20 21 27 28 29,16134 13922  3526  9587  7504  7750  4941 13556 10614  8932 11313 10902,1716279206.3316435814
3  4 10 11 18 19 20 21 27 28 29,3421  9067 14930  7237 10510  4625 13028 10310  8963 10762 11496,1716279207.9656021595
3  4 11 18 19 20 21 27 28 29,3699  9160  7243 10701  4901 14044 10376  9029 10809 13119,1716279208.0085461140
3  4 11 18 19 20 21 27 28,3790  9246  7383 11078  5769 14680 10598  9285 11174,1716279208.0516037941
3 11 18 19 20 21 27 28,3860  7404 11254  6613 15870 10730  9551 11327,1716279208.0946025848
3 11 19 21 27 28,3864  7503  6796 11009  9490 11338,1716279208.1375744343
3 11 19 21 27 28,4014  8126  9439 11089 11782 11759,1716279208.1805083752
3 11 19,3983 7982 9352,1716279208.2235488892
3 11 19,4363 8134 9558,1716279208.2665433884
3 11,4462 8031,1716279208.3095595837
3 11,5444 8153,1716279208.3523979187
3 11,5635 8240,1716279208.3955438137
3 11,7442 8317,1716279208.4385488033
3 11,8417 8623,1716279208.4816195965
11,8384,1716279208.5244042873
11,9196,1716279208.5676491261
11,9876,1716279208.6107044220
11,10302,1716279208.6536850929
11,10578,1716279208.6966373920
11,10963,1716279208.7395031452
11,12437,1716279208.7827315331
