TAX,ADC,TS
11,12373,1716279236.3292658329
11,11801,1716279236.3721723557
11,11420,1716279236.4152357578
11,11360,1716279236.4582159519
11,10571,1716279236.5012891293
11,10074,1716279236.5443489552
11,9401,1716279236.5873358250
11,9232,1716279236.6303429604
11,8991,1716279236.6733741760
11,8959,1716279236.7162768841
11,8829,1716279236.7592737675
11,8687,1716279236.8023095131
3 11,13542  8849,1716279236.8453056812
3 11 28,13784  8954 12351,1716279236.8883447647
3 11 19 28,8993  9195 10209 11634,1716279236.9314088821
3 11 19 28,6122  9043  9939 11347,1716279236.9743602276
3 11 19 28,5747  8979  9945 11171,1716279237.0174148083
3 11 19 21 27 28,5499  9042 10166 12344 11740 11370,1716279237.0602672100
3 11 19 20 21 27 28,5344  8941 10105 15551 11351 11554 11306,1716279237.1033484936
3 11 19 20 21 27 28,5274  8893  8089 16175 11103 11445 11277,1716279237.1463062763
2  3 11 19 20 21 27 28,16311  4436  8886  7645 15648 10976  9358 11421,1716279237.1893246174
2  3 11 19 20 21 27 28,16127  4311  8944  6941 14623 10648  9258 11576,1716279237.2322449684
2  3 11 19 20 21 27 28 29,16047  4046  8891  6492 14685 10789  9179 11545 12369,1716279237.2753570080
2  3 10 11 19 20 21 26 27 28 29,15867  4022 16120  8311  6200 13887 10706 13714  9199 11702 12028,1716279237.3183894157
2  3 10 11 19 20 21 26 27 28 29,16007  3993 14240  8191  5623 13604 10539 12261  9134 11851 11838,1716279237.3613808155
3  4 10 11 18 19 20 21 26 27 28 29,3492  9044  8834  6667  8539  4100  9025 10052 10422  6734 10518 10850,1716279238.9523098469
3  4 10 11 18 19 20 21 26 27 28 29,3618  9161  9513  6881  8773  4438  9171 10033 10697  7758 10801 11039,1716279238.9953510761
3  4 10 11 18 19 20 21 26 27 28 29,3684  9269  9753  7169 10932  4709  9844 10217 11739  8123 10826 11455,1716279239.0383634567
3  4 10 11 18 19 20 21 27 28 29,3861  9461 10322  7236 11050  4827 10055 10363  9087 10855 11776,1716279239.0813333988
3 10 11 19 20 21 27 28,3787 12026  7337  4921 12268 10315  9087 10817,1716279239.1241226196
3 11 19 20 21 27 28,3760  7628  5520 12960 10443  9290 10948,1716279239.1673614979
3 11 19 20 21 27 28,3888  7789  6715 14409 10546  9404 11096,1716279239.2104115486
3 11 19 20 21 27 28,4199  7826  7627 14139 10875 11441 11279,1716279239.2533209324
3 11 19 20 21 27 28,5145  7987  9941 15818 11212 11631 11507,1716279239.2963464260
3 11 19 20 28,5158  7981  9745 15382 11613,1716279239.3393123150
3 11 19,5348 8773 9608,1716279239.3823513985
3 11,5363 8514,1716279239.4253776073
3 11,7591 8523,1716279239.4681830406
3 11,15482  8507,1716279239.5113480091
11,8597,1716279239.5543150902
11,8715,1716279239.5971906185
11,8959,1716279239.6402859688
11,9341,1716279239.6832356453
11,10714,1716279239.7263240814
11,11593,1716279239.7692940235
11,11844,1716279239.8122932911
