TAX,ADC,TS
11,13297,1716279242.4453024864
11,11343,1716279242.4880239964
11,10961,1716279242.5312688351
11,10545,1716279242.5742011070
11,10364,1716279242.6171624660
11,10355,1716279242.6602833271
11,10246,1716279242.7032957077
11,10511,1716279242.7462232113
11,9531,1716279242.7892429829
11,9143,1716279242.8322587013
11,9141,1716279242.8753032684
2  3 11,16333 14224  9225,1716279242.9181706905
3 11,14036  9153,1716279242.9611835480
2  3 11,16371  7951  9106,1716279243.0042324066
2  3 11 19,15819  6544  9270 10149,1716279243.0472629070
2  3 11 19,14639  6210  9271 10148,1716279243.0902254581
2  3 11 19,14412  5843  9171  9794,1716279243.1333007812
2  3 11 19 28,15731  5649  9239  9989 12096,1716279243.1762831211
2  3 11 19 28,16073  5502  9111  9819 11504,1716279243.2192633152
3 11 19 28,5343  8901  9503 11046,1716279243.2622551918
2  3 11 19 28,15628  5229  8926  9293 11018,1716279243.3053393364
2  3 11 18 19 27 28,15839  5260  8322 11267  8101 11798 11263,1716279243.3481698036
2  3 11 18 19 27 28,15658  5215  8216 11060  7081 11461 11449,1716279243.3913300037
3 11 18 19 20 21 27 28,4468  8089 10794  6369 16128 11528  9629 11542,1716279243.4342725277
2  3 11 18 19 20 21 27 28 29,16295  4378  8027 10778  5833 15286 11515  9502 11669 12449,1716279243.4773099422
2  3  4 11 18 19 20 21 27 28 29,14807  4372 11706  7932  8199  5399 14811 11351  9234 11447 12015,1716279243.5201840401
2  3  4 10 11 18 19 20 21 27 28 29,14915  4275 11938 12570  7605  8012  4929 14597 11084  8917 11303 11555,1716279243.5633604527
2  3  4 10 11 18 19 20 21 27 28 29,14222  3484  9301 10432  4568  7912  4518 12284 10605  9011 10736 11425,1716279245.3262372017
2  3  4 10 11 18 19 20 21 27 28,14711  3810  9393 12624  6523  8069  4894 13235 10704  9064 10538,1716279245.3692080975
2  3  4 11 18 19 20 21 27 28,14813  4006  9522  7611  8695  6290 14299 10767  9552 11083,1716279245.4121429920
2  3  4 11 18 19 20 21 27 28,15030  4194  9980  7750  8934  7215 15578 10987 11682 11287,1716279245.4552381039
2  3  4 11 18 19 21 27 28,15099  4153 13414  8017 11502  7806 11067 11780 11347,1716279245.4982886314
2  3 11 19 21 27 28,15199  5032  7899  9674 11030 12210 11978,1716279245.5413000584
2  3 11 19,15710  4995  7757  9361,1716279245.5843031406
3 11 19,5103 8716 9643,1716279245.6272952557
3 11,5069 8561,1716279245.6702728271
3 11,5267 8667,1716279245.7133095264
3 11,5425 8849,1716279245.7562654018
3 11,5817 9061,1716279245.7992057800
3 11,14590  9246,1716279245.8422679901
3 11,15279  9361,1716279245.8852403164
3 11,15267  9695,1716279245.9282758236
11,9776,1716279245.9711925983
11,9907,1716279246.0141863823
11,10501,1716279246.0572278500
11,10861,1716279246.1002097130
