TAX,ADC,TS
11,15238,1716279223.7722568512
11,14059,1716279223.8152778149
11,13715,1716279223.8583989143
11,12210,1716279223.9013941288
11,11154,1716279223.9442608356
11,10428,1716279223.9872443676
11,9778,1716279224.0304074287
11,9666,1716279224.0733990669
11,9508,1716279224.1162900925
11,9334,1716279224.1594407558
11,9227,1716279224.2023911476
11,9018,1716279224.2454931736
11,8847,1716279224.2881898880
3 11 19,10367  9473 10612,1716279224.3313982487
3 11 19 28,8201  9486 10394 13952,1716279224.3744261265
3 11 19 28,7830  9414 10283 12044,1716279224.4174904823
3 11 19 28,6075  9396 10135 11932,1716279224.4602012634
3 11 19 28,5712  9186  9939 11335,1716279224.5033347607
3 11 19 28,5559  9145  9699 11288,1716279224.5464150906
3 11 19 28,5428  8945  9533 11053,1716279224.5894448757
3 11 19 28,4519  8902  7083 11101,1716279224.6322822571
2  3 11 19 21 27 28,15129  4667  8210  6607 11588 13033 11597,1716279224.6754021645
2  3 11 19 21 27 28,15012  4587  8240  6180 11413  9898 11574,1716279224.7183928490
2  3 10 11 19 20 21 27 28 29,14287  4324 14888  8126  5638 14815 11331  9404 11728 12805,1716279224.7611632347
2  3 10 11 19 20 21 26 27 28 29,13432  4253 12243  8057  5306 15382 11118 11431  9309 11690 11850,1716279224.8041617870
2  3 10 11 19 20 21 26 27 28 29,13880  4205 10549  8037  5065 14426 10967 11324  9231 11691 11598,1716279224.8471872807
2  3 10 11 19 20 21 26 27 28 29,13867  3967 10140  7605  4797 14264 10842 11048  9109 10665 11258,1716279224.8901541233
2  3 10 11 18 19 20 21 26 27 28 29,14395  3537  9608  7073 11768  4706 13514 10622 10948  9110 10008 11167,1716279224.9331736565
2  3 10 11 18 19 20 21 26 27 28 29,14670  3419  9257  6991 11043  4549 13134 10484 10855  9108 10076 11007,1716279224.9761502743
2  3 10 11 18 19 20 21 26 27 28 29,14687  3076  8348  4677  8702  4225 11915 10024  8702  8723  8835 10745,1716279226.6102375984
2  3 10 11 18 19 20 21 26 27 28 29,15140  3538  8970  6005 12239  4646 12145 10453 10862  9192 10113 11248,1716279226.6531908512
2  3 10 11 18 19 20 21 27 28 29,14932  3724  9288  6692 12970  4560 12521 10549  9058 10963 11390,1716279226.6961519718
2  3 10 11 19 20 21 27 28 29,15298  3866  9597  6613  4717 12635 10722  9187 10887 11932,1716279226.7392220497
2  3 10 11 19 20 21 27 28,15151  4093 11336  7126  5290 14290 10784  9327 10841,1716279226.7822735310
2  3 10 11 19 20 21 27 28,15218  4281 16139  7350  5833 15325 10895  9508 11015,1716279226.8252511024
2  3 11 19 21 27 28,15153  4320  7534  7175 11112 11904 10908,1716279226.8681411743
2  3 11 19 28,15105  5053  7627  9126 10986,1716279226.9111998081
2  3 11 19 28,14979  5246  8779  9640 11588,1716279226.9541752338
2  3 11 19 28,15226  5325  8835  9787 11851,1716279226.9972965717
2  3 11 19,15829  5528  8992 10407,1716279227.0401821136
2  3 11,15967  5763  8778,1716279227.0831828117
2  3 11,15647 15028  8754,1716279227.1262097359
2 11,15743  8894,1716279227.1691980362
11,9347,1716279227.2120683193
11,9540,1716279227.2554416656
11,9992,1716279227.2983503342
11,9795,1716279227.3413848877
11,10826,1716279227.3842549324
11,12867,1716279227.4274055958
