TAX,ADC,TS
11,13668,1716279161.7942960262
11,10821,1716279161.8372263908
11,10545,1716279161.8802323341
11,10250,1716279161.9232590199
11,10405,1716279161.9662563801
11,10554,1716279162.0092377663
11,9785,1716279162.0521171093
11,9358,1716279162.0952785015
11,9159,1716279162.1381666660
3 11,11398  9469,1716279162.1812832355
3 11,10313  9538,1716279162.2241806984
3 11,8664 9396,1716279162.2673187256
3 11,8601 9318,1716279162.3102562428
3 11,8544 9177,1716279162.3532297611
3 11,6185 9164,1716279162.3962700367
3 11,5961 9232,1716279162.4393246174
3 11,5674 9035,1716279162.4823179245
3 11,5065 8423,1716279162.5252730846
3 11,4973 8342,1716279162.5682804585
3 10 11 21,4367 15516  8542 13728,1716279162.6112504005
3 10 11 19 21,4432 10438  8743 11407 11597,1716279162.6543016434
3 10 11 19 21 28,4435  9191  8712 10296 11397 12701,1716279162.6972937584
2  3 10 11 19 21 28,16326  4392  8723  8615 10155 11200 12082,1716279162.7403304577
2  3 10 11 19 21 28,16308  4276  8153  8527 10055 11071 11781,1716279162.7832937241
2  3 10 11 19 21 28,16318  4186  7891  8263  9661 10976 11544,1716279162.8262867928
2  3 10 11 19 21 28,16243  4203  7262  7885  8575 10869 11372,1716279162.8693401814
2  3 10 11 19 20 21 28,16243  3983  7095  7806  7309 16350 11040 11399,1716279162.9123578072
2  3  4 10 11 19 20 21 28,16367  4010 13686  7006  7832  6854 14389 11126 11463,1716279162.9551634789
2  3  4 10 11 19 20 21 28,16341  3892 11907  5862  7821  6154 13880 10831 11556,1716279162.9982678890
2  3  4 10 11 19 20 21 27 28 29,16299  3866 11608  5701  7874  5802 13980 10914 13722 11459 13913,1716279163.0413150787
3  4 10 11 18 19 20 21 27 28 29,3840 10765  5125  6775 11533  5419 13706 10760 11971 11443 12476,1716279163.0841546059
3  4 10 11 18 19 20 21 27 28 29,3656 10391  4701  6724 11160  5028 13049 10694  9893 11270 11841,1716279163.1272623539
3  4 10 11 18 19 20 21 26 27 28 29,3685 10425  4548  6673 11046  4978 12982 10718 11808  9689 11239 11574,1716279163.1702435017
2  3  4 10 11 18 19 20 21 27 28 29,16078  3487  9226  4727  5921 10743  4680 10007 10544  9234 10855 11621,1716279164.5462729931
3  4 10 11 18 19 20 21 27 28,3501  9260  4995  5993 11057  4837 12410 10336  9475 10721,1716279164.5893332958
3  4 10 11 18 19 20 21 27 28,3640  9309  5423  6063 11376  5092 12840 10504 11782 11055,1716279164.6322932243
3  4 10 11 19 20 21 27 28,3811  9288  6163  6085  5280 13525 10428 11949 11097,1716279164.6752181053
3  4 10 11 19 20 21 27 28,3786  9368  6831  7407  5893 14324 10479 14918 11379,1716279164.7182695866
3  4 10 11 19 20 21 28,3851  9500  6972  7797  8133 16127 10804 11447,1716279164.7612991333
3  4 10 11 19 21 28,3895  9635  7234  7906  9496 10808 11723,1716279164.8043105602
3  4 10 11 19 21 28,4062 10189  7907  7925  9728 11024 12105,1716279164.8472356796
3  4 10 11 19 21,4111 13176  7979  7896  9668 11037,1716279164.8903274536
3 10 11 19,4027  9367  8768 10198,1716279164.9332556725
3 10 11,4648 10895  8731,1716279164.9762392044
3 10 11,4709 15064  8652,1716279165.0192375183
3 11,4796 8733,1716279165.0622870922
3 11,5539 8711,1716279165.1052513123
3 11,6025 8993,1716279165.1482367516
3 11,8024 9047,1716279165.1912255287
3 11,8493 9379,1716279165.2342386246
3 11,9452 9442,1716279165.2772614956
11,9148,1716279165.3202259541
11,9492,1716279165.3632931709
11,9938,1716279165.4062666893
11,9959,1716279165.4492166042
11,10080,1716279165.4922003746
11,11351,1716279165.5352530479
