TAX,ADC,TS
11,12240,1716279186.6588835716
11,11920,1716279186.7018778324
11,11027,1716279186.7449307442
11,10097,1716279186.7879502773
11,10097,1716279186.8307039738
11,9941,1716279186.8737771511
11,9472,1716279186.9166996479
11,9311,1716279186.9596884251
11,9165,1716279187.0027205944
11,9123,1716279187.0456891060
3 11,8874 9249,1716279187.0887188911
3 11,6447 9378,1716279187.1316816807
3 11,6135 9129,1716279187.1747095585
3 11,5838 9034,1716279187.2176752090
3 11,5524 9019,1716279187.2606894970
3 11 19 28,5608  9207 13220 12219,1716279187.3037374020
3 11 19 28,5420  9164 10486 11887,1716279187.3467028141
3 11 19 28,5354  9100  9999 11546,1716279187.3897120953
3 11 19 28,4745  8822  9661 11151,1716279187.4327845573
3 11 19 21 28,4135  8942  9664 13325 11243,1716279187.4757807255
3 11 19 21 28,4063  8828  9634 11533 11254,1716279187.5188875198
3 11 19 21 27 28,4028  8942  9809 11416 12020 11339,1716279187.5617895126
3 11 18 19 21 27 28 29,4042  8904 12832  9781 11407 11592 11854 13308,1716279187.6047575474
3 11 19 21 27 28 29,3986  8925  8055 11296 11442 11571 12189,1716279187.6477985382
3 11 18 19 20 21 27 28 29,3926  8910 11673  6233 16254 11123  9440 11373 11706,1716279187.6907916069
3 11 18 19 20 21 26 27 28 29,3750  9017 11104  5993 14917 10896 11732  9440 11545 11450,1716279187.7338082790
3  4 10 11 18 19 20 21 26 27 28 29,3807 11637 15919  9017 10964  5482 14726 10931 11519  9288 11429 11258,1716279187.7767503262
1  3  4 10 11 18 19 20 21 27 28 29,15970  3378  9332  8724  7517  8157  4684 13448 10696  8943 10761 11457,1716279189.4969966412
1  3  4 10 11 18 19 20 21 27 28 29,15846  3571  9466 12594  7530 10908  4956 13447 10709  9102 11271 11703,1716279189.5399689674
3  4 10 11 18 19 20 21 27 28,3806  9531 15248  7644 11320  5941 15803 10879  9307 11143,1716279189.5828979015
3  4 10 11 18 19 21 27 28,3926  9880 15209  8855 11484  7004 11013  9468 11363,1716279189.6258881092
3 10 11 19 21 27 28,3866 15678  8760  9195 11384 11570 11359,1716279189.6690270901
3 11 19 21 27 28,3879  8706  9719 12586 12021 11384,1716279189.7118837833
3 11 19 28,4499  8648  9495 11328,1716279189.7548565865
3 11 19 28,4569  8778  9773 11635,1716279189.7978947163
3 11 28,4977  8660 11585,1716279189.8409440517
3 11,5108 8725,1716279189.8838615417
3 11,5369 8737,1716279189.9268064499
3 11,5719 8816,1716279189.9698791504
3 11,14689  8880,1716279190.0129220486
11,9045,1716279190.0558741093
11,9117,1716279190.0988297462
11,9221,1716279190.1418738365
11,9847,1716279190.1849458218
11,9905,1716279190.2278268337
11,10426,1716279190.2709100246
11,11522,1716279190.3138878345
11,12253,1716279190.3568658829
11,13118,1716279190.3999273777
