TAX,ADC,TS
11 28,9594 10884,1716195467.0746250153
11 28,9527 10793,1716195467.1177697182
11 28,9518 10830,1716195467.1605978012
11 28,9376 10657,1716195467.2037580013
11 28,9161 10491,1716195467.2466490269
11 19 28,9179 10300 10640,1716195467.2897195816
3 11 19 28,10045  9325  9983 10723,1716195467.3325266838
3 11 19 28,6185  9081  9692 10599,1716195467.3757467270
3 11 19 28,5785  8905  9531 10506,1716195467.4186999798
3 11 19 28 44,5470  8844  9327 10378 14157,1716195467.4617328644
3 11 19 28 29 44,5509  8973  9489 10724 13120 12956,1716195467.5044586658
3 11 19 28 29 44,5411  8921  7328 10742 11356 12740,1716195467.5478875637
3 11 19 26 27 28 29 44,5507  9116  7501 11254 13207 10885 10866 12497,1716195467.5907800198
3 11 19 26 27 28 29 44,5359  8979  6619 10799 13084 10838 10694 12649,1716195467.6339097023
3 11 19 26 27 28 29 44,5315  8959  6474 10780 12887 10638 10518 12045,1716195467.6766819954
3 11 19 20 26 27 28 29 44 45,5213  8810  6338 15839 10585 12511 10809 10403  9335 10203,1716195467.7199780941
3 11 19 20 26 27 28 29 36 44 45,4566  8802  6199 14806 10355 12534 10615 10336 14016  7038  9949,1716195467.7630264759
3 11 19 20 21 26 27 28 29 36 44 45,4366  8838  6022 13743 14516 10109 12555 10671 10244 13931  6060  8087,1716195467.8059520721
3 11 19 20 21 26 27 28 29 35 36 44,3903  8498  4899 11638 10323  8615  8766 10026  9388 15120 14101 11791,1716195469.8267436028
3 11 19 20 21 26 27 28 29 44,4191  8569  5214 12822 10804  8969  9026  9932  9458 12116,1716195469.8696274757
3 11 19 20 21 26 27 28 29 44,4250  8668  5928 13419 15920 10910  9128 10145  9757 12475,1716195469.9124794006
3 11 19 20 27 28 29 44,4337  8532  6194 13678  8754 10135 10196 12651,1716195469.9556579590
3 11 19 20 27 28 29 44,5086  8601  6843 14522  9041 10174 10436 13831,1716195469.9986708164
3 11 19 27 28 29,5233  8714  7620 10263 10322 11015,1716195470.0415656567
3 11 19 27 28 29,5166  8651  9375 14533 10200 16022,1716195470.0845255852
3 11 19 28,5270  8633  9282 10134,1716195470.1276659966
3 11 19 28,11818  8968  9571 10521,1716195470.1706266403
11 19 28,9095  9802 10797,1716195470.2135696411
11 19 28,9291 10352 10924,1716195470.2565596104
11 28,9588 11187,1716195470.2995748520
11 28,10139 11743,1716195470.3425805569
11 28,10873 15166,1716195470.3856070042
