TAX,ADC,TS
11 28,10838 12925,1716184639.1172692776
11 28,10751 13075,1716184639.1602594852
11 28,10455 12581,1716184639.2032775879
11 28,9794 11730,1716184639.2461900711
11 28,9697 11391,1716184639.2892782688
2 11 19 28,11770  9587 10447 11276,1716184639.3322262764
2  3 11 19 20 28,14599 10053  9428 10138 14738 11376,1716184639.3753318787
2  3 11 19 20 28 29,11358  8815  9422 10125 13539 11677 12225,1716184639.4182605743
2  3 11 19 20 28 29,10914  8189  9238  9607 12432 11564 11540,1716184639.4612998962
2  3 11 19 20 27 28 29,10726  7913  9179  7726 12530 14069 11369 11306,1716184639.5042426586
2  3 11 19 20 21 27 28 29,10512  5941  9144  6159 11571 11139 13029 11480 10957,1716184639.5473303795
2  3 11 19 20 21 27 28 29 44,10407  5629  8994  5473 11435 11010 12671 11048 10997 13067,1716184639.5903010368
2  3 11 19 20 21 27 28 29 44,10383  5447  8952  5003 10767 10821 12367 10967 10924 12558,1716184639.6332695484
2  3 11 18 19 20 21 26 27 28 29 44,10219  5328  9108 11468  4829 10518 10621 15398 12304 10774 10522 12754,1716184639.6761951447
2  3 10 11 18 19 20 21 27 28 29 36,10151  4126 13436  8833 10668  4199  9952  9952 12365  9639 10182 12632,1716184641.4821999073
2  3 10 11 18 19 20 21 27 28 29,10051  4233 13670  8789 11016  4342 10111 10079 12504 10383  9976,1716184641.5251796246
2  3 11 19 20 21 27 28 29,10076  5123  8709  4333 10183 10245 12399 10415 10197,1716184641.5682196617
2  3 11 19 20 21 27 28 29,10562  5333  8791  4615 10497 10537 12333 10612 10590,1716184641.6111183167
2  3 11 19 20 21 27 28 29,10686  5610  8978  5323 10717 10912 12684 10775 10936,1716184641.6542348862
2  3 11 19 20 21 28 29,10667  5987  9104  6827 11589 11306 10952 11497,1716184641.6971712112
2  3 11 19 20 28 29,10707  7710  9076  7982 11832 11034 11652,1716184641.7401826382
2  3 11 19 20 28,11805  8202  9256  9684 12963 11108,1716184641.7831702232
2 11 19 20 28,11246  9101  9953 15592 11039,1716184641.8260247707
2 11 28,11770  9327 11051,1716184641.8691158295
11 28,9483 11292,1716184641.9121782780
11 28,10050 11994,1716184641.9550478458
11 28,10122 11985,1716184641.9981820583
11,12714,1716184642.0411233902
