TAX,ADC,TS
11,9463,1716191256.4028367996
11,9499,1716191256.4457485676
11,9607,1716191256.4885678291
11,9249,1716191256.5317475796
11 28,9375 12133,1716191256.5747790337
11 28,9224 11460,1716191256.6178610325
11 19 28,9278 11135 11301,1716191256.6605441570
11 19 21 28,9222 10423 12329 11267,1716191256.7035098076
11 19 21 28,9055 10201 11504 11289,1716191256.7465054989
3 11 19 20 21 28,11337  9156 10116 15206 11202 11439,1716191256.7895071507
3 11 19 20 21 28,9722  9041  9959 14549 11211 11296,1716191256.8325119019
3 11 19 20 21 28,8205  9036  9852 13576 10924 11407,1716191256.8755645752
2  3 11 19 20 21 28 44,15947  7837  8893  9713 12751 10789 11163 14149,1716191256.9185268879
2  3 11 19 20 21 27 28 29 44,16166  7852  8983  9275 12761 11050 13027 11423 12490 13471,1716191256.9615457058
2  3 11 19 20 21 27 28 29 44,16122  6110  9013  8271 12637 10890 12869 11617 11953 13073,1716191257.0045230389
2  3 11 19 20 21 27 28 29 44,16276  5734  8979  6476 12710 10792 12574 11192 11209 13066,1716191257.0475127697
3 11 19 20 21 27 28 29 44,5504  8904  6036 12170 10754 12491 11182 10947 12867,1716191257.0905771255
3 11 19 20 21 26 27 28 29 44,5463  8958  6033 11917 10594 11462 12545 10883 10879 12551,1716191257.1338233948
3 10 11 19 20 21 27 28 29 36 44,5155 11786  8693  4835 10904 10215 12111 10787 10659 14113 12841,1716191259.3266668320
3 10 11 19 20 21 27 28 29,5408 15768  8791  5519 11295 10344 12315 10943 11262,1716191259.3695323467
3 11 19 20 21 27 28 29,5531  8760  6731 12260 10489 12455 11108 11154,1716191259.4125413895
3 11 19 20 21 27 28 29,7400  8865  7743 12545 10655 12496 11042 11242,1716191259.4555473328
3 11 19 20 21 27 28 29,8897  8978  9402 12808 10704 14864 11177 12488,1716191259.4985349178
11 19 20 21 28,8872  9506 12904 10745 11293,1716191259.5415363312
11 19 20 21 28,9067  9653 15778 10970 11102,1716191259.5845155716
11 19 21 28,9183  9853 11204 11347,1716191259.6274981499
11 28,8897 11263,1716191259.6705007553
11 28,9387 12008,1716191259.7134504318
11 28,9942 12219,1716191259.7564463615
11 28,9869 12314,1716191259.7994790077
11,9618,1716191259.8424530029
11 28,10275 12169,1716191259.8855681419
