TAX,ADC,TS
11 28,9991 11984,1716184686.4211688042
11 28,9954 12152,1716184686.4642808437
11 28,9744 12162,1716184686.5072689056
11 28,9525 11669,1716184686.5501716137
11 28,9220 11053,1716184686.5931270123
11 28,9040 10883,1716184686.6361172199
11 19 28,8965 12343 10966,1716184686.6791152954
3 11 19 20 28,11468  9269 10445 15529 11147,1716184686.7221276760
3 11 19 20 28,8599  9247 10143 13898 11089,1716184686.7651100159
3 11 19 20 28,7914  9100  9890 12595 11092,1716184686.8081240654
3 11 19 20 28 29,7870  9050  9854 12651 11162 12351,1716184686.8510565758
3 11 19 20 27 28 29,6078  9051  9963 11987 13696 11123 11935,1716184686.8941276073
3 11 19 20 27 28 29,5815  9032  9589 11664 12804 11425 11416,1716184686.9371230602
3 11 19 20 21 27 28 29,5658  8885  9189 11482 11860 12616 11099 11159,1716184686.9801323414
3 11 19 20 21 27 28 29,5477  8806  7576 11177 10922 12477 11005 10819,1716184687.0231299400
3 11 19 20 21 27 28 29,5385  8829  6649 11130 10845 12269 11081 10911,1716184687.0661797523
3 11 18 19 20 21 27 28 29,4395  8914 11345  6079 10799 10727 12190 11049 10790,1716184687.1092793941
3 11 18 19 20 21 26 27 28 29 44,4307  8995 11066  5921 10573 10562  9809 12233 10847 10417 13599,1716184687.1521382332
3 11 18 19 20 21 26 27 28 29 34 44,4248  8943 10885  5384 10522 10638  9583 12346 10700 10472 12111 12829,1716184687.1951682568
2  3 10 11 18 19 20 21 27 28 29 36,12385  4042 13442  8579 10466  4363  9692 10028 12287 10394 10126 13090,1716184689.2162501812
2  3 11 18 19 20 21 27 28 29,12332  4135  8673 10701  4766  9890 10201 12035 10478 10324,1716184689.2591948509
2  3 11 18 19 20 21 27 28 29,11668  4444  8825 11052  5719 10433 10435 12838 10535 10550,1716184689.3021807671
2  3 11 19 20 21 27 28 29,12120  5386  8802  6439 10900 10812 12625 10792 10916,1716184689.3452057838
2  3 11 19 20 21 28 29,13412  5765  8826  9300 11111 11109 10692 11469,1716184689.3882591724
3 11 19 20 21 28 29,5667  8806  9285 11414 11232 10891 11838,1716184689.4311835766
2  3 11 19 20 21 28,14731  7766  9121  9706 12163 11655 11030,1716184689.4741744995
2  3 11 19 20 28,13063  8484  9264  9935 14374 11147,1716184689.5171382427
2 11 28,13263  8859 11094,1716184689.5601017475
11,8823,1716184689.6031696796
11,8996,1716184689.6461119652
11 28,9582 11807,1716184689.6890602112
11,9507,1716184689.7321941853
