TAX,ADC,TS
11,9204,1716193777.4023072720
11,9223,1716193777.4452705383
11,9160,1716193777.4882519245
11,9126,1716193777.5312571526
11,9093,1716193777.5742383003
11 44,8989 15039,1716193777.6172754765
11 44,9250 14061,1716193777.6602559090
11 44,8853 13716,1716193777.7032649517
11 44,8712 13202,1716193777.7462675571
11 18 44,8931 11145 13227,1716193777.7893018723
2 11 18 44,12091  8859 10684 13088,1716193777.8322701454
2 11 18 44,12324  8792 10639 12977,1716193777.8752794266
2  3 11 18 44,11949  9664  8862 10380 12869,1716193777.9182863235
2  3 11 18 19 44,12523  8185  8951 10360 14175 12646,1716193777.9613132477
2  3 11 18 19 44,11872  7863  8844 10276 13345 11455,1716193778.0042908192
2  3 11 18 19 44,11526  5961  8953 10149 13063  9577,1716193778.0473070145
2  3 11 18 19 44,11507  5738  8917  9116 12484  8951,1716193778.0902814865
2  3 11 18 19 28 42 44,11423  5647  8883  8769 10109 11354 12487  9052,1716193778.1332941055
2  3 11 18 19 28 42 44,11647  5587  8986  8264  9834 11269  9747  8452,1716193778.1762740612
2  3 11 18 19 28 42 44,11724  5466  8815  7879  9309 11107  9329  7275,1716193778.2192919254
2  3 11 18 19 28 42 44,11600  5382  8797  7649  8984 11115  8392  6338,1716193778.2623002529
2  3 11 18 19 28 42 44,11487  5322  8761  7619  9003 11122  6567  5881,1716193778.3052897453
2  3 11 18 19 28 42 44,11631  4981  8788  7553  8589 11100  5986  5509,1716193778.3482885361
2  3 10 11 18 19 28 42 44,11460  4637 15698  8681  7458  8455 10846  5634  5149,1716193778.3912856579
2  3 10 11 18 19 28 42 44,11503  4263 13958  7666  7494  7967 10760  4643  4769,1716193778.4342792034
2  3 10 11 18 19 28 42 44 45,11391  4030 13464  6847  6767  6999 10440  4259  4864 11512,1716193778.4773128033
2  3 10 11 18 19 28 42 44 45,11967  4035 11812  6731  6742  6503 10451  4067  4718  8556,1716193778.5203032494
2  3 10 11 18 19 23 28 42 44 45,12475  3957 10310  6666  6759  6098 15747 10266  4105  4457  8185,1716193778.5633080006
2  3 10 11 18 19 23 27 28 42 44 45,13215  3699  8414  6275  6036  5863 15713 12851 10471  3861  4348  8043,1716193778.6063091755
2  3 10 11 18 19 27 28 29 42 44 45,14062  3487  7826  6135  6015  5348 12724 10478 12152  3843  4236  7944,1716193778.6493015289
2  3 10 11 18 19 23 28 29 42 44,11074  3631  7052  6085  6688  4983 13022 10213 11612  5198  4177,1716193780.6274168491
2  3 10 11 18 19 23 28 42 44,11043  3697  8359  6430  6665  5609 12987 10180  7004  4352,1716193780.6704723835
2  3 10 11 18 19 23 28 42 44,10887  3939 10032  6857  7458  7069 13258 10274  7439  4610,1716193780.7137525082
2  3 10 11 18 19 23 28 42 44,11075  4037 10923  7304  7542  7628 13125 10364 10076  5194,1716193780.7561652660
2  3 10 11 18 19 23 28 42 44,11363  4380 12576  8463  7618  7848 13519 10836 14502  5875,1716193780.7993953228
2  3 10 11 18 19 23 28 44,11581  5180 14408  8564  7668  8138 13733 10942  7100,1716193780.8424251080
2  3 10 11 18 19 23 28 44,11558  5268 15524  8578  7697  8300 14181 11890  9135,1716193780.8854210377
2  3 11 18 19 23 44,11746  5482  8579  7481  8883 15671  9401,1716193780.9283330441
2  3 11 18 19 44,11986  5722  8628  7791  9279 12431,1716193780.9712898731
2  3 11 18 19 44,12359  7790  8691  7842 10183 12645,1716193781.0142576694
2  3 11 18 44,13345  8864  8558  8858 13652,1716193781.0572438240
2 11 18 44,13379  8513 10052 14127,1716193781.1001999378
2 11 18,14011  8711 10503,1716193781.1432290077
11,8300,1716193781.1863629818
11,8731,1716193781.2293679714
11,8910,1716193781.2722806931
11,8957,1716193781.3153727055
11,9079,1716193781.3584120274
11,9166,1716193781.4013664722
11,9320,1716193781.4595067501
