TAX,ADC,TS
11,9853,1716179542.7442998886
11,9402,1716179542.7873408794
11,8943,1716179542.8302958012
11,8850,1716179542.8732895851
11 28 29,9118 11877 11710,1716179542.9163448811
11 28 29,8926 11060 11400,1716179542.9593236446
3 11 28 29,15457  8874 10894 11022,1716179543.0023715496
3 11 20 28 29,8346  9024 14849 10667 10759,1716179543.0453546047
3 11 19 20 28 29,7944  9087 10428 14763 11016 10707,1716179543.0884211063
3 11 19 20 21 28 29,7771  8927  9752 12798 11512 11054 10724,1716179543.1312005520
3 11 19 20 21 23 28 29,6593  8922  9577 12606 11377 15029 11242 10604,1716179543.1741664410
3 11 19 20 21 23 28 29,5754  8891  9516 12450 11043 13940 10994 10431,1716179543.2171661854
3 11 19 20 21 23 28 29 44,5654  8846  9342 12153 10923 13462 10759 10363 13771,1716179543.2601554394
3 11 19 20 21 23 28 29 44,5050  8844  9268 11968 10719 13355 10758  9083 13547,1716179543.3031332493
3 11 19 20 21 23 27 28 29 44,5034  8785  8855 11817 10630 13237 12674 10638  8989 12640,1716179543.3461885452
3 11 19 20 21 23 27 28 29 44,4835  8777  5672 11679 10479 13147 12517  9795  8907 12485,1716179543.3892312050
3 11 18 19 20 21 23 27 28 29 37 44,4763  8821 11456  5428 11390 10166 12742 12398  8987  8882 16329 12375,1716179543.4322247505
3 11 18 19 20 21 23 27 28 29 37 44,4510  8823 10608  5095 10895 10265 12661 12182  7679  8730 12862 12219,1716179543.4753031731
3 11 19 20 21 23 27 28 29,4165  8632  5225 10246 10004 13139 12343 10306  8514,1716179545.1094150543
3 11 19 20 21 23 28 29,4570  8680  8874 10726 10083 12807 10192  8570,1716179545.1523921490
3 11 19 20 21 23 28 29,5397  8884  9444 11107 10215 12832 10287  9922,1716179545.1954166889
3 11 19 20 21 23 28 29,5642  8921  9514 11462 10333 13565 10585  9903,1716179545.2384290695
3 11 19 20 21 28 29,6615  8934  9923 12086 10617 10874 10418,1716179545.2814035416
3 11 20 21 28 29,8341  8988 12328 11038 10950 10690,1716179545.3242406845
11 20 28 29,8984 13725 11412 11133,1716179545.3672075272
11 28 29,8973 11628 11450,1716179545.4102289677
11,8835,1716179545.4531810284
11,9369,1716179545.4961674213
