TAX,ADC,TS
44,14087,1716181455.3840801716
28,13726,1716181456.1150240898
28,13242,1716181456.1579930782
28,12812,1716181456.2009212971
28,12550,1716181456.2439553738
28,12513,1716181456.2870001793
28,12290,1716181456.3300366402
28,12168,1716181456.3729858398
28,12019,1716181456.4159498215
28,11806,1716181456.4590098858
28,11600,1716181456.5020339489
28,11419,1716181456.5448520184
28,11483,1716181456.5879859924
28,11279,1716181456.6310243607
28,11286,1716181456.6739504337
28,11095,1716181456.7169771194
28 42 45,11003 12953 12718,1716181456.7599935532
28 29 45,11630 11987 11983,1716181456.8029732704
28 29 42 45,11512 11881 13635 11943,1716181456.8460614681
28 29 42 45,11604 11872 12675 11851,1716181456.8889093399
28 29 42 45,11420 11861 12421 11766,1716181456.9319150448
28 29 42 45,11485 11752 12363 11754,1716181456.9749858379
28 29 42 45,11331 11742 12292 11782,1716181457.0179660320
28 29 42 45,11384 11778 12317 11717,1716181457.0607287884
28 29 42 45,11289 11715 12176 11587,1716181457.1039862633
20 28 29 36 42 45,16008 11280 11558 16331 12103 11560,1716181457.1469621658
20 28 29 36 42 45,16267 11281 11511 16283 12219 11571,1716181457.1900067329
11 20 28 29 36 42 45,12639 16185 11332 11680 16241 12213 11524,1716181457.2328135967
11 20 28 29 36 42 45,11844 15447 11278 11414 16258 12151 11543,1716181457.2760012150
11 20 28 29 36 42 45,11276 14915 11162 11251 16219 12269 11531,1716181457.3189508915
11 20 28 29 36 42 45,10569 14383 11128 11232 16234 12336 11510,1716181457.3619434834
11 20 28 29 36 42 45,10366 14382 11098 11066 16258 12262 11582,1716181457.4046838284
11 20 28 29 36 42 45,10189 14362 11034 10945 16308 12181 11506,1716181457.4476249218
11 20 28 29 36 42 45 53,10038 14031 10975 10889 16112 11955 11631 14725,1716181457.4909126759
11 20 28 29 36 42 45 53,9988 13812 10997 10829 16176 11923 11543 14715,1716181457.5340044498
11 20 28 29 36 42 45 53,9924 13686 10953 10743 16054 11809 11535 14405,1716181457.5766015053
11 20 28 29 36 42 45 53 55,9823 13368 10927 10763 16039 11812 11671 14587 15407,1716181457.6199367046
11 20 28 29 36 42 45 53 55,9791 12782 11012 10838 16106 11634 11640 14463 14905,1716181457.6629035473
11 20 28 29 36 42 45 53 55,9769 12649 11016 10866 16055 11566 11641 12956 14051,1716181457.7059402466
11 20 28 29 36 42 45 53 55,9692 12577 10982 10569 16226 11499 11619 14373 11580,1716181457.7485263348
11 20 28 29 36 42 45 53 55,9716 12461 10935 10583 16173 11443 11613 14208 10198,1716181457.7918853760
11 20 28 29 36 42 45 53 55,9652 12292 10883 10574 16244 11337 11664 14124  9617,1716181457.8349237442
11 20 28 29 36 42 45 53 55,9688 12317 10840 10480 16382 11309 11562 11923  9108,1716181457.8779091835
11 20 28 29 42 45 53 55,9597 12158 10893 10597 11183 11493 12263  8329,1716181457.9207100868
11 20 28 29 42 45 53 55,9529 12049 10741 10462 11234 11509 11978  8122,1716181457.9638190269
11 20 28 29 36 42 45 53 54 55,9474 11939 10899 10453 13171 11231 11598 12195 14159  7486,1716181458.0068802834
11 20 28 29 36 42 45 53 54 55,9477 11915 10889 10534 12689 11285 11563 11890 12997  7192,1716181458.0499000549
11 20 28 29 36 42 45 53 54 55,9373 11893 10796 10538 12737 11246 11639 11537 12773  7003,1716181458.0928134918
3 11 19 20 28 29 36 42 45 53 54 55,10412  9740 12974 11909 11053 10652 12823 11071 11613 12221 12573  6713,1716181458.1358704567
3 11 19 20 28 29 36 42 45 53 54 55,9996  9661 12113 11769 10969 10737 12750 10780 11549 11496 12535  6677,1716181458.1788504124
3 11 19 20 28 29 36 42 45 53 54 55,9973  9658 11888 11628 10960 10704 12777 10823 11647 11323 12630  6562,1716181458.2218537331
3 11 19 20 28 29 36 42 45 53 54 55,9866  9817 10923 11606 10977 10770 12767 10761 11546 11595 12486  6458,1716181458.2646758556
3 11 19 20 28 29 36 42 45 53 54 55,9885  9754 10826 11674 11060 10841 12738 10599 11547 11145 12438  6587,1716181458.3077559471
11 19 20 21 28 29 36 42 45 53 54 55,9026  9887 11133 13102 10606 10683 15625  7549  8212 10693 12479  6479,1716181462.5643267632
11 19 20 21 28 29 36 42 45 53 54 55,9077  9899 11215 13528 10554 10638 15517  7692  8271 10687 12551  7357,1716181462.6073088646
11 19 20 21 28 29 36 42 45 53 54 55,9258 10196 11361 14631 10615 10714 15513  7695  8319 10699 12609  7446,1716181462.6502661705
11 19 20 21 28 29 36 42 45 53 54 55,9274 10162 11601 14758 10764 10725 15632  7637  8386 10642 12627  7742,1716181462.6932249069
11 19 20 21 28 29 36 42 45 53 54 55,9292 10318 11611 15071 10653 10699 15762  7601  8388 10771 12616 10159,1716181462.7362365723
11 19 20 28 29 36 42 45 53 54 55,9259 10660 11746 10685 10669 15807  7751  8408 10787 12681 10406,1716181462.7794330120
11 19 20 28 29 36 42 45 53 54 55,9298 11255 12031 10689 10745 15748  7672  8412 10879 12724  9871,1716181462.8224296570
11 20 28 29 36 42 45 53 54 55,9161 12021 10562 10687 15921  7881  8549 11245 12777 10139,1716181462.8654229641
11 20 28 29 36 42 45 53 54 55,9215 12309 10663 10702 16206  7894  8568 11377 12881 10595,1716181462.9084215164
11 20 28 29 42 45 53 54,9282 12239 10632 10819  8007  8442 11375 12634,1716181462.9514052868
11 20 28 29 36 42 45 53 54,9326 12409 10729 10922 16347  7961  8450 11390 12615,1716181462.9944319725
11 20 28 29 36 42 45 53,9327 12550 10661 10879 16299  8117 11146 11249,1716181463.0373816490
11 20 28 29 36 42 45 53,9382 12954 10790 10890 16315  8181 11201 11238,1716181463.0803029537
11 20 28 29 36 42 45 53,9417 13108 10750 10880 16297  8200 11239 11332,1716181463.1232721806
11 20 28 29 42 45 53,9477 13622 10815 11009  8333 11338 11571,1716181463.1664233208
11 20 28 29 36 42 45 53,9600 13807 10987 11365 16332  9688 11288 11778,1716181463.2093143463
11 20 28 29 42 45 53,9754 14953 10947 11257  9919 11255 13524,1716181463.2523233891
11 20 28 29 42 45,9775 15015 10959 11292  9882 11052,1716181463.2953779697
11 20 28 29 42 45,9944 15280 10897 11263  9986 11017,1716181463.3384120464
11 28 29 42 45,13084 10729 11298  9839 10984,1716181463.3812725544
28 29 42 45,10644 11256 10085 11038,1716181463.4242565632
28 29 42 45,10829 11227 10333 11171,1716181463.4673011303
28 29 42 45,10719 11509 10346 11161,1716181463.5103278160
28 29 42 45,10753 11665 10527 11287,1716181463.5532133579
28 29 42 45,10795 11720 12457 11303,1716181463.5962693691
28 29 42 45,10789 11680 12293 11393,1716181463.6392056942
28 45,10744 11227,1716181463.6823303699
28 45,10570 11153,1716181463.7253704071
28 45,10536 11355,1716181463.7682175636
28 45,10646 11307,1716181463.8112640381
28 45,10635 11451,1716181463.8542833328
28 45,10706 11833,1716181463.8972609043
28 45,10854 12507,1716181463.9401888847
28,10768,1716181463.9832494259
28,10632,1716181464.0262541771
28,10663,1716181464.0692584515
28,10722,1716181464.1122026443
28,10857,1716181464.1552288532
28,10872,1716181464.1982643604
28,10746,1716181464.2412261963
28,11054,1716181464.2842276096
28,11166,1716181464.3270759583
28,11241,1716181464.3702747822
28,11368,1716181464.4131593704
28,11550,1716181464.4563682079
28,11550,1716181464.4991559982
28,11886,1716181464.5422451496
