TAX,ADC,TS
11,10220,1716179023.1745028496
11,10220,1716179023.2175469398
11,10310,1716179023.2605481148
11,9875,1716179023.3034965992
11,9355,1716179023.3465571404
11,9223,1716179023.3894894123
11,9095,1716179023.4325191975
11 28,9334 12274,1716179023.4755401611
3 11 28,7039  9662 12324,1716179023.5185239315
3 11 28,6617  9509 12058,1716179023.5615606308
3 11 20 28,6299  9428 14270 11935,1716179023.6045031548
3 11 20 28,6141  9325 13448 11774,1716179023.6475527287
3 11 19 20 21 28,6439  9556 11238 12981 12351 12033,1716179023.6905930042
3 11 19 20 21 28 29,6251  9492 10496 13035 11677 11692 12049,1716179023.7336640358
3 11 19 20 21 28 29,6062  9295 10089 12808 11446 11373 11973,1716179023.7765312195
3 11 19 20 21 28 29 44,5876  9177  9814 12054 11403 11316 11857 14100,1716179023.8195753098
3 11 19 20 21 27 28 29 44,5803  9191  9854 11992 11380 13143 11600 11672 13288,1716179023.8626413345
3 11 19 20 21 27 28 29 44,5717  9122  9259 11480 11133 12782 11409 11723 13147,1716179023.9056098461
3 11 19 20 21 27 28 29 44,5612  9050  8962 11122 11074 12769 11353 11310 12801,1716179023.9484937191
3 11 19 20 21 27 28 29 44,5002  9026  8360  9287 10853 12325 11284 11027 12547,1716179023.9915947914
3 11 19 20 21 27 28 29 44,4847  9052  6472  8797 10738 12656 11087 10768 12687,1716179024.0346016884
3 11 18 19 20 21 27 28 29 44,4707  8991 12121  5927  8904 10472 12718 11115 10541 12331,1716179024.0776026249
3 11 18 19 20 21 27 28 29 44,4514  9059 11793  5559  8871 10349 12711 10086 10723 11088,1716179024.1205906868
3 11 18 19 20 21 26 27 28 29 36 44,4454  8649 10808  5431  8689 10281 14228 12858  9746 10556 13907  7372,1716179024.1635837555
3 11 18 19 20 21 23 27 28 29 36 44,3988  7075 11112  4843  7876  9928 12915 12608  8934  9953 13891 12625,1716179025.4966039658
3 11 18 19 20 21 23 27 28 29 44,4025  7851 11160  5378  8333  9941 12930 12473  9704 10291 12898,1716179025.5395417213
3 11 19 20 21 23 27 28 29,4156  7837  6358  8792  9909 13096 12727 10918 10502,1716179025.5827653408
3 11 19 20 21 23 27 28 29,4281  7843  7263 10205  9965 13194 12498 10964 10472,1716179025.6262123585
3 11 19 20 21 23 28 29,4296  7902  8686 10518 10113 13540 10802 10720,1716179025.6696441174
3 11 19 20 21 23 28 29,4893  8830  9572 11146 10335 14130 10728 11205,1716179025.7125585079
3 11 19 20 21 28 29,5446  8945  9691 11267 10347 10979 11383,1716179025.7558419704
3 11 20 21 28 29,5618  8915 11913 10818 11327 11782,1716179025.7987630367
3 11 20 21 28,5702  9057 12727 11014 11267,1716179025.8416802883
3 11 20 21 28,6077  9209 13180 16277 11415,1716179025.8846144676
3 11 20 28,8011  9321 13814 12001,1716179025.9275610447
11,8907,1716179025.9705064297
11,9031,1716179026.0134918690
11,9515,1716179026.0564882755
11,10372,1716179026.0995194912
