TAX,ADC,TS
1,12909,1716193050.5341980457
1 28,12443 11579,1716193050.5771729946
1 28,11490 11125,1716193050.6201715469
1 28,8210 10959,1716193050.6631612778
1 28,7935 10997,1716193050.7061464787
1 28 47,7476 11039 11307,1716193050.7491962910
1 28 47,7398 11053  8367,1716193050.7921824455
1 28 47,7124 10946  6713,1716193050.8352084160
1 28 47,6851 10891  6288,1716193050.8781750202
1 11 18 28 47,7700 11596 12706 11119  5622,1716193050.9212093353
1 11 18 28 47,7677 10761 12049 11074  5300,1716193050.9642157555
1 11 18 28 47,7382 10394 11811 11174  5118,1716193051.0072062016
1 11 18 20 23 28 47,7154 10212  9678 14802 15740 11307  4756,1716193051.0501027107
1 11 18 20 23 28 47,6643  9756  8934 13686 15903 11089  4553,1716193051.0931808949
1 11 18 20 23 28 47,6190  9532  8725 13198 14610 10934  4312,1716193051.1361665726
1  3 11 18 19 20 23 28 47,6429  8832  9507  8767 14108 12577 14095 10904  4102,1716193051.1791238785
1  3 11 18 19 20 23 28 29 47,6433  8633  9465  8713 11029 12619 13997 10919 12306  4001,1716193051.2221431732
1  3 11 18 19 20 23 28 29 34 45 47,6561  6742  9550  7981 10627 12264 14060 11016 12043 12127 15586  3830,1716193051.2651574612
1  3 11 18 19 20 23 27 28 29 47,6061  7941  9110  7268  9945 10938 13109 12502 10399 11318  4634,1716193053.2431116104
1  3 11 18 19 20 23 28 47,5797 14516  9003  7103 10011 11090 13131 10346  5038,1716193053.2861647606
1 11 18 19 20 23 28 47,6203  9311  8511 10366 11573 13183 10567  6557,1716193053.3290762901
1 11 18 20 23 28 47,6453  9426  8562 12047 13305 10587 11536,1716193053.3722231388
1 11 18 20 23 28,6611  9531  8746 12862 13087 10576,1716193053.4151921272
1 11 18 23 28,7187 10110  9062 13054 10863,1716193053.4581570625
1 11 18 23 28,7751 10365 11432 13246 10721,1716193053.5011448860
1 18 23 28,7648 11215 13157 10676,1716193053.5441484451
1 18 23 28,8113 11415 16060 10778,1716193053.5871791840
1 28,11980 10538,1716193053.6301741600
28,10454,1716193053.6731100082
28,10659,1716193053.7161293030
18 28,9583 11663,1716193053.7591626644
11 44,11521 13003,1716193053.8881249428
3 11 19 44,8272  4037  4438 13495,1716193054.0602316856
18 28,13626 11649,1716193054.1031210423
11 19,11212  9538,1716193054.1461422443
11 29,11656 11946,1716193054.1891469955
44,15305,1716193054.2751216888
11,12917,1716193054.3181302547
11,10740,1716193054.3611288071
11,10669,1716193054.4042065144
11,11065,1716193054.4471096992
28,11407,1716193054.5331645012
28,11571,1716193054.5760946274
