TAX,ADC,TS
11,10989,1716184982.1374263763
11,9902,1716184982.1803112030
11 28,9813 12670,1716184982.2232823372
11 28,9267 11527,1716184982.2662868500
11 28,9138 11320,1716184982.3093285561
11 19 28,9255 11879 11279,1716184982.3522963524
11 19 28,9131 10093 11126,1716184982.3952844143
11 19 28,8931  9763 10887,1716184982.4382748604
11 19 28 29,8929  9891 11025 12278,1716184982.4813086987
2  3 11 19 20 28 29,14287  9876  9223 10049 15258 11190 12147,1716184982.5243012905
2  3 11 19 20 28 29,12495  6389  9140  9757 13068 11091 11828,1716184982.5673158169
2  3 11 19 20 28 29,12246  6251  9089  9658 12880 11078 11457,1716184982.6102993488
2  3 11 19 20 27 28 29,11854  6076  9092  9220 12382 13438 11128 11175,1716184982.6533036232
2  3 11 19 20 21 27 28 29 44,12540  5965  9018  7373 11857 11686 13313 11199 11085 13734,1716184982.6963036060
2  3 11 19 20 21 27 28 29 44,13009  5632  9018  6817 11275 10995 10547 11063 10923 12651,1716184982.7393238544
2  3 11 19 20 21 26 27 28 29 44,13380  5567  8950  5785 10973 10840 13152 10194 10867 10796 12466,1716184982.7823314667
2  3 11 19 20 21 26 27 28 29 44,13718  5338  8916  5517 10744 10509 10746  9921 10747 10600 12463,1716184982.8252971172
2  3 11 19 20 21 26 27 28 29 44,14735  5213  8842  5266 10538 10435  8857  9831 10724 10609 12293,1716184982.8683052063
2  3 11 18 19 20 21 26 27 28 29 44,13118  4446  8887 12094  4838 10299 10259  8661  9737  8998 10414  9647,1716184982.9113004208
2  3 11 18 19 20 21 26 27 28 29 44,11121  5136  8743 10807  4382  9808 10194  9943  9140  9288 10248 12699,1716184984.8463501930
2  3 11 19 20 21 27 28 29,12131  5152  8605  4476  9895 10455  9239 10167 10366,1716184984.8893632889
2  3 11 19 20 21 27 28 29,10531  5337  8657  5051 10266 10470  9894 10265 10724,1716184984.9324181080
2  3 11 19 20 21 27 28 29,11071  5577  8834  5771 10831 10841 13222 10703 11061,1716184984.9753665924
2  3 11 19 20 21 27 28 29,11195  5951  8903  7118 11414 11134 13526 10764 11263,1716184985.0184209347
2  3 11 19 20 21 27 28 29,11512  8088  8989  8810 12251 13327 13846 11100 11664,1716184985.0614752769
2 11 19 20 28,15461  8695  9306 12955 10742,1716184985.1044628620
2 11 19 28,14953  8787  9324 11080,1716184985.1476640701
11 19 28,8859  9703 11452,1716184985.1900904179
11 28,8918 11663,1716184985.2331085205
11,8766,1716184985.2761068344
11,9938,1716184985.3190593719
