TAX,ADC,TS
11 28,10884 12228,1716195599.3925671577
11 28,9930 11518,1716195599.4356572628
11 28,9567 11071,1716195599.4786596298
11 28,9233 10738,1716195599.5216767788
11 19 28,9354 10750 11071,1716195599.5645880699
11 19 27 28,9506 10508 13519 11349,1716195599.6076610088
11 19 20 27 28 44,9373 10190 14824 12866 11226 13213,1716195599.6507434845
11 19 20 27 28 44,9275 10124 13619 12511 11393 13082,1716195599.6936991215
3 11 19 20 27 28 36 44,7739  9490 10186 13036 12575 11404 14718 12850,1716195599.7366182804
3 11 19 20 27 28 35 36 44,6585  9346  9977 12245 12539 11223 14870 14405 12758,1716195599.7797675133
3 11 19 20 27 28 29 35 36 44,6411  9253  9797 12029 12577 11058 13721 14993 14049 12733,1716195599.8227477074
3 11 19 20 21 27 28 29 35 36 44,6096  9253  9834 11698 12539 12548 10173 12094 14823 13788 12500,1716195599.8657793999
3 11 19 20 21 27 28 29 35 36 44,5393  9101  9566 11348 11535 12535  9760 11610 14296 13459 12183,1716195599.9087140560
3 11 18 19 20 21 27 28 29 35 36 44,4746  8802 14925  8871 10498 11098  8565  9121 10989 10147 12029 12607,1716195602.2736742496
3 11 19 20 27 28 29 35 36 44,5726  8864  9134 10731  9872  9806 11278 10528 12379 12989,1716195602.3165903091
3 11 19 20 27 28 29 35 36 44,5949  9081  9802 11383  9907 10846 11497 14747 13456 13097,1716195602.3596928120
3 11 19 20 27 28 35 36,6221  9149  9986 11731  9867 10880 15117 13694,1716195602.4026532173
11 19 20 27 28 35,9007  9988 12287  9948 11187 15411,1716195602.4456129074
11 19 20 27 28 35,9453 10364 14641 10767 11205 15463,1716195602.4886491299
11 19 27 28 35,9416 10194 13312 11203 15704,1716195602.5316398144
11 19 28,9239 15197 11239,1716195602.5745682716
11 28,9600 11623,1716195602.6176009178
28,12478,1716195602.6604263783
