TAX,ADC,TS
11,14406,1716191835.9930789471
11,14668,1716191836.0360829830
11,11215,1716191836.0790333748
11 28,10742 13128,1716191836.1220858097
11 28,10343 12018,1716191836.1651260853
11 28,9186 11039,1716191836.2079722881
11 28,9047 10979,1716191836.2509424686
3 11 20 28,9774  9097 14447 10902,1716191836.2939710617
3 11 20 28,7604  8815 12283 10829,1716191836.3369684219
3 11 19 20 28 29,7380  9058 10544 11889 11190 12305,1716191836.3800075054
3 11 19 20 28 29 44,7335  8838  9883 12104 10916 11535 14393,1716191836.4229838848
3 11 19 20 28 29 44,5524  8862  8955 11696 10897 11111 12499,1716191836.4659974575
3 11 19 20 28 29 44,5250  8875  7235 10405 10811 10565 12457,1716191836.5089807510
3 11 19 20 21 26 27 28 29 44,5278  8981  6220 10517 14686 14188 13706 10898 10614 12495,1716191836.5520567894
3 11 19 20 21 26 27 28 29 36 44,5139  8978  5413 10145 11312 13475  9858 10852 10413 13841 10896,1716191836.5950496197
3 11 19 20 21 26 27 28 29 34 36 44,4269  8881  5079  8934 10596 13200 10427 10847 10482 13035 13951 11925,1716191836.6380355358
3 11 19 20 21 26 27 28 29 34 36 44,3760  8641  4518  7956 10162 10180  8409 10775  9921 14011 11441 12875,1716191838.4873273373
3 11 19 20 21 26 27 28 29 34 36,3813  8735  4861  8192 10386 10731  8642 10751 10143 14259 12048,1716191838.5303447247
3 11 19 20 21 27 28 29 36,4042  8601  5066  9793 10649  8368 10727 10157 12397,1716191838.5733487606
3 11 19 20 21 27 28 29,4947  8745  5999 10140 10824  8314 10764 10570,1716191838.6162357330
3 11 19 20 21 27 28 29,5202  8737  9566 10347 11170  8539 11026 11031,1716191838.6593077183
3 11 19 20 21 27 28 29,5375  8777  9723 10610 11570 10751 11193 11319,1716191838.7023515701
3 11 19 20 27 28,7231  8833  9793 10779 11347 10938,1716191838.7452728748
3 11 20 28,8365  8738 11226 10728,1716191838.7882785797
3 11 20 28,8867  8777 11976 11103,1716191838.8311655521
11 20 28,8883 14037 11386,1716191838.8742957115
11 28,9190 11706,1716191838.9171054363
11,9309,1716191838.9600567818
11,10120,1716191839.0030369759
