TAX,ADC,TS
28,11144,1716194159.8819596767
28 42,11032 12251,1716194159.9249260426
28 42,11090 12155,1716194159.9679386616
28 42,10971 10854,1716194160.0109486580
28 42,11090 11906,1716194160.0539274216
28 42,10958 12087,1716194160.0969035625
28 42,10973 11828,1716194160.1399309635
28 42,10842 11723,1716194160.1829195023
28 42 45,10755 11349 12031,1716194160.2259426117
28 42 45,10916 11099 10067,1716194160.2689127922
11 28 42 45,10527 11077 11489  8873,1716194160.3119516373
11 19 28 42 45,10275 13817 11189 11491  8907,1716194160.3549535275
11 19 28 42 45 61,10063 12346 11231 11269  9303  7864,1716194160.3979406357
11 19 28 42 44 45 61,10070 12622 11270 10614 15088  9250  7875,1716194160.4410157204
11 19 28 42 44 45 61,9998 11953 11280 10045 15653  9091  7845,1716194160.4839460850
11 19 27 28 42 44 45 61,10059 11423 13473 11254  9035 14329  8744  7590,1716194160.5269651413
11 19 27 28 42 44 45 61,9947 10987 12693 11199  8644 14125  8591  7500,1716194160.5699729919
11 19 27 28 42 44 45 61,9906 10657 12503 11221  8629 14037  8506  7425,1716194160.6129372120
11 19 27 28 42 44 45 61,9882 10544 12426 11210  8483 13569  8443  7403,1716194160.6559832096
11 19 20 27 28 42 44 45 61,9751 10494 15958 12241 11176  8323 13323  8357  7316,1716194160.6989502907
11 19 20 27 28 42 44 45 61,9599 10358 15711 12154 10987  8452 13268  8250  7311,1716194160.7419855595
11 19 20 27 28 42 44 45 61,9490 10280 15610 12129 11014  8331 13271  8143  7243,1716194160.7849695683
11 19 20 27 28 29 42 44 45 61,9409 10058 15294 11977 10990 13143  8295 12955  8250  7240,1716194160.8279807568
11 19 20 27 28 29 42 44 45 61,9295  9961 15183 11927 10974 12106  8365 13227  8175  7183,1716194160.8709743023
11 19 20 27 28 29 42 44 45 61,9165  9870 14989 12130 10825 11780  7795 12885  8167  7188,1716194160.9139823914
11 19 20 27 28 29 42 44 45 53 61,9035  9723 14651 11904 10821 11599  7935 11539  8342 15087  7309,1716194160.9569737911
3 11 19 20 27 28 29 42 44 45 53 61,13910  9150  9790 14650 12153 10777 11455  9047 10813  7602 14227  7478,1716194160.9999880791
11 19 20 21 27 28 42 44 45 53 61,8934  9407 14327 11188 12439 10735  8971 13101  8257 11223  7591,1716194164.3540749550
11 19 20 21 27 28 42 44 45 53 61,9009  9803 14313 11419 12532 10808  9642 13009  8273 11435 12612,1716194164.3970830441
11 19 20 27 28 42 44 45,9131  9855 15426 12598 10793  9840 13009  7643,1716194164.4400782585
11 19 20 27 28 42 44 45,9209  9994 15684 12855 10684 10106 12927  7851,1716194164.4831166267
11 19 20 27 28 42 44 45,9361 10139 15721 12721 10735 10369 12933  7858,1716194164.5260403156
11 19 27 28 42 44 45,9453  9995 12790 10699 10362 13401  7880,1716194164.5688555241
11 19 27 28 42 44 45,9470 10144 12843 10747 11369 13763  8699,1716194164.6120750904
11 19 27 28 42 45,10081 11208 13209 11198 11634  9423,1716194164.6550307274
11 19 28 42,10111 11256 11197 12836,1716194164.6980605125
11 28 42,10613 10897 13277,1716194164.7409138680
28,10817,1716194164.7841143608
28,10687,1716194164.8269956112
28,10658,1716194164.8700902462
28,10715,1716194164.9130148888
28,10896,1716194164.9559903145
28 44,10869 15429,1716194164.9990248680
28 44,11290 14301,1716194165.0419945717
44,14756,1716194165.0850555897
44,13729,1716194165.1279034615
44,14057,1716194165.1710128784
42,14585,1716194165.4719858170
42,12205,1716194165.5150744915
