TAX,ADC,TS
11 28,9932 11785,1716186612.9491312504
11 28,10176 11720,1716186612.9921956062
28,10687,1716186613.0351307392
11 28,9631 11070,1716186613.0781753063
11 28,9445 10918,1716186613.1211204529
11 28,9596 10779,1716186613.1641328335
11 20 28,9266 12611 10801,1716186613.2071697712
11 20 28,9081 12230 10714,1716186613.2501304150
11 20 28,9004 11721 10692,1716186613.2931721210
11 20 27 28 29,9369 12206 11439 11270 12092,1716186613.3361797333
3 11 20 27 28 29,12151  9396 11861 11261 11198 11357,1716186613.3791832924
3 11 20 27 28 29,9986  9271 11618 10892 11048 11046,1716186613.4221663475
3 11 19 20 27 28 29,9531  9367 12109 11197 10135 11143 10916,1716186613.4652154446
3 11 19 20 27 28 29,9290  9303 11162 11139  9225 11090 10710,1716186613.5082046986
3 11 19 20 27 28 29 44,6373  9194  9095 10559  8969 10782 10448 12927,1716186613.5511274338
3 11 19 20 27 28 29 44,5992  8993  7089 10237  8605 10631 10358 12558,1716186613.5941462517
3 11 19 20 26 27 28 29 44,5898  9000  6569  9384 10890  8587 10644 10350 11260,1716186613.6371617317
3 11 18 19 20 26 27 28 29 44,5752  8958 12168  6227  8831 10510  8594 10493 10220 10832,1716186613.6801466942
3 11 18 19 20 21 26 27 28 29 34 44,5637  8843 10830  5985  8424 14162 10616  8346 10633 10238 14911  7163,1716186613.7232246399
3 11 18 19 20 21 26 27 28 29 36 44,5319  8364 10685  5173  8001 10573 10815  8361 10427 10140 13223 12731,1716186615.6582114697
3 11 18 19 20 21 27 28 29,5547  7725 10763  5616  8709 10663  8306 10382 10272,1716186615.7011885643
3 11 19 20 21 27 28 29,5660  8653  6289 10203 10777  8382 10417 10258,1716186615.7441728115
3 11 19 20 21 27 28 29,6026  8877  8549 10402 11271  8343 10768 10697,1716186615.7871761322
3 11 19 20 21 27 28 29,8760  8943  9735 11108 12496 10209 10787 11031,1716186615.8301684856
3 11 19 20 27 28 29,9054  9013 10264 11119 10884 10979 11021,1716186615.8731784821
11 20 27 28 29,8909 10920 10898 10945 11349,1716186615.9161472321
11 20 28,8783 10911 10447,1716186615.9590907097
11 20 28,8957 11710 10646,1716186616.0021572113
11 20 28,9285 14461 10877,1716186616.0451068878
11 28,9565 11258,1716186616.0880513191
11,11078,1716186616.1311521530
