TAX,ADC,TS
11,10484,1716195304.4181797504
11,10063,1716195304.4611747265
11 28,9791 11886,1716195304.5041534901
11 28,9334 11418,1716195304.5471117496
11 28,9263 11198,1716195304.5901546478
11 19 28,9138 11492 11159,1716195304.6331579685
11 19 28,8933 10220 10875,1716195304.6761050224
11 19 28,8767  9865 10856,1716195304.7191209793
11 19 28 44,8805  9711 11018 13132,1716195304.7621686459
3 11 19 20 27 28 29 44,12951  9051  8281 14344 13652 11480 12549 12713,1716195304.8051657677
3 11 19 20 27 28 29 44,6149  8909  8026 13610 12820 11190 11351 12557,1716195304.8482267857
3 11 19 20 27 28 29 44,5821  8865  7989 13407 12580 11281 11152 12586,1716195304.8911416531
3 11 19 20 26 27 28 29 44,5593  8904  6794 12742  9254 12469 11003 10720 12580,1716195304.9341943264
3 11 19 20 21 26 27 28 29 34 44,5382  8817  5866 12166 11206  9003 12247 10734 10580 13081 12517,1716195304.9771788120
3 11 19 20 21 26 27 28 29 34 36 44,5235  8751  5751 11576 10874  8694 10255 10782 10279 12075 15160 11421,1716195305.0201718807
3 11 18 19 20 21 26 27 28 29 36 44,4007  8513 14056  4682 10335 10163  8729  9482 10302 10089 15415 12483,1716195306.9119620323
3 11 19 20 21 26 27 28 29 36 44,4798  8531  4807 10482 10391  9646  9910 10345  9997 15325 12703,1716195306.9550035000
3 11 19 20 21 27 28 29 44,5007  8507  5172 11010 10729 12202 10294 10463 12753,1716195306.9979484081
3 11 19 20 21 27 28 29 44,5201  8628  6388 11695 11053 12349 10578 10893 13225,1716195307.0409669876
3 11 19 20 21 27 28 29,5545  8829  7639 12907 11476 12661 10887 11332,1716195307.0840106010
11 19 20 28,8559  9469 13742 10682,1716195307.1270570755
11 19 28,8555  9361 10815,1716195307.1699216366
11 28,8793 11226,1716195307.2130002975
11 28,9001 11190,1716195307.2559232712
11 28,9204 11383,1716195307.2991344929
11,9820,1716195307.3421308994
