TAX,ADC,TS
11,10219,1716191442.3139038086
11,9404,1716191442.3567798138
11,9292,1716191442.3998234272
11 19 28,9711 11491 12236,1716191442.4428358078
11 19 28,9455 10476 11780,1716191442.4858367443
11 19 28,9179 10097 11416,1716191442.5288105011
11 19 28 44,8994  9749 11192 13363,1716191442.5718297958
11 19 27 28 44,9090  9851 13258 11300 13279,1716191442.6148490906
11 19 27 28 44,8939  9742 12854 11105 12864,1716191442.6578848362
3 11 19 27 28 44,13538  8993  9793 12699 11066 12723,1716191442.7008023262
3 11 19 20 21 27 28 44,8235  9132  9639 15100 12871 12617 11247 12628,1716191442.7438824177
3 11 19 20 21 27 28 44,6224  9132  9697 14260 12044 12617 11286 12638,1716191442.7869019508
3 11 19 20 21 27 28 29 44 45,6085  9038  7985 12878 11409 12593 11290 14621 12661 11040,1716191442.8298678398
3 11 19 20 21 27 28 29 44 45,5683  8915  7652 12012 10999 12423 11409 12077 12462 10363,1716191442.8726825714
3 11 19 20 21 27 28 29 44 45,5465  8854  7018 11853 10836 12118 11173 11449 12598  8613,1716191442.9158484936
3 11 19 20 21 26 27 28 29 44 45,5429  8876  6530 11762 10805 13000 12183 11047 11314 12302  8262,1716191442.9588572979
3 11 19 20 21 26 27 28 29 42 44 45,4700  8852  6292 11615 10719 12827 12127 11087 11114 15491 12309  7977,1716191443.0018968582
2  3 11 19 20 21 26 27 28 29 34 44,11639  4714  8819  5855 11148 10543 12516 10118 10518 10929 12672 12074,1716191445.3238120079
2  3 11 19 20 21 26 27 28 29 44,14451  4655  8821  6077 11272 10660 12916 10180 10644 11075 12073,1716191445.3668251038
2  3 11 19 20 21 27 28 29 44,16195  5330  8739  6487 11582 10756 12197 10542 11404 12277,1716191445.4097957611
2  3 11 19 20 21 27 28 44,11811  5671  8826  9127 12898 10879 12233 10718 12469,1716191445.4526684284
2  3 11 19 20 21 27 28 44,14383  7780  8897  9382 13378 11183 12111 10982 12489,1716191445.4958109856
11 19 27 28 44,8711  9395 12062 11041 12679,1716191445.5388481617
11 19 27 28 44,8752  9551 12100 11002 12887,1716191445.5818178654
11 19 27 28 44,8895  9596 12181 11226 12897,1716191445.6245915890
11 19 27 28,9311 10001 12535 11383,1716191445.6678161621
11 19 27 28,9457  9917 12612 11720,1716191445.7108845711
11 19 28,10849  9693 11065,1716191445.7539150715
11 28 44,9259 10495 13208,1716191445.7967660427
11 28,9491 11098,1716191445.8398621082
11 19 28,9934 10682 11109,1716191445.8828423023
27,12251,1716191445.9258480072
19 28,9843 11187,1716191445.9850261211
