TAX,ADC,TS
11,11148,1716195248.0029809475
11,10177,1716195248.0460076332
11,9570,1716195248.0888528824
11 28,9884 12358,1716195248.1319625378
11 28,9407 11683,1716195248.1749904156
11 28,9130 11183,1716195248.2179827690
11 28,9079 10975,1716195248.2608089447
11 19 28 44,9164 11329 11084 13326,1716195248.3039603233
11 19 28 44,9187 10799 11250 12999,1716195248.3469972610
11 19 28 44,8927 10012 11086 12888,1716195248.3899731636
3 11 19 27 28 44,13586  8917  9824 13500 11182 12966,1716195248.4329752922
3 11 19 27 28 44,9510  8956  9998 12936 11354 12865,1716195248.4759647846
3 11 19 20 27 28 29 44,8374  9073  7995 15195 12638 11315 12078 12587,1716195248.5190048218
3 11 19 20 27 28 29 44,5957  9030  7045 13947 12284 11456 11222 12425,1716195248.5619060993
3 11 19 20 21 27 28 29 44,5811  8901  6503 13549 13823 12297 11277 11086 12777,1716195248.6049573421
3 11 19 20 21 26 27 28 29 42 44,5623  9045  6075 13013 11255  9423 12343 11099 10732 11993 12559,1716195248.6480479240
3 11 19 20 21 26 27 28 29 42 44,5471  8987  5575 12632 10917  9141 12407 10966 10595 11797 12481,1716195248.6910233498
3 11 18 19 20 21 26 27 28 29 42 44,5443  9025 11624  5063 11802 10667  9059 12636 10902 10475 11133 12641,1716195248.7340672016
3 11 18 19 20 21 26 27 28 29 36 44,4107  8601  8793  4090  9991 10238  8465  8478  7440  9749 13296 12927,1716195250.6260149479
3 11 18 19 20 21 26 27 28 29 36 44,4295  8684 10837  4488 10315 10523  9075 10042 10375 10242 14002 12932,1716195250.6688687801
3 11 18 19 20 21 26 27 28 29,4334  8710 11002  4513 10561 10781 12968 10079 10351 10259,1716195250.7119700909
3 11 19 20 21 27 28 29,4617  8586  5006 11215 10998 12287 10366 10420,1716195250.7549502850
3 11 19 20 21 27 28 29,5452  8691  5910 12088 11771 12404 10538 10799,1716195250.7979166508
3 11 19 20 27 28 29,7319  8689  6606 13167 12406 10823 11041,1716195250.8410017490
3 11 19 20 27 28,7885  8851  8031 15358 12517 11023,1716195250.8841526508
3 11 19 28,13703  8744  9395 11087,1716195250.9270102978
11 19 28,8998 10016 11674,1716195250.9698061943
11 28,8932 11357,1716195251.0129356384
11 28,9146 11564,1716195251.0559134483
11,9148,1716195251.0989165306
11,9901,1716195251.1419072151
