TAX,ADC,TS
11,11974,1716191067.8842148781
11,11532,1716191067.9272403717
11 28,10861 12388,1716191067.9702496529
11 28,10133 11462,1716191068.0132832527
11 28,9663 11163,1716191068.0562074184
11 19 28,9693 12767 11204,1716191068.0992240906
11 19 20 28,9815 10747 16255 11359,1716191068.1422445774
11 19 20 27 28 29,9657 10854 15308 14112 11599 12096,1716191068.1852228642
11 19 20 27 28 29,9428 10339 14692 12257 11531 11123,1716191068.2282469273
3 11 19 20 27 28 29,9937  9550 10409 13823  9981 11699 10931,1716191068.2713096142
3 11 19 20 27 28 29,9623  9433 10190 13408  9763 11529 10689,1716191068.3142740726
3 11 19 20 27 28 29,9133  9197  9803 12749  9444 11441 10494,1716191068.3572318554
3 11 19 20 27 28 29,8719  8963  9499 12243  9082 10939 10267,1716191068.4002487659
3 11 19 20 21 27 28 29,8613  8959  9195 11873 11647  8919 10845 10422,1716191068.4433028698
3 11 18 19 20 21 26 27 28 29,5893  9203 11386  8665 11633 10909 11431  8680 11011 10414,1716191068.4861423969
3 11 18 19 20 21 26 27 28 29 44,5706  9081 10996  8367 11384 10606 10624  8330 10879 10242 14001,1716191068.5292677879
3 11 18 19 20 21 26 27 28 29 44,5572  9086 10764  8125 11274 10392 10374  8215 10792 10245 13410,1716191068.5722744465
3 11 18 19 20 21 26 27 28 29 44,5480  9081 10489  7229 11180 10344 10357  8255 10840 10153 12441,1716191068.6151773930
3 11 18 19 20 21 26 27 28 29 34 44,4499  8865 10306  6761  9052 10273 10306  8285 10815 10021 13261 12607,1716191068.6582520008
3 11 18 19 20 21 26 27 28 29,4388  8714 10156  5335  8359 10111  8698  8091 10472  9938,1716191070.5502021313
3 11 18 19 20 21 26 27 28 29,4450  8788 10358  5752  8562 10163  9133  8094 10558 10034,1716191070.5931699276
3 11 18 19 20 21 27 28 29,5438  8622 10492  6436 10690 10446  7906 10453 10138,1716191070.6361911297
3 11 18 19 20 21 27 28 29,5591  8827 10960  7217 10891 10549  8277 10676 10334,1716191070.6791880131
3 11 19 20 21 27 28 29,8477  8820  8277 11343 10889  8343 10742 10508,1716191070.7222931385
3 11 19 20 21 27 28 29,8663  8896  9233 11724 11305  8677 10860 10756,1716191070.7651944160
3 11 19 20 27 28 29,8879  8997  9352 12035  9024 10966 10821,1716191070.8082370758
11 19 20 27 28 29,9210 10026 12702 11113 11333 11857,1716191070.8512446880
11 19 20 27 28,9291 10063 13882 11391 11100,1716191070.8941977024
11 19 28,9176 15066 11190,1716191070.9371595383
11 28,9293 11284,1716191070.9801180363
11 28,9891 12031,1716191071.0231299400
19 28,10590 12096,1716191071.0661647320
11,10918,1716191071.1521999836
