TAX,ADC,TS
11 29,8806 10268,1716192364.9813849926
11 29,8777 10171,1716192365.0243246555
11 29,8770 10189,1716192365.0674309731
11 29,8772 10185,1716192365.1104364395
11 20 29,8691 15306 10103,1716192365.1533474922
11 20 28 29,8628 15352 11414 10171,1716192365.1963350773
11 20 28 29,8607 15138 11038 10274,1716192365.2393763065
11 20 28 29,7777 11012 10788 10273,1716192365.2823791504
11 20 28 29,7677 10321 10498 10229,1716192365.3254089355
3 11 20 28 29,12887  7704 10219 10410 10140,1716192365.3683452606
3 11 20 28 29 45,8087  7750 10336 10385 10156 11502,1716192365.4113907814
3 11 20 28 29 45,7470  6187  9898 10475 10293  7884,1716192365.4544100761
3 11 20 28 29 45,5323  5474  9611 10536  9445  7948,1716192365.4973928928
3 11 20 28 29 45,5229  5226  9283 10559  9522  7785,1716192365.5403463840
3 11 20 27 28 29 36 45,5202  4586  9199 12831 10583  9328 14088  6694,1716192365.5834150314
3 11 19 20 27 28 29 36 45,5110  4244 13970  8775 12536 10664  9251 11824  5683,1716192365.6264092922
3 11 19 20 27 28 29 36 45,5053  3911 11587  8549 12509 10673  6807 11371  5049,1716192365.6693608761
3 11 18 19 20 27 28 29 36 44 45,4623  3695 10766  9992  8319 12407 10776  6586 11043 12759  4911,1716192365.7123916149
3 11 18 19 20 26 27 28 29 36 44 45,4525  3481 10680  9556  8287 11374 12322 10708  6444 10625 12701  4730,1716192365.7554359436
3 11 18 19 20 26 27 28 29 36 44 45,4448  3311 10492  9343  8183  9229 12321 10578  6376 10579 12579  4581,1716192365.7984395027
3 11 18 19 20 21 27 28 29 36 45,3850  3018 10395  7478  6910 10442  8878 10089  6266  7749  5627,1716192367.8624465466
3 11 18 19 20 27 28 29 36 45,3969  3334 10784  9630  6929 12469 10163  6355  8164  7327,1716192367.9054253101
3 11 19 20 27 28 29 36 45,4015  3491  9822  7091 12298 10158  6424  8593  7668,1716192367.9483554363
3 11 19 20 27 28 29 36 45,4893  3747 10131  7381 12522 10314  6712 10141 12051,1716192367.9913737774
3 11 20 28 29 36,5128  4286  7834 10664  9531 10658,1716192368.0344336033
3 11 20 28 29 36,7045  4586  8021 10669  9939 11335,1716192368.0774786472
3 11 20 28 29 36,7493  5622  8773 10916 10021 13273,1716192368.1203303337
11 20 28 29 36,7417  8895 11130  9998 14761,1716192368.1635539532
11 20 28 29,7681  9795 11055 10229,1716192368.2065279484
11 20 28 29,7667 10808 11186 10249,1716192368.2494287491
11 29,7737 10444,1716192368.2922997475
11 29,8553 10265,1716192368.3353734016
11 29,8638 10235,1716192368.3783924580
11 29,8731 10311,1716192368.4218745232
