TAX,ADC,TS
11,11425,1716182220.4096024036
11,11277,1716182220.4525372982
11,11224,1716182220.4954802990
11,10954,1716182220.5385203362
11,10717,1716182220.5814409256
11,10486,1716182220.6243436337
11,10355,1716182220.6674349308
11,9735,1716182220.7104368210
11,9324,1716182220.7534360886
11,8843,1716182220.7963171005
11,8847,1716182220.8394339085
11 28,9227 12194,1716182220.8824512959
11 19 28,9379 10577 12386,1716182220.9254035950
11 19 28,9199 10074 12120,1716182220.9683725834
3 11 19 28,13419  9315 10015 12113,1716182221.0115184784
3 11 19 28,6470  9300  9851 11840,1716182221.0544767380
3 11 19 28,6049  9133  9698 11716,1716182221.0975079536
3 11 19 28,5815  9009  9596 11295,1716182221.1402931213
3 11 19 28,5791  9017  9600 11218,1716182221.1835780144
3 11 19 27 28,5834  9074  9910 12933 11496,1716182221.2266006470
3 11 19 20 27 28,5591  9036  9838 12602 12816 11305,1716182221.2696332932
3 11 19 20 27 28,5480  9004  9746 12335 12698 11151,1716182221.3125030994
3 11 19 20 27 28,4575  8923  9326 11871 12444 10947,1716182221.3556547165
3 11 19 20 27 28,4388  8803  9244 11662 12397 10944,1716182221.3984568119
3 11 19 20 27 28,4251  8773  8386 11440 12141 10953,1716182221.4415879250
3 11 19 20 27 28 44,4164  8698  7290 11011 11656 11023 13769,1716182221.4845612049
3 11 19 20 26 27 28 44,4055  8793  6683 11129 11317 11973 11204 13319,1716182221.5275573730
3 11 19 20 26 27 28 42 44,3960  8754  6453 10865 11139 11891 11177 12741 12873,1716182221.5706052780
3 11 19 20 26 27 28 42 44,3731  8830  5599 10479 11109 11525 11087 12432 12660,1716182221.6134514809
3 11 19 20 21 26 27 28 29 34 42 44,3579  8770  5343 10679 12077 11209 11317 11247 12034 13245 11432 12487,1716182221.6563355923
3 11 19 20 21 26 27 28 29 34 42 44,3564  8766  5213 10551 11419 11168 11402 11196 12022 12727 10947 12573,1716182221.6994655132
3 11 19 20 21 26 27 28 29 34 42 44,3355  8670  5003  9709 10820  9294 11290 11136 11892 12289 10478 12447,1716182221.7425239086
3 11 19 20 21 26 27 28,3391  8506  4432  9908 10562  9311 12270 10531,1716182223.6775140762
3 11 19 20 21 26 27 28,3498  8559  4888  9877 10650 13166 12148 10714,1716182223.7204041481
3 11 19 20 26 27 28,3600  8607  5185 10273 13722 11657 10582,1716182223.7634727955
3 11 19 20 27 28,3789  8522  5885 10442 11841 10687,1716182223.8065586090
3 11 19 20 27 28,3930  8565  7677 10950 12366 10875,1716182223.8494157791
3 11 19 20 27 28,4171  8547  9070 11498 12385 10888,1716182223.8923873901
3 11 19 20 27 28,4245  8732  9295 14141 12451 11052,1716182223.9354984760
3 11 19 20 28,4994  8675  9011 16169 10949,1716182223.9783830643
3 11 19 28,5171  8685  9241 11013,1716182224.0214128494
3 11 19 28,5506  8893  9612 11521,1716182224.0643341541
3 11 19,5664 8874 9423,1716182224.1074562073
3 11 19,5810 8930 9601,1716182224.1504349709
11 19,8888 9707,1716182224.1933965683
11,8653,1716182224.2363009453
11,8813,1716182224.2794072628
11,9002,1716182224.3224349022
11,9507,1716182224.3654069901
11,11831,1716182224.4082927704
11,12636,1716182224.4514229298
11,13148,1716182224.4944093227
11,15028,1716182224.5374090672
