TAX,ADC,TS
11,12261,1716179508.8813705444
11,14535,1716179508.9243583679
11,14759,1716179508.9673151970
11,9427,1716179509.0103578568
11,9140,1716179509.0533406734
11 28,9431 11695,1716179509.0965499878
11 28,9226 11163,1716179509.1395211220
11 20 28,9191 13811 11018,1716179509.1823725700
11 20 28,9091 11965 10929,1716179509.2253463268
11 20 28,8880 11563 10610,1716179509.2683637142
11 20 21 28 29,8929 11330 14690 10930 11979,1716179509.3113813400
11 19 20 21 28 29,8996 10408 11767 13433 11293 11844,1716179509.3543949127
3 11 19 20 21 28 29,6704  9087  9985 11510 13079 11019 11723,1716179509.3973362446
3 11 19 20 21 28 29,6335  8958  9754 10963 11479 10922 11335,1716179509.4403831959
3 11 19 20 21 28 29,5732  8908  9514 10641 11003 11259 11295,1716179509.4834940434
3 11 19 20 21 28 29,5574  8791  9219 10461 10601 11062 11136,1716179509.5265247822
3 11 19 20 21 23 28 29 44,5389  8654  9129 10392 10264 14209 11178  9216 14025,1716179509.5695481300
3 11 19 20 21 23 28 29 44,5340  8668  9048 10391 10193 13897 11266  9171 13159,1716179509.6126062870
3 11 19 20 21 23 27 28 29 37 44,5249  8752  7768 10070 10175 13152 12885 11252  9044 16325 12555,1716179509.6556701660
3 11 19 20 21 23 27 28 29 37 44,5162  8788  5962  9840 10034 12983 12247 10327  8935 13154 12547,1716179509.6987009048
3 11 19 20 21 23 27 28 29 37 44,5058  8732  5476 10024  9979 12875 12410  9195  9052 13131 12371,1716179509.7416501045
3 11 19 20 21 23 27 28 29 37 44 45,4973  8682  4975  9821  9900 12944 12293  8858  8957 12443  9477 10337,1716179509.7846841812
3 11 19 20 21 23 27 28 29 37 44 45,4949  8649  4575  9668  9747 12953 12149  7163  8790 12295  8967  8216,1716179509.8276748657
3 10 11 19 20 21 23 27 28 29 37 44,4857 13282  8523  4307  9399  9684 12635 11912  7881  8629 11993 12954,1716179511.2895176411
3 11 19 20 21 23 27 28 29 37,4915  8486  4546  9462  9681 12693 11949  8788  8734 12121,1716179511.3325293064
3 11 19 20 21 23 27 28 29 37,4979  8619  5713  9835  9915 12867 12733 10674  8769 12287,1716179511.3755452633
3 11 19 20 21 23 28 29,4992  8603  7373  9686  9828 12782 10632  8838,1716179511.4185473919
3 11 19 20 21 23 28 29,5175  8609  9069  9971 10021 12943 10853  9125,1716179511.4615397453
3 11 19 20 21 23 28 29,5337  8742  9407 10520 10086 13549 11038  9279,1716179511.5045132637
3 11 19 20 21 28 29,6479  8954  9966 10865 10158 11317 10963,1716179511.5475616455
3 11 20 21 28 29,9146  8841 11264 10355 10891 11239,1716179511.5905382633
11 20 21 28 29,8970 11708 10500 11174 11833,1716179511.6335535049
11 20 21 28,9139 12175 10533 11664,1716179511.6765046120
11 20 21 28,9402 13153 10874 11790,1716179511.7195458412
11 21,9422 10764,1716179511.7625241280
11 21,10129 11239,1716179511.8055894375
