TAX,ADC,TS
11,10731,1716186070.8888401985
11 28,9989 12783,1716186070.9318275452
11 28,9724 11734,1716186070.9748787880
11 28,9151 11133,1716186071.0178411007
11 19 28,9043 11039 10955,1716186071.0608928204
11 19 28,9027 10198 10915,1716186071.1038827896
3 11 19 20 28,8440  9239 10043 14517 11089,1716186071.1471097469
3 11 19 20 28 29,7991  9140  9967 14254 11401 12328,1716186071.1901528835
3 11 19 20 27 28 29,6099  9100  9733 12562 13206 11449 11642,1716186071.2330558300
3 11 19 20 21 27 28 29,5886  9034  7992 12811 12035 12907 11325 11454,1716186071.2761259079
3 11 19 20 21 27 28 29,5658  8922  7332 12109 11442 12757 11390 11125,1716186071.3191535473
3 11 19 20 21 27 28 29,5517  8869  6479 11684 11231 12673 11175 10742,1716186071.3619568348
3 11 19 20 21 27 28 29,5387  8786  5848 11520 10897 12527 11056 10581,1716186071.4048585892
3 11 19 20 21 27 28 29 44,5315  8749  5500 11340 10741 12310 10864 10516 13935,1716186071.4479115009
3 11 19 20 21 26 27 28 29 44,5234  8810  5028 11176 10657  9238 10121 10826 10559 12837,1716186071.4909312725
3 11 18 19 20 21 26 27 28 29 36 44,4798  8807 11422  5111 11071 10666  9327 10121 10786 10585 14763 12677,1716186071.5338902473
3 11 18 19 20 21 26 27 28 29 36 44,4427  8763 10846  4808 10856 10463  8961 10099 10642 10316 14310 12813,1716186071.5768604279
3 11 18 19 20 21 26 27 28 29 36 44,4055  8546  9165  4539  8377 10399  8703 10006 10680 10205 13507  9385,1716186071.6200292110
3 11 18 19 20 21 26 27 28 29 36,3903  7615 10574  4198  7678  9995  8674 10130 10676  9826 12795,1716186073.5121490955
3 11 18 19 20 21 26 27 28 29 36,4034  7684 11006  4467 10006 10127 13318 10109 10634 10172 13458,1716186073.5551137924
3 11 19 20 21 27 28 29,4232  8501  4410 10172 10391  9882 10415 10165,1716186073.5982079506
3 11 19 20 21 27 28 29,5107  8609  4703 10547 10478 12575 10379 10546,1716186073.6411855221
3 11 19 20 21 27 28 29,5349  8615  5665 10955 10870 12645 10539 10781,1716186073.6841735840
3 11 19 20 21 27 28 29,5519  8712  6848 11432 11209 12725 10729 11354,1716186073.7271366119
3 11 19 20 21 28,7241  8749  7768 12018 11013 10517,1716186073.7701349258
11 19 20 28,8861  9582 14261 10888,1716186073.8131296635
11 19 28,9119 10397 11273,1716186073.8560922146
11 28,9294 11642,1716186073.8991217613
11 28,9590 11768,1716186073.9421007633
11,10012,1716186073.9850916862
11,10578,1716186074.0711150169
