TAX,ADC,TS
44,15910,1716193191.5095863342
44,15803,1716193191.5525031090
44,15743,1716193191.5955061913
44,13501,1716193191.6386253834
20,14048,1716193192.1547551155
20 45,13119 12051,1716193192.1977429390
20 45,13222 11943,1716193192.2406711578
20 45,11560 11911,1716193192.2836942673
20 45,10204 11870,1716193192.3267455101
20 45,8862 8610,1716193192.3697593212
20 45,7425 8492,1716193192.4126203060
20 45,6838 8174,1716193192.4557540417
20 45,6434 8049,1716193192.4987812042
20 35 45,5755 16069  6840,1716193192.5418968201
20 35 45,5434 15375  6827,1716193192.5844871998
20 35 45,4981 13793  6615,1716193192.6275067329
20 35 45,4763 14047  6570,1716193192.6704990864
20 28 35 42 45,4861 11944 13951 13073  6613,1716193192.7134966850
20 28 35 42 45,4497 11405 13963 12418  6504,1716193192.7565290928
20 28 35 42 45,4267 11157 13957 12201  6420,1716193192.7994978428
20 28 35 42 45,4159 10987 12961 12062  6437,1716193192.8425045013
12 20 28 35 42 45,15534  3999 10723 11989 12116  6292,1716193192.8855099678
12 20 28 35 42 45 46,16054  3553 10650  9597 11818  6461 11853,1716193192.9285125732
12 20 28 35 42 45 46,14167  3395 10620  8353 11635  6477 11158,1716193192.9715189934
12 20 28 35 42 45 46 53,14245  3289 10493  7650 11693  6710 11053 14291,1716193193.0145323277
12 20 28 35 42 45 46 50 53,13326  3231 10556  7439 11884  6565 10919 15923  9547,1716193193.0575382710
11 12 20 28 35 42 45 46 50 53,10102 13157  3282 10614  7387 11973  6198 10632 15539  8580,1716193193.1005170345
11 12 20 28 35 42 45 46 50 53,9229 11714  3067 10635  7265 11898  5685  8090 15259  8438,1716193193.1435012817
11 12 20 28 35 42 45 46 50 53,9066 10042  3023 10582  7194 11847  5569  7722 15404  8146,1716193193.1865410805
11 12 20 28 35 42 45 46 50 53,8925  9226  2853  9586  7037 11833  5189  7700 15391  7723,1716193193.2295343876
11 12 20 28 35 42 43 45 46 50 53 61,8891  8575  2729  9114  6940 11981 14061  4758  7903 15286  7796  7563,1716193193.2725331783
5 11 12 20 28 35 42 43 45 46 50 53,9115  8778  5903  2309  5860  5955 11858 13654  4922  7951 14365  7567,1716193195.2075273991
5 11 12 20 28 35 42 43 45 46 50 53,9924  8770  6354  2396  7994  6591 11865 13508  5258  7994 14361  7259,1716193195.2504944801
5 11 12 20 28 35 42 43 45 46 50 53,9807  8844  6404  2473  8536  6634 12007 15027  5883  8092 14818 10106,1716193195.2935292721
5 11 12 20 28 35 42 45 46 50 53,16111  9165  7235  2597  9322  6991 11871  6469 10036 14943 10421,1716193195.3364744186
12 20 28 35 42 45 46 50,7755  2533 10426  7023 11058  6661 11653 14817,1716193195.3794903755
12 20 28 35 42 45 50,9336  2654 10246  7282 11206  6452 14811,1716193195.4224755764
12 20 28 35 42 45 50,10878  2737 10478  7229 11998  6461 14912,1716193195.4654397964
12 20 28 35 42 45,13324  2947 10861  8661 11974  6638,1716193195.5085046291
12 20 28 35 42 45,14096  3215 11247  8814 12089  6820,1716193195.5514423847
12 20 28 35 42 45,14168  3426 11283  8976 12309  6772,1716193195.5944881439
20 35 42 45,3475  9245 12384  6931,1716193195.6374650002
20 35 45,3737 10684  7804,1716193195.6804764271
20 35 45,3893 11145  7946,1716193195.7234690189
20 35 45,4210 11665  8078,1716193195.7664511204
20 35 45,4645 13035 12207,1716193195.8094561100
20 35 45,4915 14291 11947,1716193195.8524522781
20 45,5074 12161,1716193195.8954737186
20,5056,1716193195.9384274483
20 27,8659 11754,1716193195.9814517498
20,10772,1716193196.0244641304
20 44,12267 12783,1716193196.0674808025
20 44,14177 12301,1716193196.1104989052
44,12279,1716193196.1534743309
44,12451,1716193196.1964461803
44,12388,1716193196.2394652367
