TAX,ADC,TS
11,10994,1716187283.6537220478
11,9096,1716187283.6964590549
11,9075,1716187283.7397332191
2 11 20,14481  8895 15247,1716187283.7828872204
2  3 11 19 20 21 28,15743 10330  9600 10781 14366 11924 12235,1716187283.8255724907
2  3 11 19 20 21 27 28,14642  8378  9472 10297 13714 11404 12125 11609,1716187283.8685824871
2  3 11 19 20 21 27 28 29,14518  8085  9257  9649 12958 11277 11442 11185 12029,1716187283.9117934704
2  3 11 19 20 21 27 28 29,14463  5973  9114  6981 12165 10981  9364 11297 10978,1716187283.9547848701
2  3 11 19 20 21 27 28 29,14483  5870  9056  6549 11897 10958  9175 11084 10747,1716187283.9977235794
2  3 11 19 20 21 27 28 29,13477  5456  8993  5526 11478 10669  8709 10814 10652,1716187284.0404736996
2  3 11 19 20 21 27 28 29 36,13402  4936  8916  4947 11214 10692  8448 10801 10555 14079,1716187284.0837838650
2  3 11 18 19 20 21 26 27 28 29 36,12706  4493  8748 11349  4712 10843 10302 13518  8251 10785 10436 13333,1716187284.1267628670
2  3 10 11 18 19 20 21 27 28 29 36,12223  4322 13743  7967 10994  4371  9856  9940  8523 10356  9939 12771,1716187285.9756684303
2  3 11 19 20 21 27 28 29,12670  4382  8601  4523 10250 10233  8658 10414 10211,1716187286.0186369419
2  3 11 19 20 21 27 28 29,13515  5390  8735  4992 10901 10550  8823 10704 10567,1716187286.0617244244
2  3 11 19 20 21 27 28 29,15293  5723  8885  6561 11208 10679 11338 11101 11589,1716187286.1046838760
2  3 11 19 20 21 27 28,16278  5925  8959  7330 11695 10670 11410 11179,1716187286.1476402283
3 11 19 20 21 28,8061  9119  9765 12593 11026 11323,1716187286.1906490326
11 20 28,8758 13084 11918,1716187286.2336790562
11,8841,1716187286.2764930725
11,10939,1716187286.3196361065
11,13808,1716187286.3626153469
