TAX,ADC,TS
11,10494,1716186183.0546708107
11 28,10569 12685,1716186183.0977005959
11 28,9628 11364,1716186183.1405284405
11 28,9185 10903,1716186183.1836874485
11 19 27 28,9404 12450 12321 11245,1716186183.2266674042
11 19 27 28,9357 10202 11522 11280,1716186183.2697565556
3 11 19 27 28 29,8786  9632 10403 11540 11542 12355,1716186183.3127467632
3 11 19 20 27 28 29,8200  9543 10479 14789  9910 11715 11681,1716186183.3556659222
3 11 19 20 27 28 29,8098  9412 10236 14193  9596 11449 11365,1716186183.3987352848
3 11 19 20 21 27 28 29,6278  9318 10267 13847 12053  9430 11437 11387,1716186183.4416542053
3 11 19 20 21 27 28 29,5827  9023  8756 13092 11108  8723 11241 10891,1716186183.4844965935
3 11 19 20 21 27 28 29,5546  8963  6387 12922 10739  8479 11052 10509,1716186183.5276572704
3 11 19 20 21 27 28 29,5448  8874  5849 12463 10654  8380 10958 10447,1716186183.5706837177
3 11 19 20 21 26 27 28 29 36 44,4554  8901  5442 11587 10573 13559  8420 10750 10509 16300 14132,1716186183.6137359142
3 11 19 20 21 26 27 28 29 36 44,4447  8878  5186 11253 10649  9223  8417 10844 10577 13063 12649,1716186183.6565189362
3 11 18 19 20 21 26 27 28 29 36 44,4407  8060 11338  5003 11103 10533  8929  8342 10840 10411 12996 12543,1716186183.6997146606
3 11 18 19 20 21 26 27 28 29 36 44,4025  7903 10700  4673 10707 10493  8549  8427 10758 10191 12493 11003,1716186183.7426202297
3 11 18 19 20 21 26 27 28 29 36 44,3704  7426  7450  3767  9431  9975  7946  6750  6632  9702 10891 12379,1716186185.6346263885
3 11 18 19 20 21 26 27 28 29 36 44,3946  7470  9972  3843  9586 10075  8070  6817  6924  9716 11272 13153,1716186185.6777448654
3 11 18 19 20 21 26 27 28 29 36,4057  7629 10566  4132 10159 10242  8631  7923  9538  9729 11725,1716186185.7205827236
3 11 18 19 20 21 26 27 28 29 36,4190  8645 10876  4323 10476 10166 13049  8074 10769  9825 11815,1716186185.7636687756
3 11 18 19 20 21 27 28 29 36,4250  8654 11012  4687 10888 10356  8124 10651  9970 12491,1716186185.8067295551
3 11 19 20 21 27 28 29,4328  8624  4719 10781 10485  8138 10413 10223,1716186185.8496203423
3 11 19 20 21 27 28 29,5515  8845  5751 11416 10721  8522 10667 10508,1716186185.8925459385
3 11 19 20 21 27 28 29,5774  9126  7492 11622 11114  8803 10781 11067,1716186185.9357156754
3 11 19 20 21 27 28 29,7630  9108  9429 12442 11371 11073 10892 11497,1716186185.9786925316
3 11 19 20 27 28,7997  9231  9832 14820 10988 10622,1716186186.0217189789
11 19 27 28,9012  9921 11395 10945,1716186186.0644447803
11 28,9102 11114,1716186186.1076953411
11 28,9325 11506,1716186186.1506626606
11,10197,1716186186.1936542988
11,10244,1716186186.2365098000
11,10056,1716186186.2796778679
