TAX,ADC,TS
11,10327,1716195569.6720678806
11,9845,1716195569.7152245045
11 28,10410 12014,1716195569.7582309246
11 28,10012 11596,1716195569.8011705875
11 28,9598 11337,1716195569.8441956043
11 28,9234 11118,1716195569.8872661591
3 11 19 27 28,9715  9445 12116 14719 11395,1716195569.9300639629
3 11 19 27 28,8276  9553 11612 10452 11619,1716195569.9732530117
3 11 19 20 21 27 28,8111  9459 11179 16151 12939 10723 11800,1716195570.0163340569
3 11 19 20 21 27 28,6488  9375 10940 14586 11552 10326 11582,1716195570.0592315197
3 11 19 20 21 27 28,5859  9241 10636 13638 11067  9672 11403,1716195570.1023066044
3 11 19 20 21 27 28 36,5695  9263 10530 12683 11058  9408 11489 14900,1716195570.1452016830
3 11 19 20 21 27 28 36 44,5582  9054 10308 12479 10949  9145 11616 14527 13789,1716195570.1882660389
3 11 19 20 21 26 27 28 29 36 44,5305  9155 10401 12571 11111 11291  9428 11730 13342 14410 13159,1716195570.2313101292
3 11 19 20 21 26 27 28 29 36 42 44,4825  9071 10294 12090 11092  9519  9115 11583 11789 13947 12919 13053,1716195570.2742218971
3 11 19 20 21 26 27 28 29 36 42 44,4671  9099 10219 11978 11011  9526  8975 11602 11453 13435 12733 12957,1716195570.3171885014
3 11 19 20 21 26 27 28 29 36 42 44,4418  9160  9386 11702 10821  9229  8895 11568 11181 11818 12568 12792,1716195570.3602132797
3 11 19 20 21 26 27 28 29 36 42 44,4294  9030  8983 11470 10621  9034  8898 11530 10971 11508 12281 12672,1716195570.4032645226
3 11 19 20 21 26 27 28 29 36 42 44,4080  8995  8556 11102 10293  8633  8553 10708 10659  9793 11425 12597,1716195570.4462435246
3 11 19 20 21 26 27 28 29 35 36 44,3903  8749  6553 10486 10244  8500  8447 10103 10731 11001  8119 12885,1716195572.6391308308
3 11 19 20 21 26 27 28 29 36 44,4028  8723  9073 10738 10401  8784 10867 11231 11040  9462 12921,1716195572.6821837425
3 11 19 20 21 26 27 28 29 36 44,4165  8762  9727 11034 10449 13034 12223 11331 11480  9918 13319,1716195572.7251636982
3 11 19 20 21 27 28 29 36,4344  8789  9795 11428 10588 11542 11315 11673 12603,1716195572.7681550980
3 11 19 20 21 27 28 36,5272  8798  9831 11379 10731 12564 11240 12683,1716195572.8111224174
3 11 19 20 21 27 28 36,5513  8975 10048 12507 10947 12439 11350 13223,1716195572.8541648388
3 11 19 20 21 27 28,7552  9063 10328 12964 11215 12795 11216,1716195572.8970630169
3 11 19 20 21 27 28,8047  9148 10411 16300 11472 12857 11197,1716195572.9401738644
11 19 21 27 28,9222 10423 11437 13489 11160,1716195572.9831621647
11 28,9074 10987,1716195573.0260896683
11 28,9308 16316,1716195573.0691664219
11,9579,1716195573.1120772362
11,10555,1716195573.1551194191
