nodes,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
1716190606.25029,0,0,0,0,0,0,0,0,0,0,10406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1716190606.2934506,0,0,0,0,0,0,0,0,0,0,10418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1716190606.3362966,0,0,0,0,0,0,0,0,0,0,10428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1716190606.379305,0,0,0,0,0,0,0,0,0,0,9954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1716190606.4223828,0,0,0,0,0,0,0,0,0,0,9545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1716190606.465378,0,0,0,0,0,0,0,0,0,0,9499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1716190606.5084708,0,0,0,0,0,0,0,0,0,0,9314,0,0,0,0,0,0,0,14432,0,0,0,0,0,0,0,0,11841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1716190606.551289,0,13171,0,0,0,0,0,0,0,0,9319,0,0,0,0,0,0,0,12556,0,0,0,0,0,0,0,0,11551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1716190606.5942907,0,15325,10164,0,0,0,0,0,0,0,9456,0,0,0,0,0,0,0,10512,16370,0,0,0,0,0,0,0,11620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1716190606.6372743,0,16095,8653,0,0,0,0,0,0,0,9412,0,0,0,0,0,0,0,10221,13506,0,0,0,0,0,0,0,11665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1716190606.6802785,0,0,8235,0,0,0,0,0,0,0,9422,0,0,0,0,0,0,0,10209,13302,12125,0,0,0,0,0,0,11954,12243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1716190606.7232754,0,14453,6326,0,0,0,0,0,0,0,9350,0,0,0,0,0,0,0,10053,13280,11930,0,0,0,0,0,14696,11850,12035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1716190606.7662106,0,12586,6108,0,0,0,0,0,0,0,9293,0,0,0,0,0,0,0,8862,13598,11724,0,0,0,0,0,11665,11764,11916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1716190606.8092918,0,12214,5999,0,0,0,0,0,0,0,9218,0,0,0,0,0,0,0,7414,13443,11561,0,0,0,0,0,10239,11936,11551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1716190606.8523319,0,11631,5811,0,0,0,0,0,0,0,9115,0,0,0,0,0,0,0,6578,12850,11118,0,0,0,0,0,9675,11499,11220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1716190606.8952558,0,11267,5643,0,0,0,0,0,0,0,9128,0,0,0,0,0,0,0,5818,12618,10950,0,0,0,0,0,9346,11253,11036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1716190606.9382796,0,11349,5560,0,0,0,0,0,0,0,9330,0,0,0,0,0,0,0,5525,12138,10718,0,0,0,0,12918,9183,11329,10951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1716190606.9812937,0,11251,5453,0,0,0,0,0,0,0,9284,0,0,0,0,0,0,12912,5183,11869,10695,0,0,0,0,10769,9241,11502,10823,0,0,0,0,0,0,14685,0,0,0,0,0,0,0,13295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1716190607.0242982,0,11410,4667,0,0,0,0,0,0,15252,9213,0,0,0,0,0,0,11144,4772,11309,10751,0,0,0,0,10143,8881,10464,10639,0,0,0,0,0,0,14539,0,0,0,0,0,0,0,12720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1716190607.0672677,0,11431,4482,0,0,0,0,0,0,13768,9091,0,0,0,0,0,0,10890,4634,10721,10885,0,0,0,0,10194,8906,10022,10500,0,0,0,0,9934,0,14471,0,0,0,0,0,0,0,7964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1716190607.110278,0,11519,4374,0,0,0,0,0,0,13487,9062,0,0,0,0,0,0,10677,4493,10487,10925,0,0,0,0,9449,8895,9632,10435,0,0,0,0,9466,0,14211,0,0,0,0,0,0,0,5941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1716190607.1532967,0,11567,4106,0,0,0,0,0,0,11711,9023,0,0,0,0,0,0,10443,4274,8578,10528,0,0,0,0,9023,7684,8445,10393,0,0,0,0,9247,0,13901,16354,0,0,0,0,0,0,5228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1716190607.1962974,0,13865,4045,0,0,0,0,0,0,10031,9029,0,0,0,0,0,0,7089,4084,8282,10479,0,0,0,0,8720,7411,6482,8779,0,0,0,0,8888,0,11600,13723,0,0,0,0,0,0,5028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1716190607.2392612,0,13939,3966,0,0,0,0,0,0,9851,9040,0,0,0,0,0,0,6931,3961,7772,10525,0,0,0,0,8446,7286,5875,8712,0,0,0,0,8767,0,11029,13441,0,0,0,0,0,0,4692,13358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1716190607.282348,0,14847,3798,0,0,0,0,0,0,9766,7927,0,0,0,0,0,0,6140,3861,7521,10387,0,16102,0,0,8287,7246,4788,6987,0,0,0,0,8675,0,10349,13303,0,0,0,0,10353,0,4585,8350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1716190607.3252907,0,14659,3537,0,0,0,0,0,0,9044,6919,0,0,0,0,0,0,5353,3699,7313,10336,0,14655,0,0,8169,7259,4483,6843,0,0,0,0,8786,13940,9100,12891,0,0,0,0,9706,0,4328,8075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1716190607.368288,0,11943,3431,0,0,0,0,0,0,9350,6403,0,0,0,0,0,0,5246,3647,7049,10293,0,14019,0,0,7029,7215,4184,6703,0,0,0,0,7713,12691,8831,12981,0,0,0,0,5879,0,4116,7215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1716190607.4113102,0,10783,3386,15560,0,0,0,0,0,8814,4775,0,0,0,0,0,0,4517,3555,6990,10279,0,13463,0,0,5567,6881,3661,5035,0,0,0,0,7493,12517,7083,12828,0,0,0,0,5017,0,3910,6655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1716190607.4542308,0,10610,3335,13559,0,0,0,0,0,7307,4477,0,0,0,0,0,0,4479,3453,7116,10356,0,13196,0,0,5129,6787,3455,4823,0,0,0,0,7427,11978,6472,12839,0,0,0,0,4208,0,3615,6488,0,0,0,0,0,0,0,14967,0,0,0,0,0,0,0,0,0,0,0
1716190607.497389,0,9278,3122,13535,0,0,0,0,0,6545,4238,0,0,0,0,0,0,4381,3380,6358,10216,0,13288,0,0,4853,6783,3282,4755,0,0,0,0,7468,12367,6084,12776,0,0,0,0,4028,0,3591,6550,10170,0,0,0,0,14245,0,9391,0,0,0,0,0,0,0,0,0,0,0
