nodes,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
1716453124.302826,0,0,0,0,0,0,0,0,0,0,11351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12666,12745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1716453124.34574,0,0,0,0,0,0,0,0,0,0,11255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15114,12536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1716453124.388531,0,0,0,0,0,0,0,0,0,0,11441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13269,12629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1716453124.431927,0,0,0,0,0,0,0,0,0,0,11278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12534,12728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1716453124.4748063,0,0,0,0,0,0,0,0,0,0,10742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12031,12218,0,0,0,0,0,0,0,0,0,0,0,0,0,13779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1716453124.5178444,0,0,0,0,0,0,0,0,0,0,10658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11982,12099,0,0,0,0,0,0,0,0,0,0,0,0,0,13669,0,15997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1716453124.5607173,0,0,0,0,0,0,0,0,0,0,10121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11795,11811,0,0,0,0,0,0,0,0,0,0,0,0,0,13719,0,15306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1716453124.6038575,0,0,10883,0,0,0,0,0,0,0,10397,0,0,0,0,0,0,13720,0,0,0,0,0,0,0,0,12015,11941,0,0,0,0,0,0,0,0,0,0,0,0,0,13808,0,15625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1716453124.6467855,0,0,9461,0,0,0,0,0,0,0,10461,0,0,0,0,0,0,14535,0,0,0,0,0,0,0,12493,12048,12020,0,0,0,0,0,0,0,0,0,0,0,0,0,10960,0,14966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1716453124.6898234,0,0,8629,0,0,0,0,0,0,0,10036,0,0,0,0,0,0,11655,0,0,0,0,0,0,0,12029,11755,11807,0,0,0,0,0,0,0,0,0,0,0,0,0,10755,0,15895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1716453124.7328317,0,0,6446,0,0,0,0,0,0,0,9975,0,0,0,0,0,0,11298,0,16324,0,0,0,0,0,11967,11721,11772,0,0,0,0,0,0,0,0,0,0,0,0,0,10459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
