nodes,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
1716186923.4389668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1716186923.4819334,0,0,0,0,0,0,0,0,0,0,11328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1716186923.567919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1716186923.6110063,0,0,0,0,0,0,0,0,0,0,10046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1716186923.6538553,0,0,0,0,0,0,0,0,0,0,9695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1716186923.6968513,0,14670,0,0,0,0,0,0,0,0,9649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1716186923.73996,0,12867,0,0,0,0,0,0,0,0,9353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1716186923.7829797,0,13846,0,0,0,0,0,0,0,0,9610,0,0,0,0,0,0,0,11796,0,11800,0,0,0,0,0,0,11436,12344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1716186923.8259974,0,14288,0,0,0,0,0,0,0,0,9450,0,0,0,0,0,0,0,10825,15528,11468,0,0,0,0,0,0,11451,11737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1716186923.8689737,0,12734,0,0,0,0,0,0,0,0,9231,0,0,0,0,0,0,0,10602,14219,11193,0,0,0,0,0,0,11378,11338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1716186923.912008,0,14654,0,0,0,0,0,0,0,0,8989,0,0,0,0,0,0,0,10098,12941,10943,0,0,0,0,0,0,11376,10879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
