TAX,ADC,TS
50,10409,1716441683.9013924599
50,10201,1716441683.9442887306
50,9943,1716441683.9873392582
42 50,13384 10149,1716441684.0303382874
42 44 50,12371 13924 10092,1716441684.0733368397
42 44 50 51,12238 13433 10042 13372,1716441684.1163394451
42 44 45 50 51 53,12241 13375 12012 10006  9560  9779,1716441684.1593909264
42 44 45 50 51 52 53,12013 13200 11663 10006  9157 15625  6908,1716441684.2023980618
42 44 45 50 51 52 53 61,11439 10589 11826  9991  8626 14335  6684  8018,1716441684.2453830242
42 44 45 50 51 52 53 61,10534 10270 11751  7358  7771 11938  6168  7493,1716441684.2883508205
42 44 45 50 51 52 53 61,8256  9765 11448  6994  7630 10544  5738  7249,1716441684.3313617706
42 44 45 50 51 52 53 61,8175  8939  9017  6836  6865 10095  5475  7050,1716441684.3743610382
28 42 44 45 50 51 52 53 61,14936  7770  8120  8725  6386  6764  9725  5144  6665,1716441684.4174163342
27 28 35 42 44 45 50 51 52 53 61,12244 11679 10903  7530  6747  8630  5680  6717  9554  4861  6489,1716441684.4603240490
27 28 35 42 44 45 50 51 52 53 61,12144 11364  8787  6727  5929  8468  5270  6653  9076  4545  6730,1716441686.4384138584
35 42 44 45 50 51 52 53 61,9375  7405  7065 10632  6405  6725  9271  4916  6915,1716441686.4813921452
35 42 44 45 50 51 52 53 61,12210  8147  9526 11216  7005  7697 11149  5930  7307,1716441686.5244858265
42 44 45 50 51 52 53 61,8335 10293 11261  7447  7776 11671  6323  7493,1716441686.5673947334
42 44 45 50 51 52 53,8794 12456 11297  8023  9513 14903  7764,1716441686.6103875637
42 44 50 51,11666 13375  9749 15419,1716441686.6533353329
42 50,12023  9759,1716441686.6963267326
50,10321,1716441686.7393002510
