TAX,ADC,TS
42,12776,1716432693.8135125637
42,12519,1716432693.8565332890
42,11718,1716432693.8996224403
42,11608,1716432693.9426808357
42,10810,1716432693.9855749607
42 50,10743 10221,1716432694.0283665657
42 44 50,11575 14193 10299,1716432694.0715990067
42 44 50,8971 12852 10029,1716432694.1146814823
42 44 50,9066 12875  9985,1716432694.1576759815
42 50,8796 9917,1716432694.2004718781
42 50 51,9339 10177 12827,1716432694.2436618805
26 34 42 44 50 51,11881 12571  8948 15636 10355 11379,1716432694.2866969109
26 34 42 44 50 51,11767 12679  8952 13797 10341 11412,1716432694.3297190666
26 28 34 35 42 44 50 51,11834 14225 12857 15985  8740 13519 10253 11075,1716432694.3724732399
26 28 35 36 41 42 44 45 50 51,11509 12183 15974 15224 13059  8918 11208 12169 10202 11142,1716432694.4154736996
26 28 34 35 36 41 42 44 45 50 51 53,11756 12181 10598 16089 15158 12607  7738  8999 11953  9963 10599 14795,1716432694.4585011005
19 26 27 28 34 35 41 42 44 45 50 51,10397  8917 12507 11183  6282  8419 12349  9026  5878 11491  9199  6384,1716432696.4794008732
26 27 28 34 35 41 42 44 45 50 51,10989 12241 11182  6486  8400 12515 10126  6617 11707  9839  6602,1716432696.5224268436
26 27 28 34 35 41 42 44 50 51,11144 12460 11531  8191  8831 13038 10879  7555  9919  8497,1716432696.5654139519
26 28 34 35 42 44 50 51,11256 11978 10649 10643 11260  7840  9923  8569,1716432696.6084115505
26 28 34 35 42 44 50 51,11358 12077 12919 14966 11419  8626  9996  8615,1716432696.6515007019
26 28 34 35 42 44 50 51,11402 12304 13386 14496 11402  7495 10098 10966,1716432696.6944286823
42 44 50 51,11397 12167 10219 11197,1716432696.7373511791
42 50,11307 10189,1716432696.7803750038
42,10832,1716432696.8233740330
42,10047,1716432696.8662061691
42,10267,1716432696.9093685150
42,11312,1716432696.9524087906
42,14972,1716432696.9953489304
42,13191,1716432697.0383083820
