TAX,ADC,TS
42,12135,1716432612.8346030712
42,12073,1716432612.8776702881
42 50,12163 10259,1716432612.9205331802
42 50,12237  9987,1716432612.9634990692
42 50,12037  9837,1716432613.0064475536
42 50,12048  9774,1716432613.0494527817
42 50,11900  9715,1716432613.0924303532
42 50,11413  9782,1716432613.1354389191
42 44 50,11137 13320  9679,1716432613.1784510612
42 44 50,10775 13109  8736,1716432613.2214736938
42 44 50,10543 12706  8437,1716432613.2644500732
42 44 50,10502 10305  8556,1716432613.3074736595
27 42 44 50,14675 10609 10048  8634,1716432613.3504698277
27 35 42 44 50,12632 15904 10290  8969  8877,1716432613.3934566975
19 27 35 42 44 45 50 53,10879 13029 13294  9152  7443 12396  8997 10126,1716432613.4364252090
19 27 28 35 42 44 45 50 52 53,10927 13326 13283 13438  8383  6585 12530  8805 16069  9790,1716432613.4794919491
19 27 28 34 35 36 42 44 45 50 53,10597 13182 11745  7705  7771 10717  6634  5711 11406  7195  9779,1716432615.5864758492
19 27 28 34 35 36 42 44 45 50,10886 13875 12487 13002  8314 15723  7336  7181 11420  7602,1716432615.6295025349
27 28 34 35 42 44 50,13350 12687 12668  9323  9332  8995  8341,1716432615.6724150181
35 42 44 50,11416 10609 11744  8300,1716432615.7154376507
35 42 44 50,13825 11419 12863  8477,1716432615.7584278584
42 50,10572  8646,1716432615.8013951778
42 50,11015  8875,1716432615.8443620205
42 50,11724  9061,1716432615.8874344826
42 50,9685 9385,1716432615.9304242134
42 50,12177 10175,1716432615.9734008312
42,12702,1716432616.0163438320
42,12599,1716432616.0593793392
42,13678,1716432616.1024274826
42,12782,1716432616.1453707218
42,12608,1716432616.1883361340
42,12462,1716432616.2314856052
