TAX,ADC,TS
42,11079,1716435565.0128412247
42,11063,1716435565.0560019016
42,11073,1716435565.0990066528
42,11117,1716435565.1419386864
42 50,11365 10671,1716435565.1850271225
42 45 50,11635 11347 10334,1716435565.2281765938
42 45 50,11739 11270 10226,1716435565.2710678577
42 45 50,11808 11022 10169,1716435565.3139519691
42 45 50,11719 10939 10137,1716435565.3569757938
42 45 50,11760 10876 10138,1716435565.4000294209
42 45 50,11735 10770  9990,1716435565.4429686069
42 45 50,11933 10695  9884,1716435565.4860196114
42 45 50 53 61,12075 11314 10062 14181 11051,1716435565.5289697647
42 45 50 53 61,12010 11326  9973 13884  8344,1716435565.5720329285
42 45 50 53 61,12017 11346  9899 13246  7953,1716435565.6150240898
42 45 50 53 61,12138 11411  9933 13022  8007,1716435565.6578600407
34 42 45 50 53 61,13191 12117 11356  9890 12741  7877,1716435565.7007930279
28 34 42 45 50 53 61,14345 10471 12116 11305  9827 12703  7720,1716435565.7438168526
28 34 42 45 50 53 61,11827  9969 12161 11249  9772 12687  7378,1716435565.7867462635
28 34 42 45 50 53 61,11439 10080 12059  8073  9708 12481  7248,1716435565.8297779560
28 34 42 45 50 53 61,11242  9551 12044  7972  9617 12551  7090,1716435565.8728044033
28 34 42 44 45 50 53 61,11146  9572 12047 14869  8072  9635 12366  7104,1716435565.9157941341
28 34 42 44 45 50 53 61,11150  9779 12032 13754  8036  9635 12482  7047,1716435565.9590382576
28 34 41 42 44 45 50 53 61,11027  9731 12873 12179 13539  8214  9670 12510  7089,1716435566.0020747185
11 28 34 41 42 44 45 50 53 61,12102 11171  9936 12598 12184 13194  8174  9630 12459  6992,1716435566.0450618267
11 28 34 41 42 44 45 50 53 61,10302 11088  9826 12497 12066 13009  8532  9583 12359  6866,1716435566.0879819393
11 28 34 41 42 44 45 50 53 61,9998 10995  9765 12415 12073 13092  8707  9597 12209  6740,1716435566.1310508251
11 27 28 34 41 42 44 45 50 53 61,9953 12308 10933  8115 12374 12132 12863  8559  9541 10905  6554,1716435566.1740193367
11 27 28 34 41 42 44 45 50 53 61,9852 11738 10875  7603 12227 12047 10325  8139  9533 10440  6527,1716435566.2170503139
11 27 28 34 41 42 44 45 50 53 54 61,9711 11617 10888  6954 12173 11997 10181  8334  9527 10301 13613  6613,1716435566.2600471973
11 27 28 34 41 42 44 45 50 53 54 61,9641  9503 10819  6798 12080 11955  9595  8368  9513 10115 12064  6413,1716435566.3030915260
11 27 28 34 41 42 44 45 50 53 54 61,9559  9540 10831  5983 12081 11944  9450  7139  9513 10143 11875  6397,1716435566.3460421562
11 21 27 28 34 36 42 44 45 50 53 61,9735 11102 16137 10786  7004 14722 11764 12123  7780  9537 14158  6366,1716435569.1838147640
11 21 27 28 34 36 42 44 45 50 53 61,9702 11192 14799 10853  7240 14683 11669 11222  8223  9561 14165  6645,1716435569.2268357277
11 21 28 34 36 42 44 45 50 53 61,9702 11273 10987  7598 15065 11652 12199  8712  8371 12213  6811,1716435569.2698049545
11 21 28 34 42 44 45 50 53 54 61,9717 11262 10739  7553 11473 11859 10995  9645 11430 15499  7057,1716435569.3128039837
11 21 28 34 42 44 45 50 53 54 61,9804 11362 10799  8658 11365 12270 11190  9567 10975 15353  7160,1716435569.3558189869
28 34 42 44 45 50 53 61,10892  8825 11285 12241 11215  9591 10895  7279,1716435569.3988206387
28 34 42 44 45 50 53 61,10979 11893 11213 12269 11157  9625 10809  7312,1716435569.4417998791
28 34 42 44 45 50 53 61,11001 11871 11308 11534 11380  9759 11334  7523,1716435569.4848039150
28 34 42 44 45 50 53 61,11291 12246 11699 13029 11349  9897 10889  8904,1716435569.5279111862
26 28 42 45 50 53,11735 11247 11835 11041  9769 10170,1716435569.5708181858
28 42 45 50 53,10908 11855 11203 10024 10997,1716435569.6137902737
28 42 45 50 53,11173 11837 11417 10301 10174,1716435569.6567621231
28 42 45 50 53,11327 11787 11419 10223 13127,1716435569.6997876167
28 42 45 53,11374 10693 11787 11250,1716435569.7427697182
28 42,11360  7821,1716435569.7857615948
28 42 44,11318  8865 12609,1716435569.8287582397
28 42 44,11430 11631 12121,1716435569.8717737198
28 42 50,10786  8842 14575,1716435569.9147632122
28 42,11344  8799,1716435569.9577906132
28 42 44,10639  8795 12794,1716435570.0007584095
42,8653,1716435570.0437493324
42,8785,1716435570.0867764950
28 42,11294 11340,1716435570.1298167706
28 42,10915 11649,1716435570.1727676392
44,15175,1716435570.2157392502
28 42,11611 10482,1716435570.2587764263
42,11157,1716435570.3166069984
