TAX,ADC,TS
42 50,10227  9759,1716431938.1900777817
42 50,10127  9758,1716431938.2330617905
42 44 50,10518 13731  9785,1716431938.2760233879
42 44 50,10468 12987  9704,1716431938.3190448284
42 44 50,10299 12649  9479,1716431938.3619787693
42 44 50,11081 12619  9406,1716431938.4050242901
42 44 50,11313  9762  9341,1716431938.4480435848
42 44 50,8948 9535 9385,1716431938.4912781715
42 44 50,8688 9135 9263,1716431938.5342705250
42 44 50,8300 7765 9212,1716431938.5773015022
42 44 50,7517 7454 9206,1716431938.6202220917
42 44 50,7344 6682 9272,1716431938.6631245613
42 44 45 50,6492  6473 11648  9217,1716431938.7063236237
42 44 45 50,6177  6019 11206  9139,1716431938.7492794991
42 44 45 50 53,5620  5813 11602  9227 11838,1716431938.7922012806
26 28 42 44 45 50 53,11575 12683  4884  5107 11677  9144 10092,1716431938.8351280689
26 28 35 42 44 45 50 53,11955 11813  9867  4273  5018 11587  9197  7871,1716431938.8780632019
26 27 28 35 42 44 45 50 53 61,12109 12943 11779  8393  3964  4978 11568  7169  7595  9520,1716431938.9210722446
26 27 28 35 42 44 45 50 53 61,11904 12703 11685  8312  3706  4834 11572  6507  6961  8013,1716431938.9640865326
26 27 28 35 42 44 45 50 52 53 61,11321 12671 11692  7893  3544  4760 11594  6566 15786  6857  7679,1716431939.0070662498
19 26 27 28 34 35 42 44 45 50 53 61,10115 10959  9785 11131  9562 10168  3528  4609  8475  8458  7153  7540,1716431940.9420688152
19 26 27 28 34 35 42 44 45 50 53,10243 11117  9474 11274  9660 10001  4147  4514  8359  8364  7386,1716431940.9850215912
19 26 27 28 34 35 42 44 45 50 53,10305 11187  9476 11387  9692 10181  5020  4880  8812  8460  8328,1716431941.0280959606
19 26 27 28 34 35 42 44 45 50 53,10283 11370 12883 11371 12069 10381  5292  5082 10941  8571  9727,1716431941.0711455345
26 27 28 34 35 42 44 45 50,11320 15349 11550 12173 10482  5752  5109 10819  9362,1716431941.1142587662
26 28 35 42 44 45 50,11356 11717 11591  5800  5492 11780  9441,1716431941.1571643353
28 42 44 50,12510  6285  5112  9408,1716431941.2002494335
42 44 50,6351 5951 9423,1716431941.2431876659
42 44 50,7375 6824 9518,1716431941.2860109806
42 44 50,8338 9349 9535,1716431941.3289840221
42 44 50,9028 11613  9693,1716431941.3719868660
42 44 50,9245 12247  9817,1716431941.4149427414
42 50,9633 10230,1716431941.4580740929
42 50,10474 10383,1716431941.5010108948
42,10623,1716431941.5441024303
42,11189,1716431941.5869319439
42,11845,1716431941.6410243511
