TAX,ADC,TS
42 44,10859 12429,1716435924.4770412445
42 44,11135 12446,1716435924.5200817585
42 44,11385 12661,1716435924.5630111694
42 44 50,11679 13416 10593,1716435924.6060335636
42 44 50,11504 12479 10270,1716435924.6490087509
42 44 50,11720 12175 10128,1716435924.6919424534
42 44 50,11655 12301  9932,1716435924.7349691391
42 44 50,11685 12815  9892,1716435924.7779583931
28 42 44 45 50,11747 11772  9229 13460  9974,1716435924.8209955692
28 42 44 45 50,11866 10225  8771 10203  9777,1716435924.8639836311
28 42 44 45 50,11333 11580  7885  8961  9744,1716435924.9069309235
28 34 42 44 45 50 53,11298 14281 11805  7554  9403  8957 10747,1716435924.9499750137
26 28 34 36 42 44 45 50 53,12994 11587 12395 13504 11706  6875 10270  9344 10000,1716435924.9930415154
26 28 34 42 44 45 50 53,12397 11400 12266 11535  6261  9359  9573  9765,1716435925.0360503197
26 28 34 42 44 45 50 53,11861 11405 10990  9650  6217  9087  9166  9545,1716435925.0789964199
26 28 34 42 44 45 50 53,11611 11270  7686  8435  5582  9918  8831  8933,1716435925.1220073700
26 28 34 42 44 45 50 51 52 53,11116 10881  7159  9554  5481  9566  8722 13037 10207  9077,1716435925.1649997234
19 26 28 34 42 44 45 50 51 52 53,15919 10982 11038  7973  9583  5415  8780  8559 11362 10235  8389,1716435925.2080450058
26 27 28 34 35 36 42 44 45 50 51 53,10653 15025 11263  8859 14665 12731 10715  7309 11677  9325 11525  9537,1716435927.3579399586
26 27 28 34 35 36 42 44 45 50,10902 15148 11481  8889 14966 12741 10834  7982 11181  9431,1716435927.4009842873
26 28 34 35 36 42 44 45 50,11003 11312 12331 14967 13665  9921  9893 11447  9559,1716435927.4439945221
26 28 36 42 44 45 50,11147 11510 13732 11498 10123 11797  9667,1716435927.4870092869
28 36 42 44 50,11779 14741 12123 10163  9819,1716435927.5299220085
28 42 44 50,11952 11519 10019  9822,1716435927.5729694366
42 44 50,11981 10521 10423,1716435927.6159818172
42 44 50,12020 10490 10277,1716435927.6589953899
28 42 50,12395 11605 10185,1716435927.7019469738
28 42,13006 11633,1716435927.7449104786
42,11456,1716435927.7879281044
42,11158,1716435927.8309249878
