TAX,ADC,TS
42 50,11530  9708,1716436451.2009296417
42 50,10524  9742,1716436451.2440347672
42 50,11119  9506,1716436451.2870335579
42 50,9783 9453,1716436451.3300342560
42 44 50,8840 13109  9594,1716436451.3730113506
34 42 44 50,9571  7795 12623  9520,1716436451.4160366058
34 42 44 50,8980  7629 12761  8533,1716436451.4589583874
34 42 44 50,9131  6435 12517  8527,1716436451.5020630360
26 28 34 42 44 50,11834 12413  9543  6450 12147  8314,1716436451.5450205803
26 28 34 42 44 50,11556 11687  9427  5699 11493  7855,1716436451.5880866051
28 34 42 44 50,11214 11895  5456 10276  7722,1716436451.6310684681
27 28 34 42 44 45 50 51,12297 11143 11817  5313  9531 11668  7528 13687,1716436451.6739127636
27 28 34 42 44 45 50 51 53,9773 11037 11960  5342  7509 11635  7413 12294 14875,1716436451.7169909477
27 28 34 42 44 45 50 51 53,9160 11195 11949  5132  6894 11574  7005 11202 11811,1716436451.7601079941
27 28 34 42 44 45 50 51 52 53,9044 11148 11929  4911  6062 11579  6755 10871 15077  8649,1716436451.8030536175
27 28 34 36 42 44 45 50 51 52 53,9692  9165  8044 15262  5001  5618 11552  6267 10805 13745  8688,1716436451.8460123539
20 27 28 34 36 42 44 45 50 51 52 53,16334  9647  9109  7160 14976  4618  5212 11542  5639 10706 12845  8032,1716436451.8891003132
20 27 28 34 36 42 44 45 50 51 52 53,13624  9163  8452  4639 13229  3474  4750 10857  4680 10575 12001  7303,1716436453.7380297184
20 27 28 34 36 42 44 45 50 51 52 53,14087 12831  8601  5207 14151  3990  5550 10971  5045 10630 12323 11392,1716436453.7809798717
20 27 28 34 35 36 42 44 45 50,15317 12899  8908  6024 14033 14275  4401  6024 11533  6009,1716436453.8239471912
20 27 28 34 36 42 44 50 51,16098 11823 10912  7725 13794  4906  6441  7304 12668,1716436453.8670318127
28 34 36 42 44 50,10643  8429 14971  5500  9532  7193,1716436453.9100091457
27 28 34 42 44 50,12001 10807  8734  5988 11883  7332,1716436453.9528934956
27 28 34 42 44 50,12068 11353  8962  6024 12598  7377,1716436453.9960010052
27 28 34 42 44 50,12079 11942  8906  6567 11639  7362,1716436454.0390167236
28 34 42 44 50,12312  8890  6204 12611  7462,1716436454.0820076466
34 42 44 50,10218  6044 13549  7614,1716436454.1250159740
34 42 50,12684  6124  7605,1716436454.1680231094
34 42 50,16243  5959  7561,1716436454.2109627724
42 50,6618 7650,1716436454.2540307045
42 50,6461 8195,1716436454.2969224453
42 50,7035 8395,1716436454.3460495472
