TAX,ADC,TS
42,14585,1716432092.6729500294
42,12525,1716432092.7159769535
42 50,12581 10718,1716432092.7589449883
42 50,12126 10145,1716432092.8019399643
42 50,11560  9614,1716432092.8449339867
42 50,11011  9367,1716432092.8879144192
42 44 50,11235 13336  9511,1716432092.9309988022
42 44 50,11143 12877  8569,1716432092.9740033150
42 44 50,10721 12833  9227,1716432093.0169267654
42 44 50,10725 12456  8056,1716432093.0599434376
42 44 50 51,11129 12677  7975 10994,1716432093.1029641628
42 44 50 51,10943 12259  6766 10680,1716432093.1459364891
42 44 50 51,9096 12106  6391  8765,1716432093.1889047623
42 44 50 51,9119 9654 6500 8628,1716432093.2319564819
19 26 28 34 42 44 45 50 51 53,10926 12216 12928 13031  6851  9926 12573  6650  8072 15195,1716432093.2749388218
19 26 27 28 34 42 44 45 50 51 53,11229 12370 13684 12654 13027  6119  8713 12337  6538  8014  9503,1716432093.3179717064
19 26 27 28 34 42 44 45 50 51 53,11123 12258 13591 12366 12799  5655  8065 11906  6218  7781  7548,1716432093.3609797955
19 26 27 28 34 35 42 44 45 50 51 53,10683 11792 13205 12063 12265 15450  5130  7219 11697  5995  7817  6500,1716432093.4039776325
19 26 27 28 34 35 42 44 45 50 51 53,10569 11556 13260 11721 12155 13982  4497  5932 11670  5612  7737  6719,1716432093.4469490051
19 26 27 28 34 35 36 42 44 50 51 52,10763 11493 13480 11962 10366 12400 15016  5790  8813  6289  8575 11166,1716432095.3818254471
19 26 27 28 34 35 42 44 50 51 52,10836 11662 13913 12614 12555 13094  6961  9824  8140  8445 14404,1716432095.4248216152
27 42 44 50 51,13607  8506 11527  8297 10619,1716432095.4677991867
42 44 50 51,10139 11941  9074 10783,1716432095.5107314587
42 44 50,9476 12193  9215,1716432095.5537774563
42 44 50,10701 12271  9428,1716432095.5967516899
42 44 50,10835 13216  9640,1716432095.6397418976
42 44 50,11644 13542  9856,1716432095.6827526093
42 50,11570 10114,1716432095.7257297039
42 50,12534 10482,1716432095.7687461376
42,13359,1716432095.8117785454
42,14307,1716432095.8548784256
