TAX,ADC,TS
11,9258,1716266091.7512085438
11,9249,1716266091.7942879200
11,9020,1716266091.8373579979
11,8995,1716266091.8801884651
11,8771,1716266091.9233374596
11 19,9022 10127,1716266091.9662811756
10 11 19 20 28,15301  9224 10191 14206 11845,1716266092.0093426704
10 11 19 20 28,15596  8986  9809 13577 11366,1716266092.0521492958
10 11 19 20 21 28,15571  9023  7802 13134 11847 11454,1716266092.0953438282
10 11 19 20 21 28 29,12490  8982  7348 12799 11591 11297 11590,1716266092.1383361816
10 11 19 20 21 27 28 29,11661  8982  7013 12633 11514 13038 11224 11247,1716266092.1813945770
10 11 19 20 21 27 28 29,10363  8908  6204 12239 11087 12540 11267 10780,1716266092.2241811752
10 11 18 19 20 21 27 28 29,10156  8813 14292  5789 11982 10965 12388 11022 10594,1716266092.2673344612
10 11 18 19 20 21 27 28 29,9558  6804 11195  5250 11472 10613 12485 10808 10578,1716266092.3101580143
10 11 18 19 20 21 26 27 28 29,9439  6309 11147  5103 11203 10569 13221 12493 10764 10479,1716266092.3533689976
10 11 18 19 20 21 26 27 28 29,9011  5756 10811  4728 10859 10547  8846 12910 10718 10346,1716266092.3962028027
10 11 18 19 20 21 26 27 28 29 44,8625  5354 10534  4518 10866 10484  8431 12612  9840 10003 13655,1716266092.4393131733
10 11 18 19 20 21 26 27 28 29 36 44,8311  5110  8930  4364 10594 10426  8335 11241  8708 10290 14599 12680,1716266092.4824032784
10 11 18 19 20 21 26 27 28 29 36,6289  4627  7177  4025  9580  9852 12374  8895  9274  7805 13858,1716266094.7611846924
10 11 18 19 20 21 26 27 28 29,6438  5401 10490  4196  9752 10060 12793  9002 10262 10229,1716266094.8041884899
10 11 18 19 20 21 27 28 29,7617  7338 10815  4426 10473 10275 12343 10223 10606,1716266094.8471479416
10 11 18 19 20 21 27 28 29,7841  8716 11050  5041 11120 10493 12218 10395 10727,1716266094.8901703358
10 11 19 20 21 27 28 29,8527  8713  5577 11160 10938 12404 10581 11215,1716266094.9331979752
10 11 19 20 21 27 28 29,9301  8980  6052 11880 11595 13502 11194 11575,1716266094.9761452675
10 11 19 20 21 28,10411  8860  7416 12404 11222 11251,1716266095.0191431046
10 11 19 20 28,11949  9250 10158 14105 11554,1716266095.0621173382
11,8705,1716266095.1050472260
11,8718,1716266095.1479406357
11,8903,1716266095.1910068989
11,9354,1716266095.2340419292
